sciname,aphia_id,valid_sciname
parrella fusca,282170,parrella fusca
parrella ginsburgi,282171,parrella ginsburgi
parrella lucretiae,282172,parrella lucretiae
parrella macropteryx,282173,parrella macropteryx
parrella maxillaris,282174,parrella maxillaris
parupeneus angulatus,474978,parupeneus angulatus
parupeneus barberinoides,277810,parupeneus barberinoides
parupeneus barberinus,218660,parupeneus barberinus
parupeneus biaculeatus,277811,parupeneus biaculeatus
parupeneus chrysonemus,277812,parupeneus chrysonemus
parupeneus chrysopleuron,277813,parupeneus chrysopleuron
parupeneus ciliatus,218661,parupeneus ciliatus
parupeneus crassilabris,277814,parupeneus crassilabris
parupeneus cyclostomus,218665,parupeneus cyclostomus
parupeneus diagonalis,398548,parupeneus diagonalis
parupeneus forsskali,218669,parupeneus forsskali
parupeneus fraserorum,474979,parupeneus fraserorum
parupeneus heptacanthus,218657,parupeneus heptacanthus
parupeneus inayatae,1509650,parupeneus inayatae
parupeneus indicus,218658,parupeneus indicus
parupeneus insularis,277815,parupeneus insularis
parupeneus jansenii,218668,parupeneus jansenii
parupeneus louise,277816,parupeneus louise
parupeneus macronemus,277817,parupeneus macronemus
parupeneus margaritatus,277818,parupeneus margaritatus
parupeneus minys,474980,parupeneus minys
parupeneus moffitti,277819,parupeneus moffitti
parupeneus multifasciatus,277820,parupeneus multifasciatus
parupeneus nansen,474981,parupeneus nansen
parupeneus orientalis,277821,parupeneus orientalis
parupeneus pleurostigma,218656,parupeneus pleurostigma
parupeneus porphyreus,218662,parupeneus porphyreus
parupeneus posteli,277822,parupeneus posteli
parupeneus procerigena,277823,parupeneus procerigena
parupeneus rubescens,218664,parupeneus rubescens
parupeneus seychellensis,474982,parupeneus seychellensis
parupeneus sinai,1509651,parupeneus sinai
parupeneus spilurus,277825,parupeneus spilurus
parupeneus trifasciatus,277826,parupeneus trifasciatus
parupeneus williamsi,1509652,parupeneus williamsi
parvicrepis parvipinnis,282176,parvicrepis parvipinnis
parvilux boschmai,282177,parvilux boschmai
parvilux ingens,282178,parvilux ingens
pascua caudilinea,320106,pascua caudilinea
pascua sticta,712874,pascua sticta
pataecus fronto,282179,pataecus fronto
patagolycus melastomus,834995,patagolycus melastomus
patagonotothen brevicauda,234751,patagonotothen brevicauda
patagonotothen canina,712787,patagonotothen canina
patagonotothen cornucola,279339,patagonotothen cornucola
patagonotothen elegans,279340,patagonotothen elegans
patagonotothen guntheri,234738,patagonotothen guntheri
patagonotothen jordani,279341,patagonotothen jordani
patagonotothen kreffti,279342,patagonotothen kreffti
patagonotothen longipes,279343,patagonotothen longipes
patagonotothen occidentalis,1495467,patagonotothen occidentalis
patagonotothen ramsayi,234633,patagonotothen ramsayi
patagonotothen shagensis,1524190,patagonotothen shagensis
patagonotothen sima,279344,patagonotothen sima
patagonotothen squamiceps,279345,patagonotothen squamiceps
patagonotothen tessellata,279346,patagonotothen tessellata
patagonotothen thompsoni,279347,patagonotothen thompsoni
patagonotothen wiltoni,279348,patagonotothen wiltoni
pavoclinus caeruleopunctatus,276909,pavoclinus caeruleopunctatus
pavoclinus graminis,219224,pavoclinus graminis
pavoclinus laurentii,219222,pavoclinus laurentii
pavoclinus litorafontis,219218,pavoclinus litorafontis
pavoclinus mentalis,219220,pavoclinus mentalis
pavoclinus myae,219221,pavoclinus myae
pavoclinus pavo,219216,pavoclinus pavo
pavoclinus profundus,219219,pavoclinus profundus
pavoclinus smalei,219217,pavoclinus smalei
paxton concilians,282182,paxton concilians
pectinantus parini,282183,pectinantus parini
pectinochromis lubbocki,282184,pectinochromis lubbocki
pegasus lancifer,279115,pegasus lancifer
pegasus laternarius,279116,pegasus laternarius
pegasus tetrabelos,1385053,pegasus tetrabelos
pegasus volitans,218163,pegasus volitans
pegusa cadenati,274307,pegusa cadenati
pegusa impar,236490,pegusa impar
pegusa lascaris,127156,pegusa lascaris
pegusa nasuta,127157,pegusa nasuta
pegusa triophthalma,274308,pegusa triophthalma
pelagocephalus coheni,1012468,pelagocephalus coheni
pelagocephalus marki,219958,pelagocephalus marki
pelates octolineatus,274000,pelates octolineatus
pelates quadrilineatus,127077,pelates quadrilineatus
pellona dayi,277285,pellona dayi
pellona ditchela,212279,pellona ditchela
pellona harroweri,277287,pellona harroweri
pellonula leonensis,282186,pellonula leonensis
pellonula vorax,282187,pellonula vorax
pelotretis flavilatus,282188,pelotretis flavilatus
pelsartia humeralis,282189,pelsartia humeralis
peltorhamphus latus,282190,peltorhamphus latus
peltorhamphus novaezeelandiae,282191,peltorhamphus novaezeelandiae
peltorhamphus tenuis,282192,peltorhamphus tenuis
pempheris adspersa,277055,pempheris adspersa
pempheris adusta,218704,pempheris adusta
pempheris affinis,277056,pempheris affinis
pempheris analis,277057,pempheris analis
pempheris andilana,1042755,pempheris andilana
pempheris argyrea,1042757,pempheris argyrea
pempheris bexillon,1007126,pempheris bexillon
pempheris bineeshi,1042752,pempheris bineeshi
pempheris bruggemanni,1042754,pempheris bruggemanni
pempheris compressa,277058,pempheris compressa
pempheris connelli,1042753,pempheris connelli
pempheris convexa,1327815,pempheris convexa
pempheris cuprea,1327816,pempheris cuprea
pempheris darvelli,1327817,pempheris darvelli
pempheris eatoni,1327818,pempheris eatoni
pempheris ellipse,1042759,pempheris ellipse
pempheris familia,1524447,pempheris familia
pempheris gasparinii,869827,pempheris gasparinii
pempheris hadra,1042766,pempheris hadra
pempheris heemstraorum,1042772,pempheris heemstraorum
pempheris hollemani,1042771,pempheris hollemani
pempheris ibo,1042770,pempheris ibo
pempheris japonica,277059,pempheris japonica
pempheris klunzingeri,277060,pempheris klunzingeri
pempheris kruppi,1042769,pempheris kruppi
pempheris kuriamuria,1006827,pempheris kuriamuria
pempheris leiolepis,1042768,pempheris leiolepis
pempheris malabarica,344683,pempheris malabarica
pempheris mangula,218703,pempheris mangula
pempheris megalops,1042767,pempheris megalops
pempheris micromma,1042773,pempheris micromma
pempheris molucca,277061,pempheris molucca
pempheris multiradiata,277062,pempheris multiradiata
pempheris muscat,1042765,pempheris muscat
pempheris nesogallica,1022632,pempheris nesogallica
pempheris nyctereutes,277063,pempheris nyctereutes
pempheris orbis,1042764,pempheris orbis
pempheris ornata,277064,pempheris ornata
pempheris otaitensis,277065,pempheris otaitensis
pempheris oualensis,218700,pempheris oualensis
pempheris pathirana,1042758,pempheris pathirana
pempheris peza,1042763,pempheris peza
pempheris poeyi,277066,pempheris poeyi
pempheris rapa,277067,pempheris rapa
pempheris rhomboidea,310134,pempheris rhomboidea
pempheris rochai,1042774,pempheris rochai
pempheris rubricauda,1042762,pempheris rubricauda
pempheris sarayu,1007129,pempheris sarayu
pempheris schomburgkii,277068,pempheris schomburgkii
pempheris schwenkii,218699,pempheris schwenkii
pempheris sergey,1042761,pempheris sergey
pempheris shimoni,1042760,pempheris shimoni
pempheris shirleen,1042777,pempheris shirleen
pempheris smithorum,1042814,pempheris smithorum
pempheris tau,1042778,pempheris tau
pempheris ternay,1042776,pempheris ternay
pempheris tilman,1042775,pempheris tilman
pempheris tiran,1042779,pempheris tiran
pempheris tominagai,1007132,pempheris tominagai
pempheris trinco,1042780,pempheris trinco
pempheris ufuagari,835116,pempheris ufuagari
pempheris vanicolensis,218701,pempheris vanicolensis
pempheris viridis,1042781,pempheris viridis
pempheris wilsoni,1042784,pempheris wilsoni
pempheris xanthomma,1042782,pempheris xanthomma
pempheris xanthoptera,277070,pempheris xanthoptera
pempheris ypsilychnus,277071,pempheris ypsilychnus
pempheris zajonzi,1042785,pempheris zajonzi
penetopteryx nanus,278462,penetopteryx nanus
penetopteryx taeniocephalus,218030,penetopteryx taeniocephalus
pennahia argentata,282196,pennahia argentata
pennahia macrocephalus,282197,pennahia macrocephalus
pennahia ovata,282198,pennahia ovata
pennahia pawak,282199,pennahia pawak
penopus japonicus,712480,penopus japonicus
penopus microphthalmus,217816,penopus microphthalmus
pentaceropsis recurvirostris,282200,pentaceropsis recurvirostris
pentaceros capensis,221470,pentaceros capensis
pentaceros decacanthus,279264,pentaceros decacanthus
pentaceros japonicus,279265,pentaceros japonicus
pentaceros quinquespinis,279266,pentaceros quinquespinis
pentaceros richardsoni,313240,pentaceros richardsoni
pentaceros wheeleri,313241,pentaceros wheeleri
pentanemus quinquarius,282202,pentanemus quinquarius
pentapodus aureofasciatus,282203,pentapodus aureofasciatus
pentapodus bifasciatus,282204,pentapodus bifasciatus
pentapodus caninus,282205,pentapodus caninus
pentapodus emeryii,282206,pentapodus emeryii
pentapodus komodoensis,834979,pentapodus komodoensis
pentapodus nagasakiensis,282207,pentapodus nagasakiensis
pentapodus numberii,712732,pentapodus numberii
pentapodus paradiseus,282208,pentapodus paradiseus
pentapodus porosus,282209,pentapodus porosus
pentapodus setosus,282210,pentapodus setosus
pentapodus trivittatus,282211,pentapodus trivittatus
pentapodus vitta,282212,pentapodus vitta
pentaprion longimanus,282213,pentaprion longimanus
pentherichthys atratus,742995,pentherichthys atratus
pentheroscion mbizi,282214,pentheroscion mbizi
peprilus burti,276560,peprilus burti
peprilus crenulatus,1042798,peprilus crenulatus
peprilus medius,276561,peprilus medius
peprilus ovatus,276562,peprilus ovatus
peprilus paru,159827,peprilus paru
peprilus simillimus,276563,peprilus simillimus
peprilus snyderi,276564,peprilus snyderi
peprilus triacanthus,159828,peprilus triacanthus
peprilus xanthurus,1043420,peprilus xanthurus
percis japonica,254389,percis japonica
percis matsuii,254390,percis matsuii
percophis brasiliensis,282218,percophis brasiliensis
pereulixia kosiensis,219327,pereulixia kosiensis
periophthalmodon freycineti,278673,periophthalmodon freycineti
periophthalmodon schlosseri,209262,periophthalmodon schlosseri
periophthalmus argentilineatus,209268,periophthalmus argentilineatus
periophthalmus barbarus,277973,periophthalmus barbarus
periophthalmus chrysospilos,277974,periophthalmus chrysospilos
periophthalmus gracilis,277975,periophthalmus gracilis
periophthalmus kalolo,209264,periophthalmus kalolo
periophthalmus malaccensis,277976,periophthalmus malaccensis
periophthalmus minutus,277977,periophthalmus minutus
periophthalmus modestus,209267,periophthalmus modestus
periophthalmus novemradiatus,277979,periophthalmus novemradiatus
periophthalmus pusing,1006798,periophthalmus pusing
periophthalmus takita,475032,periophthalmus takita
periophthalmus variabilis,311366,periophthalmus variabilis
periophthalmus waltoni,277982,periophthalmus waltoni
perissias taeniopterus,282219,perissias taeniopterus
peristedion altipinne,274633,peristedion altipinne
peristedion amblygenys,274634,peristedion amblygenys
peristedion antillarum,274635,peristedion antillarum
peristedion barbiger,274636,peristedion barbiger
peristedion brevirostre,274637,peristedion brevirostre
peristedion cataphractum,127233,peristedion cataphractum
peristedion crustosum,274638,peristedion crustosum
peristedion ecuadorense,274639,peristedion ecuadorense
peristedion gracile,159548,peristedion gracile
peristedion greyae,159549,peristedion greyae
peristedion imberbe,274640,peristedion imberbe
peristedion liorhynchus,274642,peristedion liorhynchus
peristedion longicornutum,1385229,peristedion longicornutum
peristedion longispatha,274643,peristedion longispatha
peristedion miniatum,159550,peristedion miniatum
peristedion nesium,712548,peristedion nesium
peristedion nierstraszi,274645,peristedion nierstraszi
peristedion orientale,398452,peristedion orientale
peristedion paucibarbiger,274647,peristedion paucibarbiger
peristedion richardsi,1493976,peristedion richardsi
peristedion riversandersoni,274648,peristedion riversandersoni
peristedion thompsoni,159551,peristedion thompsoni
peristedion truncatum,159552,peristedion truncatum
peristedion unicuspis,274649,peristedion unicuspis
peristedion weberi,215622,peristedion weberi
peristrominous dolosus,282220,peristrominous dolosus
perryena leucometopon,282222,perryena leucometopon
persparsia kopua,282223,persparsia kopua
perulibatrachus aquilonarius,389259,perulibatrachus aquilonarius
perulibatrachus elminensis,279053,perulibatrachus elminensis
perulibatrachus kilburni,221353,perulibatrachus kilburni
perulibatrachus rossignoli,279054,perulibatrachus rossignoli
pervagor alternans,279221,pervagor alternans
pervagor aspricaudus,220073,pervagor aspricaudus
pervagor janthinosoma,220072,pervagor janthinosoma
pervagor marginalis,279222,pervagor marginalis
pervagor melanocephalus,220071,pervagor melanocephalus
pervagor nigrolineatus,279223,pervagor nigrolineatus
pervagor randalli,220070,pervagor randalli
pervagor spilosoma,279224,pervagor spilosoma
petalichthys capensis,217875,petalichthys capensis
petroscirtes ancylodon,219330,petroscirtes ancylodon
petroscirtes breviceps,219331,petroscirtes breviceps
petroscirtes fallax,279037,petroscirtes fallax
petroscirtes lupus,279038,petroscirtes lupus
petroscirtes marginatus,279039,petroscirtes marginatus
petroscirtes mitratus,219329,petroscirtes mitratus
petroscirtes pylei,389389,petroscirtes pylei
petroscirtes springeri,279040,petroscirtes springeri
petroscirtes thepassii,279041,petroscirtes thepassii
petroscirtes variabilis,219332,petroscirtes variabilis
petroscirtes xestus,279042,petroscirtes xestus
petrotyx hopkinsi,282224,petrotyx hopkinsi
petrotyx sanguineus,282225,petrotyx sanguineus
petrus rupestris,218611,petrus rupestris
pezichthys amplispinus,474932,pezichthys amplispinus
pezichthys compressus,474933,pezichthys compressus
pezichthys eltanini,474934,pezichthys eltanini
pezichthys macropinnis,474935,pezichthys macropinnis
pezichthys nigrocilium,474936,pezichthys nigrocilium
phaenomonas cooperae,217591,phaenomonas cooperae
phaenomonas longissima,277571,phaenomonas longissima
phaenomonas pinnata,277572,phaenomonas pinnata
phaeoptyx conklini,282226,phaeoptyx conklini
phaeoptyx pigmentaria,282227,phaeoptyx pigmentaria
phaeoptyx xenus,282228,phaeoptyx xenus
phallocottus obtusus,282230,phallocottus obtusus
phallostethus lehi,282231,phallostethus lehi
phanerodon atripes,279409,phanerodon atripes
phanerodon furcatus,240730,phanerodon furcatus
phasmatocottus ctenopterygius,282232,phasmatocottus ctenopterygius
phenacoscorpius adenensis,218072,phenacoscorpius adenensis
phenacoscorpius eschmeyeri,278864,phenacoscorpius eschmeyeri
phenacoscorpius longilineatus,835019,phenacoscorpius longilineatus
phenacoscorpius longirostris,474958,phenacoscorpius longirostris
phenacoscorpius mccoskeri,1524431,phenacoscorpius mccoskeri
phenacoscorpius megalops,278865,phenacoscorpius megalops
phenacoscorpius nebris,278866,phenacoscorpius nebris
pherallodichthys meshimaensis,282236,pherallodichthys meshimaensis
pherallodus indicus,277112,pherallodus indicus
pherallodus smithi,219765,pherallodus smithi
philypnodon macrostomus,390378,philypnodon macrostomus
pholidapus dybowskii,282240,pholidapus dybowskii
pholidichthys anguis,282241,pholidichthys anguis
pholidichthys leucotaenia,282242,pholidichthys leucotaenia
pholidochromis cerasina,398488,pholidochromis cerasina
pholidochromis marginatus,712611,pholidochromis marginatus
pholis clemensi,273686,pholis clemensi
pholis crassispina,273687,pholis crassispina
pholis fangi,273688,pholis fangi
pholis fasciata,159846,pholis fasciata
pholis gunnellus,126996,pholis gunnellus
pholis laeta,273689,pholis laeta
pholis nea,273690,pholis nea
pholis nebulosa,273691,pholis nebulosa
pholis ornata,273692,pholis ornata
pholis picta,254560,pholis picta
pholis schultzi,273693,pholis schultzi
phosichthys argenteus,220007,phosichthys argenteus
photoblepharon palpebratum,276188,photoblepharon palpebratum
photoblepharon steinitzi,159366,photoblepharon steinitzi
photocorynus spiniceps,282243,photocorynus spiniceps
photolateralis antongil,1525269,photolateralis antongil
photolateralis moretoniensis,1525942,photolateralis moretoniensis
photolateralis polyfenestrus,1385433,photolateralis polyfenestrus
photolateralis stercorarius,1526112,photolateralis stercorarius
photonectes achirus,275170,photonectes achirus
photonectes albipennis,275171,photonectes albipennis
photonectes banshee,1523910,photonectes banshee
photonectes barnetti,712457,photonectes barnetti
photonectes braueri,127368,photonectes braueri
photonectes caerulescens,275172,photonectes caerulescens
photonectes coffea,712458,photonectes coffea
photonectes corynodes,712459,photonectes corynodes
photonectes dinema,127369,photonectes dinema
photonectes gracilis,275173,photonectes gracilis
photonectes leucospilus,275174,photonectes leucospilus
photonectes litvinovi,835211,photonectes litvinovi
photonectes margarita,127370,photonectes margarita
photonectes mirabilis,275175,photonectes mirabilis
photonectes parvimanus,127371,photonectes parvimanus
photonectes paxtoni,835024,photonectes paxtoni
photonectes phyllopogon,275177,photonectes phyllopogon
photonectes waitti,835025,photonectes waitti
photopectoralis aureus,1013107,photopectoralis aureus
photopectoralis bindus,398536,photopectoralis bindus
photopectoralis hataii,712720,photopectoralis hataii
photopectoralis panayensis,712721,photopectoralis panayensis
photostomias atrox,398365,photostomias atrox
photostomias goodyeari,389385,photostomias goodyeari
photostomias guernei,127372,photostomias guernei
photostomias liemi,398366,photostomias liemi
photostomias lucingens,398367,photostomias lucingens
photostomias tantillux,398368,photostomias tantillux
photostylus pycnopterus,126707,photostylus pycnopterus
phoxacromion kaneharai,475002,phoxacromion kaneharai
phoxocampus belcheri,218031,phoxocampus belcheri
phoxocampus diacanthus,278053,phoxocampus diacanthus
phoxocampus tetrophthalmus,278054,phoxocampus tetrophthalmus
phthanophaneron harveyi,282246,phthanophaneron harveyi
phtheirichthys lineatus,126849,phtheirichthys lineatus
phucocoetes latitans,282247,phucocoetes latitans
phycis blennoides,126501,phycis blennoides
phycis chesteri,158988,phycis chesteri
phycis phycis,126502,phycis phycis
phycodurus eques,282248,phycodurus eques
phyllichthys punctatus,282249,phyllichthys punctatus
phyllichthys sclerolepis,282250,phyllichthys sclerolepis
phyllichthys sejunctus,282251,phyllichthys sejunctus
phyllogobius platycephalops,282252,phyllogobius platycephalops
phyllophichthus xenodontus,217592,phyllophichthus xenodontus
phyllophryne scortea,282253,phyllophryne scortea
phyllopteryx dewysea,834213,phyllopteryx dewysea
phyllopteryx taeniolatus,282254,phyllopteryx taeniolatus
phyllorhinichthys balushkini,272645,phyllorhinichthys balushkini
phyllorhinichthys micractis,126577,phyllorhinichthys micractis
physiculus capensis,217735,physiculus capensis
physiculus chigodarana,272487,physiculus chigodarana
physiculus dalwigki,126498,physiculus dalwigki
physiculus fulvus,158987,physiculus fulvus
physiculus grinnelli,272492,physiculus grinnelli
physiculus helenaensis,272493,physiculus helenaensis
physiculus hexacytus,272494,physiculus hexacytus
physiculus huloti,272495,physiculus huloti
physiculus japonicus,272496,physiculus japonicus
physiculus karrerae,272497,physiculus karrerae
physiculus kaupi,272498,physiculus kaupi
physiculus longicavis,272499,physiculus longicavis
physiculus longifilis,272500,physiculus longifilis
physiculus luminosa,301088,physiculus luminosa
physiculus marisrubri,217736,physiculus marisrubri
physiculus maslowskii,272502,physiculus maslowskii
physiculus microbarbata,272503,physiculus microbarbata
physiculus natalensis,217734,physiculus natalensis
physiculus nematopus,272504,physiculus nematopus
physiculus nigrescens,301091,physiculus nigrescens
physiculus nigripinnis,272506,physiculus nigripinnis
physiculus parini,272509,physiculus parini
physiculus peregrinus,217737,physiculus peregrinus
physiculus rastrelliger,272510,physiculus rastrelliger
physiculus rhodopinnis,272511,physiculus rhodopinnis
physiculus roseus,272512,physiculus roseus
physiculus sazonovi,272513,physiculus sazonovi
physiculus sterops,272514,physiculus sterops
physiculus talarae,272516,physiculus talarae
physiculus therosideros,272517,physiculus therosideros
physiculus yoshidae,272518,physiculus yoshidae
phytichthys chirus,282255,phytichthys chirus
pictichromis aurifrons,398489,pictichromis aurifrons
pictichromis caitlinae,398490,pictichromis caitlinae
pictichromis coralensis,398491,pictichromis coralensis
pictichromis diadema,398492,pictichromis diadema
pictichromis dinar,474972,pictichromis dinar
pictichromis ephippiata,398493,pictichromis ephippiata
pictichromis porphyrea,398495,pictichromis porphyrea
pictilabrus brauni,282257,pictilabrus brauni
pictilabrus laticlavius,282258,pictilabrus laticlavius
pictilabrus viridis,282259,pictilabrus viridis
piedrabuenia ringueleti,282260,piedrabuenia ringueleti
pinguipes brasilianus,236485,pinguipes brasilianus
pinguipes chilensis,279407,pinguipes chilensis
pinjalo lewisi,277116,pinjalo lewisi
pinjalo pinjalo,218506,pinjalo pinjalo
pinnichthys prolata,1524727,pinnichthys prolata
pisodonophis boro,217593,pisodonophis boro
pisodonophis cancrivorus,217594,pisodonophis cancrivorus
pisodonophis copelandi,271993,pisodonophis copelandi
pisodonophis daspilotus,271994,pisodonophis daspilotus
pisodonophis hijala,271995,pisodonophis hijala
pisodonophis sangjuensis,712427,pisodonophis sangjuensis
pisodonophis semicinctus,126318,pisodonophis semicinctus
plagiogeneion fiolenti,279324,plagiogeneion fiolenti
plagiogeneion geminatum,279325,plagiogeneion geminatum
plagiogeneion macrolepis,279326,plagiogeneion macrolepis
plagiogeneion rubiginosum,218467,plagiogeneion rubiginosum
plagiogeneion unispina,279327,plagiogeneion unispina
plagiogrammus hopkinsii,282265,plagiogrammus hopkinsii
plagiopsetta biocellata,1494012,plagiopsetta biocellata
plagiopsetta glossa,282266,plagiopsetta glossa
plagiopsetta gracilis,388914,plagiopsetta gracilis
plagiopsetta stigmosa,388915,plagiopsetta stigmosa
plagiotremus azaleus,278234,plagiotremus azaleus
plagiotremus ewaensis,278235,plagiotremus ewaensis
plagiotremus flavus,712832,plagiotremus flavus
plagiotremus goslinei,278236,plagiotremus goslinei
plagiotremus iosodon,278237,plagiotremus iosodon
plagiotremus laudandus,293706,plagiotremus laudandus
plagiotremus phenax,219336,plagiotremus phenax
plagiotremus rhinorhynchos,219334,plagiotremus rhinorhynchos
plagiotremus spilistius,278239,plagiotremus spilistius
plagiotremus tapeinosoma,219335,plagiotremus tapeinosoma
plagiotremus townsendi,219333,plagiotremus townsendi
planiliza affinis,1043422,planiliza affinis
planiliza alata,1043423,planiliza alata
planiliza carinata,1509483,planiliza carinata
planiliza haematocheilus,1509599,planiliza haematocheilus
planiliza klunzingeri,1509598,planiliza klunzingeri
planiliza macrolepis,1043424,planiliza macrolepis
planiliza melinoptera,1509596,planiliza melinoptera
planiliza parsia,1509460,planiliza parsia
planiliza persica,1509587,planiliza persica
planiliza planiceps,1509464,planiliza planiceps
planiliza subviridis,1043426,planiliza subviridis
platax batavianus,218713,platax batavianus
platax boersii,276801,platax boersii
platax orbicularis,218711,platax orbicularis
platax pinnatus,218712,platax pinnatus
platax teira,218710,platax teira
platichthys flesus,127141,platichthys flesus
platichthys stellatus,154781,platichthys stellatus
platybelone argalus,126377,platybelone argalus
platybelone lovii,1020914,platybelone lovii
platybelone trachura,1526189,platybelone trachura
platyberyx andriashevi,1007713,platyberyx andriashevi
platyberyx mauli,834971,platyberyx mauli
platyberyx opalescens,221507,platyberyx opalescens
platyberyx paucus,835101,platyberyx paucus
platyberyx pietschi,835102,platyberyx pietschi
platyberyx rhyton,835527,platyberyx rhyton
platycephalus angustus,1469666,platycephalus angustus
platycephalus aurimaculatus,274651,platycephalus aurimaculatus
platycephalus australis,1469667,platycephalus australis
platycephalus bassensis,274652,platycephalus bassensis
platycephalus caeruleopunctatus,274653,platycephalus caeruleopunctatus
platycephalus chauliodous,274654,platycephalus chauliodous
platycephalus conatus,274655,platycephalus conatus
platycephalus cultellatus,274656,platycephalus cultellatus
platycephalus endrachtensis,274657,platycephalus endrachtensis
platycephalus fuscus,274658,platycephalus fuscus
platycephalus grandispinis,1019878,platycephalus grandispinis
platycephalus indicus,127234,platycephalus indicus
platycephalus laevigatus,274659,platycephalus laevigatus
platycephalus marmoratus,274661,platycephalus marmoratus
platycephalus micracanthus,274662,platycephalus micracanthus
platycephalus orbitalis,474963,platycephalus orbitalis
platycephalus richardsoni,274663,platycephalus richardsoni
platycephalus speculator,274664,platycephalus speculator
platycephalus westraliae,712551,platycephalus westraliae
platygillellus altivelis,282271,platygillellus altivelis
platygillellus brasiliensis,282272,platygillellus brasiliensis
platygillellus bussingi,282273,platygillellus bussingi
platygillellus rubellulus,282274,platygillellus rubellulus
platygillellus rubrocinctus,282275,platygillellus rubrocinctus
platygillellus smithi,282276,platygillellus smithi
platygobiopsis akihito,282277,platygobiopsis akihito
platygobiopsis dispar,398648,platygobiopsis dispar
platygobiopsis hadiatyae,1523810,platygobiopsis hadiatyae
platygobiopsis tansei,398649,platygobiopsis tansei
platytroctes apus,126746,platytroctes apus
platytroctes mirus,126747,platytroctes mirus
plecoglossus altivelis,293715,plecoglossus altivelis
plectobranchus evides,282283,plectobranchus evides
plectorhinchus albovittatus,218548,plectorhinchus albovittatus
plectorhinchus caeruleonothus,1042731,plectorhinchus caeruleonothus
plectorhinchus ceylonensis,273482,plectorhinchus ceylonensis
plectorhinchus chaetodonoides,273483,plectorhinchus chaetodonoides
plectorhinchus chrysotaenia,273484,plectorhinchus chrysotaenia
plectorhinchus chubbi,218541,plectorhinchus chubbi
plectorhinchus cinctus,273485,plectorhinchus cinctus
plectorhinchus diagrammus,273486,plectorhinchus diagrammus
plectorhinchus flavomaculatus,218549,plectorhinchus flavomaculatus
plectorhinchus gaterinus,218552,plectorhinchus gaterinus
plectorhinchus gibbosus,218539,plectorhinchus gibbosus
plectorhinchus lessonii,273488,plectorhinchus lessonii
plectorhinchus lineatus,273489,plectorhinchus lineatus
plectorhinchus macrolepis,273490,plectorhinchus macrolepis
plectorhinchus macrospilus,273491,plectorhinchus macrospilus
plectorhinchus mediterraneus,126946,plectorhinchus mediterraneus
plectorhinchus multivittatus,273492,plectorhinchus multivittatus
plectorhinchus obscurus,273493,plectorhinchus obscurus
plectorhinchus paulayi,218540,plectorhinchus paulayi
plectorhinchus pictus,367252,plectorhinchus pictus
plectorhinchus picus,218555,plectorhinchus picus
plectorhinchus plagiodesmus,218553,plectorhinchus plagiodesmus
plectorhinchus playfairi,218554,plectorhinchus playfairi
plectorhinchus polytaenia,273494,plectorhinchus polytaenia
plectorhinchus schotaf,218551,plectorhinchus schotaf
plectorhinchus sordidus,218556,plectorhinchus sordidus
plectorhinchus vittatus,218545,plectorhinchus vittatus
plectranthias ahiahiata,1259086,plectranthias ahiahiata
plectranthias alcocki,1043438,plectranthias alcocki
plectranthias alleni,278996,plectranthias alleni
plectranthias altipinnatus,278997,plectranthias altipinnatus
plectranthias anthioides,278998,plectranthias anthioides
plectranthias bauchotae,212542,plectranthias bauchotae
plectranthias bennetti,1376226,plectranthias bennetti
plectranthias bilaticlavia,278999,plectranthias bilaticlavia
plectranthias cirrhitoides,279000,plectranthias cirrhitoides
plectranthias cruentus,1473258,plectranthias cruentus
plectranthias elaine,474968,plectranthias elaine
plectranthias elongatus,712588,plectranthias elongatus
plectranthias exsul,279001,plectranthias exsul
plectranthias fijiensis,279002,plectranthias fijiensis
plectranthias flammeus,835117,plectranthias flammeus
plectranthias foresti,279003,plectranthias foresti
plectranthias fourmanoiri,279004,plectranthias fourmanoiri
plectranthias gardineri,212535,plectranthias gardineri
plectranthias garrupellus,279005,plectranthias garrupellus
plectranthias helenae,279006,plectranthias helenae
plectranthias hinano,1523795,plectranthias hinano
plectranthias inermis,212539,plectranthias inermis
plectranthias intermedius,279007,plectranthias intermedius
plectranthias japonicus,279008,plectranthias japonicus
plectranthias jothyi,279009,plectranthias jothyi
plectranthias kamii,279010,plectranthias kamii
plectranthias kelloggi,279011,plectranthias kelloggi
plectranthias klausewitzi,279012,plectranthias klausewitzi
plectranthias knappi,279013,plectranthias knappi
plectranthias lasti,279014,plectranthias lasti
plectranthias longimanus,212538,plectranthias longimanus
plectranthias maculicauda,279015,plectranthias maculicauda
plectranthias maekawa,1494015,plectranthias maekawa
plectranthias maugei,212540,plectranthias maugei
plectranthias megalepis,279016,plectranthias megalepis
plectranthias megalophthalmus,279017,plectranthias megalophthalmus
plectranthias morgansi,212541,plectranthias morgansi
plectranthias nanus,279018,plectranthias nanus
plectranthias nazcae,474969,plectranthias nazcae
plectranthias pallidus,279019,plectranthias pallidus
plectranthias parini,279020,plectranthias parini
plectranthias pelicieri,212537,plectranthias pelicieri
plectranthias polygonius,1523794,plectranthias polygonius
plectranthias purpuralepis,1438364,plectranthias purpuralepis
plectranthias randalli,279021,plectranthias randalli
plectranthias retrofasciatus,279022,plectranthias retrofasciatus
plectranthias robertsi,279023,plectranthias robertsi
plectranthias rubrifasciatus,279024,plectranthias rubrifasciatus
