sciname,aphia_id,valid_sciname
plectranthias ryukyuensis,1494016,plectranthias ryukyuensis
plectranthias sagamiensis,279025,plectranthias sagamiensis
plectranthias sheni,279026,plectranthias sheni
plectranthias takasei,1369111,plectranthias takasei
plectranthias taylori,279027,plectranthias taylori
plectranthias vexillarius,279028,plectranthias vexillarius
plectranthias wheeleri,279029,plectranthias wheeleri
plectranthias whiteheadi,279030,plectranthias whiteheadi
plectranthias winniensis,212536,plectranthias winniensis
plectranthias xanthomaculatus,712589,plectranthias xanthomaculatus
plectranthias yamakawai,279031,plectranthias yamakawai
plectrogenium barsukovi,282284,plectrogenium barsukovi
plectrogenium nanum,282285,plectrogenium nanum
plectroglyphidodon dickii,212855,plectroglyphidodon dickii
plectroglyphidodon flaviventris,277232,plectroglyphidodon flaviventris
plectroglyphidodon imparipennis,212856,plectroglyphidodon imparipennis
plectroglyphidodon johnstonianus,212859,plectroglyphidodon johnstonianus
plectroglyphidodon leucozonus,212854,plectroglyphidodon leucozonus
plectroglyphidodon phoenixensis,212853,plectroglyphidodon phoenixensis
plectroglyphidodon randalli,212858,plectroglyphidodon randalli
plectroglyphidodon sagmarius,277233,plectroglyphidodon sagmarius
plectroglyphidodon sindonis,277234,plectroglyphidodon sindonis
plectropomus areolatus,218263,plectropomus areolatus
plectropomus laevis,218260,plectropomus laevis
plectropomus leopardus,218261,plectropomus leopardus
plectropomus maculatus,218267,plectropomus maculatus
plectropomus oligacanthus,277891,plectropomus oligacanthus
plectropomus pessuliferus,218265,plectropomus pessuliferus
plectropomus punctatus,218268,plectropomus punctatus
plectrypops lima,217937,plectrypops lima
plectrypops retrospinis,277960,plectrypops retrospinis
plesienchelys stehmanni,282286,plesienchelys stehmanni
plesiops auritus,276811,plesiops auritus
plesiops cephalotaenia,276812,plesiops cephalotaenia
plesiops coeruleolineatus,218342,plesiops coeruleolineatus
plesiops corallicola,218345,plesiops corallicola
plesiops facicavus,276813,plesiops facicavus
plesiops genaricus,276814,plesiops genaricus
plesiops gracilis,276815,plesiops gracilis
plesiops insularis,276816,plesiops insularis
plesiops malalaxus,218341,plesiops malalaxus
plesiops multisquamata,276817,plesiops multisquamata
plesiops mystaxus,218343,plesiops mystaxus
plesiops nakaharae,276818,plesiops nakaharae
plesiops nigricans,218346,plesiops nigricans
plesiops oxycephalus,276819,plesiops oxycephalus
plesiops polydactylus,276820,plesiops polydactylus
plesiops thysanopterus,276821,plesiops thysanopterus
plesiops verecundus,276822,plesiops verecundus
pleurogrammus azonus,282288,pleurogrammus azonus
pleurogrammus monopterygius,282289,pleurogrammus monopterygius
pleuronectes platessa,127143,pleuronectes platessa
pleuronectes quadrituberculatus,254564,pleuronectes quadrituberculatus
pleuronichthys coenosus,282290,pleuronichthys coenosus
pleuronichthys cornutus,282291,pleuronichthys cornutus
pleuronichthys decurrens,282292,pleuronichthys decurrens
pleuronichthys ocellatus,282293,pleuronichthys ocellatus
pleuronichthys ritteri,282294,pleuronichthys ritteri
pleuronichthys verticalis,282295,pleuronichthys verticalis
pleuroscopus pseudodorsalis,219165,pleuroscopus pseudodorsalis
pleurosicya annandalei,219543,pleurosicya annandalei
pleurosicya bilobata,278436,pleurosicya bilobata
pleurosicya boldinghi,219542,pleurosicya boldinghi
pleurosicya carolinensis,278437,pleurosicya carolinensis
pleurosicya coerulea,278438,pleurosicya coerulea
pleurosicya elongata,278439,pleurosicya elongata
pleurosicya fringilla,219545,pleurosicya fringilla
pleurosicya labiata,278440,pleurosicya labiata
pleurosicya larsonae,278441,pleurosicya larsonae
pleurosicya micheli,219544,pleurosicya micheli
pleurosicya mossambica,219540,pleurosicya mossambica
pleurosicya muscarum,219546,pleurosicya muscarum
pleurosicya occidentalis,278442,pleurosicya occidentalis
pleurosicya plicata,219541,pleurosicya plicata
pleurosicya prognatha,278443,pleurosicya prognatha
pleurosicya sinaia,475027,pleurosicya sinaia
pleurosicya spongicola,278444,pleurosicya spongicola
plicofollis argyropleuron,282296,plicofollis argyropleuron
plicofollis dussumieri,282297,plicofollis dussumieri
plicofollis layardi,1043427,plicofollis layardi
plicofollis nella,282298,plicofollis nella
plicofollis platystomus,282299,plicofollis platystomus
plicofollis polystaphylodon,282300,plicofollis polystaphylodon
plicofollis tonggol,282302,plicofollis tonggol
plicomugil labiosus,218899,plicomugil labiosus
pliosteostoma lutipinnis,282303,pliosteostoma lutipinnis
plotosus canius,278694,plotosus canius
plotosus japonicus,398360,plotosus japonicus
plotosus limbatus,217660,plotosus limbatus
plotosus lineatus,217659,plotosus lineatus
plotosus nhatrangensis,474904,plotosus nhatrangensis
plotosus nkunga,217656,plotosus nkunga
podothecus accipenserinus,254501,podothecus accipenserinus
podothecus hamlini,279433,podothecus hamlini
podothecus sachi,279434,podothecus sachi
podothecus sturioides,279435,podothecus sturioides
podothecus veternus,254509,podothecus veternus
poecilia latipinna,275348,poecilia latipinna
poeciliopsis latidens,282306,poeciliopsis latidens
poecilopsetta albomaculata,275846,poecilopsetta albomaculata
poecilopsetta beanii,275847,poecilopsetta beanii
poecilopsetta colorata,275848,poecilopsetta colorata
poecilopsetta dorsialta,275849,poecilopsetta dorsialta
poecilopsetta hawaiiensis,275850,poecilopsetta hawaiiensis
poecilopsetta inermis,275851,poecilopsetta inermis
poecilopsetta macrocephala,275852,poecilopsetta macrocephala
poecilopsetta multiradiata,475040,poecilopsetta multiradiata
poecilopsetta natalensis,219817,poecilopsetta natalensis
poecilopsetta normani,275854,poecilopsetta normani
poecilopsetta pectoralis,275855,poecilopsetta pectoralis
poecilopsetta plinthus,275856,poecilopsetta plinthus
poecilopsetta praelonga,275857,poecilopsetta praelonga
poecilopsetta vaynei,275858,poecilopsetta vaynei
poecilopsetta zanzibarensis,219816,poecilopsetta zanzibarensis
pogonias cromis,159333,pogonias cromis
pogonolycus elegans,282311,pogonolycus elegans
pogonolycus marinae,282312,pogonolycus marinae
pogonoperca ocellata,218269,pogonoperca ocellata
pogonoperca punctata,218270,pogonoperca punctata
pogonophryne albipinna,279379,pogonophryne albipinna
pogonophryne barsukovi,234826,pogonophryne barsukovi
pogonophryne bellingshausenensis,398589,pogonophryne bellingshausenensis
pogonophryne brevibarbata,712790,pogonophryne brevibarbata
pogonophryne cerebropogon,234832,pogonophryne cerebropogon
pogonophryne dewitti,234741,pogonophryne dewitti
pogonophryne eakini,279380,pogonophryne eakini
pogonophryne favosa,835089,pogonophryne favosa
pogonophryne fusca,234659,pogonophryne fusca
pogonophryne immaculata,234814,pogonophryne immaculata
pogonophryne lanceobarbata,234838,pogonophryne lanceobarbata
pogonophryne macropogon,234756,pogonophryne macropogon
pogonophryne maculiventrata,1384857,pogonophryne maculiventrata
pogonophryne marmorata,234730,pogonophryne marmorata
pogonophryne mentella,234668,pogonophryne mentella
pogonophryne neyelovi,835091,pogonophryne neyelovi
pogonophryne orangiensis,279381,pogonophryne orangiensis
pogonophryne pallida,1494018,pogonophryne pallida
pogonophryne pavlovi,835092,pogonophryne pavlovi
pogonophryne permitini,234611,pogonophryne permitini
pogonophryne platypogon,234822,pogonophryne platypogon
pogonophryne sarmentifera,1384796,pogonophryne sarmentifera
pogonophryne scotti,234837,pogonophryne scotti
pogonophryne skorai,835093,pogonophryne skorai
pogonophryne squamibarbata,234693,pogonophryne squamibarbata
pogonophryne stewarti,712791,pogonophryne stewarti
pogonophryne tronio,835094,pogonophryne tronio
pogonophryne ventrimaculata,234793,pogonophryne ventrimaculata
pogonoscorpius sechellensis,218074,pogonoscorpius sechellensis
pollachius pollachius,126440,pollachius pollachius
pollachius virens,126441,pollachius virens
pollichthys mauli,127299,pollichthys mauli
polyacanthonotus africanus,221412,polyacanthonotus africanus
polyacanthonotus challengeri,126644,polyacanthonotus challengeri
polyacanthonotus merretti,158561,polyacanthonotus merretti
polyacanthonotus rissoanus,126645,polyacanthonotus rissoanus
polyamblyodon germanum,218613,polyamblyodon germanum
polyamblyodon gibbosum,218612,polyamblyodon gibbosum
polydactylus approximans,276587,polydactylus approximans
polydactylus bifurcus,276588,polydactylus bifurcus
polydactylus longipes,276589,polydactylus longipes
polydactylus macrochir,276590,polydactylus macrochir
polydactylus malagasyensis,276591,polydactylus malagasyensis
polydactylus mullani,276593,polydactylus mullani
polydactylus multiradiatus,276594,polydactylus multiradiatus
polydactylus nigripinnis,276595,polydactylus nigripinnis
polydactylus octonemus,159852,polydactylus octonemus
polydactylus oligodon,276596,polydactylus oligodon
polydactylus opercularis,367295,polydactylus opercularis
polydactylus persicus,276598,polydactylus persicus
polydactylus plebeius,218911,polydactylus plebeius
polydactylus quadrifilis,276599,polydactylus quadrifilis
polydactylus sexfilis,218909,polydactylus sexfilis
polydactylus sextarius,218912,polydactylus sextarius
polydactylus siamensis,276600,polydactylus siamensis
polydactylus virginicus,159854,polydactylus virginicus
polyipnus aquavitus,274979,polyipnus aquavitus
polyipnus asper,274980,polyipnus asper
polyipnus asteroides,158839,polyipnus asteroides
polyipnus bruuni,217606,polyipnus bruuni
polyipnus clarus,158840,polyipnus clarus
polyipnus danae,274981,polyipnus danae
polyipnus elongatus,274982,polyipnus elongatus
polyipnus fraseri,274983,polyipnus fraseri
polyipnus indicus,217608,polyipnus indicus
polyipnus inermis,274984,polyipnus inermis
polyipnus kiwiensis,274985,polyipnus kiwiensis
polyipnus laruei,1385205,polyipnus laruei
polyipnus laternatus,274986,polyipnus laternatus
polyipnus latirastrus,274987,polyipnus latirastrus
polyipnus limatulus,274988,polyipnus limatulus
polyipnus matsubarai,274989,polyipnus matsubarai
polyipnus meteori,217609,polyipnus meteori
polyipnus nuttingi,274990,polyipnus nuttingi
polyipnus oluolus,274991,polyipnus oluolus
polyipnus omphus,217607,polyipnus omphus
polyipnus ovatus,274992,polyipnus ovatus
polyipnus parini,274993,polyipnus parini
polyipnus paxtoni,274994,polyipnus paxtoni
polyipnus polli,127313,polyipnus polli
polyipnus ruggeri,274995,polyipnus ruggeri
polyipnus soelae,274996,polyipnus soelae
polyipnus spinifer,274997,polyipnus spinifer
polyipnus spinosus,274998,polyipnus spinosus
polyipnus stereope,274999,polyipnus stereope
polyipnus surugaensis,275000,polyipnus surugaensis
polyipnus tridentifer,275001,polyipnus tridentifer
polyipnus triphanos,275002,polyipnus triphanos
polyipnus unispinus,275003,polyipnus unispinus
polylepion cruentum,282314,polylepion cruentum
polylepion russelli,282315,polylepion russelli
polymetme andriashevi,274957,polymetme andriashevi
polymetme corythaeola,127300,polymetme corythaeola
polymetme elongata,274958,polymetme elongata
polymetme illustris,274959,polymetme illustris
polymetme surugaensis,274960,polymetme surugaensis
polymetme thaeocoryla,127301,polymetme thaeocoryla
polymixia berndti,217725,polymixia berndti
polymixia busakhini,217726,polymixia busakhini
polymixia fusca,274319,polymixia fusca
polymixia japonica,274320,polymixia japonica
polymixia longispina,274321,polymixia longispina
polymixia lowei,158923,polymixia lowei
polymixia nobilis,127163,polymixia nobilis
polymixia salagomeziensis,274322,polymixia salagomeziensis
polymixia sazonovi,274323,polymixia sazonovi
polymixia yuri,274324,polymixia yuri
polynemus dubius,276915,polynemus dubius
polynemus paradiseus,276918,polynemus paradiseus
polypera simushirae,282316,polypera simushirae
polyprion americanus,126998,polyprion americanus
polyprion oxygeneios,221430,polyprion oxygeneios
polyspina piosae,282318,polyspina piosae
polyspondylogobius sinensis,282319,polyspondylogobius sinensis
polysteganus baissaci,218615,polysteganus baissaci
polysteganus cerasinus,1006788,polysteganus cerasinus
polysteganus coeruleopunctatus,218614,polysteganus coeruleopunctatus
polysteganus flavodorsalis,1006787,polysteganus flavodorsalis
polysteganus lineopunctatus,1018046,polysteganus lineopunctatus
polysteganus mascarenensis,712730,polysteganus mascarenensis
polysteganus praeorbitalis,218616,polysteganus praeorbitalis
polysteganus undulosus,218617,polysteganus undulosus
pomacanthus annularis,220004,pomacanthus annularis
pomacanthus arcuatus,159287,pomacanthus arcuatus
pomacanthus asfur,219999,pomacanthus asfur
pomacanthus chrysurus,220006,pomacanthus chrysurus
pomacanthus imperator,220001,pomacanthus imperator
pomacanthus maculosus,220005,pomacanthus maculosus
pomacanthus navarchus,276024,pomacanthus navarchus
pomacanthus paru,276025,pomacanthus paru
pomacanthus rhomboides,220000,pomacanthus rhomboides
pomacanthus semicirculatus,220003,pomacanthus semicirculatus
pomacanthus sexstriatus,276026,pomacanthus sexstriatus
pomacanthus xanthometopon,276027,pomacanthus xanthometopon
pomacanthus zonipectus,276028,pomacanthus zonipectus
pomacentrus adelus,277127,pomacentrus adelus
pomacentrus agassizii,277128,pomacentrus agassizii
pomacentrus albiaxillaris,1039987,pomacentrus albiaxillaris
pomacentrus albicaudatus,212991,pomacentrus albicaudatus
pomacentrus albimaculus,277129,pomacentrus albimaculus
pomacentrus alexanderae,277130,pomacentrus alexanderae
pomacentrus alleni,277131,pomacentrus alleni
pomacentrus amboinensis,277132,pomacentrus amboinensis
pomacentrus andamanensis,1522790,pomacentrus andamanensis
pomacentrus aquilus,212983,pomacentrus aquilus
pomacentrus arabicus,277133,pomacentrus arabicus
pomacentrus armillatus,277134,pomacentrus armillatus
pomacentrus atriaxillaris,277135,pomacentrus atriaxillaris
pomacentrus aurifrons,277136,pomacentrus aurifrons
pomacentrus auriventris,277137,pomacentrus auriventris
pomacentrus australis,277138,pomacentrus australis
pomacentrus azuremaculatus,277139,pomacentrus azuremaculatus
pomacentrus baenschi,212973,pomacentrus baenschi
pomacentrus bangladeshius,1494020,pomacentrus bangladeshius
pomacentrus bankanensis,212966,pomacentrus bankanensis
pomacentrus bellipictus,1376227,pomacentrus bellipictus
pomacentrus bintanensis,277140,pomacentrus bintanensis
pomacentrus bipunctatus,277141,pomacentrus bipunctatus
pomacentrus brachialis,212977,pomacentrus brachialis
pomacentrus burroughi,277142,pomacentrus burroughi
pomacentrus caeruleopunctatus,277143,pomacentrus caeruleopunctatus
pomacentrus caeruleus,212993,pomacentrus caeruleus
pomacentrus callainus,277144,pomacentrus callainus
pomacentrus cheraphilus,712755,pomacentrus cheraphilus
pomacentrus chrysurus,212971,pomacentrus chrysurus
pomacentrus coelestis,277145,pomacentrus coelestis
pomacentrus colini,277146,pomacentrus colini
pomacentrus cuneatus,277147,pomacentrus cuneatus
pomacentrus emarginatus,277148,pomacentrus emarginatus
pomacentrus fakfakensis,712756,pomacentrus fakfakensis
pomacentrus flavioculus,1376228,pomacentrus flavioculus
