This is the list from Dias et al. on which Brad's data were based.,,,,,,,,,,,,
 Order ,Family fixed,Family (original),Scientific name fixed,Scientific name (original),fixed?,Common name ,2018 IUCN Red List Category ,Pelagic / coastal ,Group ,notes,genus/family,n_spp
Charadriiformes ,Laridae ,Laridae ,Sterna sandvicensis ,Thalasseus sandvicensis ,TRUE,Sandwich Tern ,LC ,Coastal ,terns ,,,
Charadriiformes ,Laridae ,Laridae ,Sterna striata ,Sterna striata ,FALSE,White-fronted Tern ,NT ,Coastal ,terns ,,,
Charadriiformes ,Laridae ,Laridae ,Sterna sumatrana ,Sterna sumatrana ,FALSE,Black-naped Tern ,LC ,Coastal ,terns ,,,
Charadriiformes ,Laridae ,Laridae ,Sterna trudeaui ,Sterna trudeaui ,FALSE,Snowy-crowned Tern ,LC ,Coastal ,terns ,,,
Charadriiformes ,Laridae ,Laridae ,Sterna virgata ,Sterna virgata ,FALSE,Kerguelen Tern ,NT ,Coastal ,terns ,,,
Charadriiformes ,Laridae ,Laridae ,Sterna vittata ,Sterna vittata ,FALSE,Antarctic Tern ,LC ,Coastal ,terns ,,,
Charadriiformes ,Laridae ,Laridae ,Sternula albifrons ,Sternula albifrons ,FALSE,Little Tern ,LC ,Coastal ,terns ,,,
Charadriiformes ,Laridae ,Laridae ,Sternula antillarum ,Sternula antillarum ,FALSE,Least Tern ,LC ,Coastal ,terns ,,,
Charadriiformes ,Laridae ,Laridae ,Sternula balaenarum ,Sternula balaenarum ,FALSE,Damara Tern ,VU ,Coastal ,terns ,,,
Charadriiformes ,Laridae ,Laridae ,Sternula lorata ,Sternula lorata ,FALSE,Peruvian Tern ,EN ,Coastal ,terns ,,,
Charadriiformes ,Laridae ,Laridae ,Sternula nereis ,Sternula nereis ,FALSE,Fairy Tern ,VU ,Coastal ,terns ,,,
Charadriiformes ,Laridae ,Laridae ,Sternula saundersi ,Sternula saundersi ,FALSE,Saunders's Tern ,LC ,Coastal ,terns ,,,
Suliformes ,Sulidae ,Sulidae ,Sula dactylatra ,Sula dactylatra ,FALSE,Masked Booby ,LC ,Pelagic ,gannets and boobies ,,,
Suliformes ,Sulidae ,Sulidae ,Sula granti ,Sula granti ,FALSE,Nazca Booby ,LC ,Pelagic ,gannets and boobies ,,,
Suliformes ,Sulidae ,Sulidae ,Sula leucogaster ,Sula leucogaster ,FALSE,Brown Booby ,LC ,Pelagic ,gannets and boobies ,,,
Suliformes ,Sulidae ,Sulidae ,Sula nebouxii ,Sula nebouxii ,FALSE,Blue-footed Booby ,LC ,Pelagic ,gannets and boobies ,,,
Suliformes ,Sulidae ,Sulidae ,Sula sula ,Sula sula ,FALSE,Red-footed Booby ,LC ,Pelagic ,gannets and boobies ,,,
Suliformes ,Sulidae ,Sulidae ,Sula variegata ,Sula variegata ,FALSE,Peruvian Booby ,LC ,Pelagic ,gannets and boobies ,,,
Charadriiformes ,Alcidae ,Alcidae ,Synthliboramphus antiquus ,Synthliboramphus antiquus ,FALSE,Ancient Murrelet ,LC ,Pelagic ,auks ,,,
Charadriiformes ,Alcidae ,Alcidae ,Synthliboramphus craveri ,Synthliboramphus craveri ,FALSE,Craveri's Murrelet ,VU ,Pelagic ,auks ,,,
Charadriiformes ,Alcidae ,Alcidae ,Synthliboramphus hypoleucus ,Synthliboramphus hypoleucus ,FALSE,Guadalupe Murrelet ,EN ,Pelagic ,auks ,,,
Charadriiformes ,Alcidae ,Alcidae ,Synthliboramphus scrippsi ,Synthliboramphus scrippsi ,FALSE,Scripps's Murrelet ,VU ,Pelagic ,auks ,,,
Charadriiformes ,Alcidae ,Alcidae ,Synthliboramphus wumizusume ,Synthliboramphus wumizusume ,FALSE,Japanese Murrelet ,VU ,Pelagic ,auks ,,,
Anseriformes ,Anatidae ,Anatidae ,Tachyeres brachypterus ,Tachyeres brachypterus ,FALSE,Falkland Steamerduck ,LC ,Coastal ,sea ducks and allies ,,,
Anseriformes ,Anatidae ,Anatidae ,Tachyeres leucocephalus ,Tachyeres leucocephalus ,FALSE,White-headed Steamerduck ,VU ,Coastal ,sea ducks and allies ,,,
Anseriformes ,Anatidae ,Anatidae ,Tachyeres patachonicus ,Tachyeres patachonicus ,FALSE,Flying Steamerduck ,LC ,Coastal ,sea ducks and allies ,,,
Anseriformes ,Anatidae ,Anatidae ,Tachyeres pteneres ,Tachyeres pteneres ,FALSE,Magellanic Steamerduck ,LC ,Coastal ,sea ducks and allies ,,,
Procellariiformes ,Diomedeidae ,Diomedeidae ,Thalassarche bulleri ,Thalassarche bulleri ,FALSE,Buller's Albatross ,NT ,Pelagic ,albatrosses ,,,
Procellariiformes ,Diomedeidae ,Diomedeidae ,Thalassarche carteri ,Thalassarche carteri ,FALSE,Indian Yellow-nosed Albatross ,EN ,Pelagic ,albatrosses ,,,
Procellariiformes ,Diomedeidae ,Diomedeidae ,Thalassarche cauta ,Thalassarche cauta ,FALSE,Shy Albatross ,NT ,Pelagic ,albatrosses ,,,
Procellariiformes ,Diomedeidae ,Diomedeidae ,Thalassarche chlororhynchos ,Thalassarche chlororhynchos ,FALSE,Atlantic Yellow-nosed Albatross ,EN ,Pelagic ,albatrosses ,,,
Procellariiformes ,Diomedeidae ,Diomedeidae ,Thalassarche chrysostoma ,Thalassarche chrysostoma ,FALSE,Grey-headed Albatross ,EN ,Pelagic ,albatrosses ,,,
Procellariiformes ,Diomedeidae ,Diomedeidae ,Thalassarche eremita ,Thalassarche eremita ,FALSE,Chatham Albatross ,VU ,Pelagic ,albatrosses ,,,
Procellariiformes ,Diomedeidae ,Diomedeidae ,Thalassarche impavida ,Thalassarche impavida ,FALSE,Campbell Albatross ,VU ,Pelagic ,albatrosses ,,,
Procellariiformes ,Diomedeidae ,Diomedeidae ,Thalassarche melanophris ,Thalassarche melanophris ,FALSE,Black-browed Albatross ,LC ,Pelagic ,albatrosses ,,,
Procellariiformes ,Diomedeidae ,Diomedeidae ,Thalassarche salvini ,Thalassarche salvini ,FALSE,Salvin's Albatross ,VU ,Pelagic ,albatrosses ,,,
Procellariiformes ,Diomedeidae ,Diomedeidae ,Thalassarche steadi ,Thalassarche steadi ,FALSE,White-capped Albatross ,NT ,Pelagic ,albatrosses ,,,
Procellariiformes ,Procellariidae ,Procellariidae ,Thalassoica antarctica ,Thalassoica antarctica ,FALSE,Antarctic Petrel ,LC ,Pelagic ,small petrels ,,,
Charadriiformes ,Alcidae ,Alcidae ,Uria aalge ,Uria aalge ,FALSE,Common Murre ,LC ,Pelagic ,auks ,,,
Charadriiformes ,Alcidae ,Alcidae ,Uria lomvia ,Uria lomvia ,FALSE,Thick-billed Murre ,LC ,Pelagic ,auks ,,,
Charadriiformes ,Laridae ,Laridae ,Xema sabini ,Xema sabini ,FALSE,Sabine's Gull ,LC ,Coastal ,gulls ,,,
Charadriiformes ,Laridae ,Laridae ,phaetusa simplex,phaetusa simplex,FALSE,Large-billed tern,,,,,,
