spp_gp,taxon,exposure_mod,zone,btm_only,intertidal_only,taxon_excl,clear,override,stressor
ostrea angasi,molluscs,0,epipelagic;air;intertidal;benthic,FALSE,TRUE,TRUE,TRUE,TRUE,wildlife_strike
ostrea edulis,molluscs,0,epipelagic;air;intertidal;benthic,FALSE,TRUE,TRUE,TRUE,TRUE,wildlife_strike
ostrea lurida,molluscs,0,epipelagic;air;intertidal;benthic,FALSE,TRUE,TRUE,TRUE,TRUE,wildlife_strike
oxynotidae,elasmobranchs,0,epipelagic;mesopelagic;bathypelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
palaemon elegans,crustacea_arthropods,0,epipelagic;intertidal,FALSE,TRUE,TRUE,TRUE,TRUE,wildlife_strike
panopea generosa,molluscs,0,epipelagic;benthic,TRUE,FALSE,TRUE,TRUE,TRUE,wildlife_strike
parablennius parvicornis,fish,0,epipelagic;intertidal;benthic,TRUE,TRUE,FALSE,TRUE,TRUE,wildlife_strike
parablennius yatabei,fish,0,epipelagic;intertidal;benthic,TRUE,TRUE,FALSE,TRUE,TRUE,wildlife_strike
parablennius zvonimiri,fish,0,epipelagic;intertidal;benthic,TRUE,TRUE,FALSE,TRUE,TRUE,wildlife_strike
paracentropogon vespa,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
parahydrophis,reptiles,0,epipelagic;air;intertidal;benthic,FALSE,TRUE,FALSE,TRUE,TRUE,wildlife_strike
paralichthodes algoensis,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
paralichthys aestuarius,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
paralichthys dentatus,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
paralichthys fernandezianus,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
paraliparis atrolabiatus,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
paraliparis kreffti,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
paraliparis megalopus,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
paraliparis obliquosus,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
paraliparis operculosus,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
paraliparis orcadensis,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
paraliparis plagiostomus,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
paraliparis tompkinsae,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
paralithodes camtschaticus,crustacea_arthropods,0,epipelagic;intertidal,FALSE,TRUE,TRUE,TRUE,TRUE,wildlife_strike
parapercis colias,fish,0,epipelagic;benthic;neritic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
parascylliidae,elasmobranchs,0,epipelagic;mesopelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pareledone aequipapillae,cephalopods,0,epipelagic;mesopelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pareledone albimaculata,cephalopods,0,epipelagic;mesopelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pareledone aurata,cephalopods,0,epipelagic;mesopelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pareledone aurorae,cephalopods,0,epipelagic;mesopelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pareledone charcoti,cephalopods,0,epipelagic;mesopelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pareledone cornuta,cephalopods,0,epipelagic;mesopelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pareledone felix,cephalopods,0,epipelagic;mesopelagic;bathypelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pareledone framensis,cephalopods,0,epipelagic;mesopelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pareledone harrissoni,cephalopods,0,epipelagic;mesopelagic;bathypelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pareledone panchroma,cephalopods,0,epipelagic;mesopelagic;bathypelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pareledone prydzensis,cephalopods,0,epipelagic;mesopelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pareledone serperastrata,cephalopods,0,epipelagic;mesopelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pareledone subtilis,cephalopods,0,epipelagic;mesopelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pareledone turqueti,cephalopods,0,epipelagic;mesopelagic;bathypelagic;abyssopelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
parenchelyurus hepburni,fish,0,epipelagic;intertidal;benthic,TRUE,TRUE,FALSE,TRUE,TRUE,wildlife_strike
parma microlepis,fish,0,epipelagic;benthic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
parmaturus,elasmobranchs,0,epipelagic;mesopelagic;bathypelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
paroctopus,cephalopods,0,epipelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
parupeneus crassilabris,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
parupeneus multifasciatus,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
parupeneus posteli,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
parvulastra exigua,echinoderms,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
parvulastra parvivipara,echinoderms,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
parvulastra vivipara,echinoderms,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pastinachus,elasmobranchs,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pateobatis,elasmobranchs,0,epipelagic;mesopelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
patiria chilensis,echinoderms,0,epipelagic;benthic;intertidal,TRUE,TRUE,FALSE,TRUE,TRUE,wildlife_strike
patiria miniata,echinoderms,0,epipelagic;benthic;intertidal,TRUE,TRUE,FALSE,TRUE,TRUE,wildlife_strike
patiria pectinifera,echinoderms,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
patiriella regularis,echinoderms,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
paxton concilians,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pecten fumatus,molluscs,0,epipelagic;benthic,TRUE,FALSE,TRUE,TRUE,TRUE,wildlife_strike
pecten maximus,molluscs,0,epipelagic;benthic,TRUE,FALSE,TRUE,TRUE,TRUE,wildlife_strike
pegusa triophthalma,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pelotretis flavilatus,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
penaeus,crustacea_arthropods,0,epipelagic;demersal,TRUE,FALSE,TRUE,TRUE,TRUE,wildlife_strike
pentamera populifera,echinoderms,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pentanchus,elasmobranchs,0,epipelagic;mesopelagic;bathypelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
percis matsuii,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
petrotyx sanguineus,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
phycodurus eques,fish,0,epipelagic;benthic;neritic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pickfordiateuthis,cephalopods,0,epipelagic;neritic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pickfordiateuthis pulchella,cephalopods,0,epipelagic;neritic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pinctada imbricata,molluscs,0,epipelagic;benthic,TRUE,FALSE,TRUE,TRUE,TRUE,wildlife_strike
pinctada maxima,molluscs,0,epipelagic;benthic,TRUE,FALSE,TRUE,TRUE,TRUE,wildlife_strike
pinna bicolor,molluscs,0,epipelagic;benthic,TRUE,FALSE,TRUE,TRUE,TRUE,wildlife_strike
pisaster ochraceus,echinoderms,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
platichthys flesus,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
platycephalus indicus,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
platyrhina,elasmobranchs,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
platyrhinoidis,elasmobranchs,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
plebidonax deltoides,molluscs,0,epipelagic;benthic,TRUE,FALSE,TRUE,TRUE,TRUE,wildlife_strike
plectrogenium nanum,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
plectropomus leopardus,fish,0,epipelagic;demersal;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pocillopora,corals,0,epipelagic;benthic;neritic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pomacentrus coelestis,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pontinus macrocephalus,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
porites,corals,0,epipelagic;benthic;neritic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
porocephalichthys dasyrhynchus,fish,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
poroderma,elasmobranchs,0,epipelagic;mesopelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
praealticus dayi,fish,0,epipelagic;intertidal;benthic,TRUE,TRUE,FALSE,TRUE,TRUE,wildlife_strike
praealtus paralbida,cephalopods,0,bathypelagic;abyssopelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pristidae,elasmobranchs,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pristiophoridae,elasmobranchs,0,epipelagic;mesopelagic;bathypelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
prognatholiparis ptychomandibularis,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
proscyllium,elasmobranchs,0,epipelagic;mesopelagic;bathypelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
psammechinus miliaris,echinoderms,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
psednos harteli,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
psettina hainanensis,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pseudocnus lubricus,echinoderms,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pseudotriakidae,elasmobranchs,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
psolidium bullatum,echinoderms,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
psolus chitonoides,echinoderms,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pteroctopus,cephalopods,0,epipelagic;mesopelagic;bathypelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pterois lunulata,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
pycnogonida,crustacea_arthropods,0,epipelagic;benthic,FALSE,FALSE,TRUE,TRUE,TRUE,wildlife_strike
pycnopodia helianthoides,echinoderms,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
raja,elasmobranchs,0,epipelagic;mesopelagic;bathypelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
rajella,elasmobranchs,0,epipelagic;mesopelagic;bathypelagic;abyssopelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
rhina,elasmobranchs,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
rhinobatidae,elasmobranchs,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
rhinomuraena quaesita,fish,0,epipelagic;neritic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
rhombosolea plebeia,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
rhynchorhina,elasmobranchs,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
robsonella fontaniana,cephalopods,0,epipelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
rochia nilotica,molluscs,0,epipelagic;benthic,FALSE,FALSE,TRUE,TRUE,TRUE,wildlife_strike
rondeletiola,cephalopods,0,epipelagic;mesopelagic;neritic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
rossia,cephalopods,0,epipelagic;mesopelagic;bathypelagic;neritic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
rostroraja,elasmobranchs,0,epipelagic;mesopelagic;bathypelagic;abyssopelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
saccostrea glomerata,molluscs,0,epipelagic;air;intertidal,FALSE,TRUE,TRUE,TRUE,TRUE,wildlife_strike
salarias ceramensis,fish,0,epipelagic;intertidal;benthic,TRUE,TRUE,FALSE,TRUE,TRUE,wildlife_strike
salarias fasciatus,fish,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
salarias sinuosus,fish,0,epipelagic;intertidal;benthic,TRUE,TRUE,FALSE,TRUE,TRUE,wildlife_strike
samariscus filipectoralis,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
samariscus huysmani,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
sasakiopus salebrosus,cephalopods,0,mesopelagic;bathypelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
saurenchelys fierasfer,fish,0,epipelagic;neritic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
scaeurgus,cephalopods,0,epipelagic;mesopelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
scarus schlegeli,fish,0,epipelagic;demersal;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
schroederichthys,elasmobranchs,0,epipelagic;mesopelagic;bathypelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
scorpaena azorica,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
scorpaena hatizyoensis,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
scorpaenodes quadrispinosus,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
scyliorhinus,elasmobranchs,0,epipelagic;mesopelagic;bathypelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
scylla serrata,crustacea_arthropods,0,epipelagic;mesopelagic;intertidal,FALSE,TRUE,TRUE,TRUE,TRUE,wildlife_strike
sebastes diploproa,fish,0,epipelagic;mesopelagic;bathypelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
sebastes koreanus,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
semirossia,cephalopods,0,epipelagic;mesopelagic;neritic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
sepia,cephalopods,0,epipelagic;mesopelagic;bathypelagic;neritic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
sepia apama,cephalopods,0,epipelagic;neritic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
sepia bandensis,cephalopods,0,epipelagic;neritic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
sepia latimanus,cephalopods,0,epipelagic;neritic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
sepiadariidae,cephalopods,0,epipelagic;neritic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
sepiella,cephalopods,0,epipelagic;neritic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
sepietta,cephalopods,0,epipelagic;mesopelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
sepiola,cephalopods,0,epipelagic;mesopelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
sepioteuthis,cephalopods,0,epipelagic;neritic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
siliqua patula,molluscs,0,epipelagic;benthic,TRUE,FALSE,TRUE,TRUE,TRUE,wildlife_strike
skythrenchelys zabra,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
somniosidae,elasmobranchs,0,epipelagic;mesopelagic;bathypelagic;abyssopelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
somniosus microcephalus,elasmobranchs,0,epipelagic;mesopelagic;bathypelagic;abyssopelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
spiniraja whitleyi,elasmobranchs,0,epipelagic;mesopelagic;bathypelagic;abyssopelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
squalidae,elasmobranchs,0,epipelagic;mesopelagic;bathypelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
squatinidae,elasmobranchs,0,epipelagic;mesopelagic;bathypelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
stegostoma fasciatum,elasmobranchs,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
strongylocentrotus droebachiensis,echinoderms,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
strongylocentrotus fragilis,echinoderms,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
strongylocentrotus pallidus,echinoderms,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
strongylocentrotus purpuratus,echinoderms,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
stygnobrotula latebricola,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
synclidopus macleayanus,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
taeniamia buruensis,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
taeniura,elasmobranchs,0,epipelagic;mesopelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
tegula funebralis,molluscs,0,epipelagic;intertidal,FALSE,TRUE,TRUE,TRUE,TRUE,wildlife_strike
telatrygon,elasmobranchs,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
tetracheledone spinicirrhus,cephalopods,0,epipelagic;mesopelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
tetraroge barbata,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
thaumeledone brevis,cephalopods,0,bathypelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
thaumeledone gunteri,cephalopods,0,mesopelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
thaumeledone marshalli,cephalopods,0,bathypelagic;abyssopelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
thaumeledone peninsulae,cephalopods,0,mesopelagic;bathypelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
thaumeledone zeiss,cephalopods,0,bathypelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
thaumoctopus mimicus,cephalopods,0,epipelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
torpedinidae,elasmobranchs,0,epipelagic;mesopelagic;bathypelagic;benthic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
trapezia flavopunctata,crustacea_arthropods,0,epipelagic;benthic,FALSE,FALSE,TRUE,TRUE,TRUE,wildlife_strike
triakidae,elasmobranchs,0,epipelagic;mesopelagic;bathypelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
triakis semifasciata,elasmobranchs,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
trichomya hirsuta,molluscs,0,epipelagic;air;intertidal;benthic,FALSE,TRUE,TRUE,TRUE,TRUE,wildlife_strike
tridacna gigas,molluscs,0,epipelagic;benthic,TRUE,FALSE,TRUE,TRUE,TRUE,wildlife_strike
tridacna maxima,molluscs,0,epipelagic;benthic,TRUE,FALSE,TRUE,TRUE,TRUE,wildlife_strike
tripneustes gratilla,echinoderms,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
tripneustes kermadecensis,echinoderms,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
trygonorrhina,elasmobranchs,0,epipelagic;mesopelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
turbo militaris,molluscs,0,epipelagic;intertidal,FALSE,TRUE,TRUE,TRUE,TRUE,wildlife_strike
urogymnus,elasmobranchs,0,epipelagic;mesopelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
urolophidae,elasmobranchs,0,epipelagic;mesopelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
uropterygius fuscoguttatus,fish,0,epipelagic;neritic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
uropterygius wheeleri,fish,0,epipelagic;neritic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
uroteuthis,cephalopods,0,epipelagic;neritic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
uroteuthis (aestuariolus) noctiluca,cephalopods,0,epipelagic;neritic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
urotrygonidae,elasmobranchs,0,epipelagic;benthic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
velodona togata,cephalopods,0,mesopelagic;bathypelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
vosseledone charrua,cephalopods,0,epipelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
wunderpus,cephalopods,0,epipelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
xenomystax trucidans,fish,0,bathypelagic;neritic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
xestochilus nebulosus,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
zanobatus,elasmobranchs,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
zapteryx,elasmobranchs,0,epipelagic;mesopelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
zearaja,elasmobranchs,0,epipelagic;mesopelagic;bathypelagic;abyssopelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
zearaja maugeana,elasmobranchs,0,epipelagic;benthic,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
zebrias crossolepis,fish,0,epipelagic;demersal,TRUE,FALSE,FALSE,TRUE,TRUE,wildlife_strike
