phylum,class,order,family,genus,species,taxon,match_rank,downfill_spp_id
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax microspila,fish,order,15051
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax microstictus,fish,order,15052
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax miliaris,fish,order,15053
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax minor,fish,order,15054
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax mishrai,fish,order,15055
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax moluccensis,fish,order,15056
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax monochrous,fish,order,15057
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax monostigma,fish,order,15058
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax mordax,fish,order,15059
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax moringa,fish,order,15060
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax nasuta,fish,order,15061
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax neglectus,fish,order,15062
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax nigromarginatus,fish,order,15063
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax niphostigmus,fish,order,15064
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax nubilus,fish,order,15065
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax nudivomer,fish,order,15066
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax nuttingi,fish,order,15067
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax obesus,fish,order,15068
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax ocellatus,fish,order,15069
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax odishi,fish,order,15070
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax panamensis,fish,order,15071
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax parini,fish,order,15072
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax paucivertebralis,fish,order,15073
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax phalarus,fish,order,15074
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax pharaonis,fish,order,15075
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax phasmatodes,fish,order,15076
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax philippinus,fish,order,15077
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax pictus,fish,order,15078
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax pikei,fish,order,15079
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax pindae,fish,order,15080
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax polygonius,fish,order,15081
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax polyspondylus,fish,order,15082
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax polyuranodon,fish,order,15083
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax porphyreus,fish,order,15084
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax prasinus,fish,order,15085
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax prionodon,fish,order,15086
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax prismodon,fish,order,15087
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax prolatus,fish,order,15088
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax pseudoherrei,fish,order,15089
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax pseudomelanosomatus,fish,order,15090
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax pseudoprolatus,fish,order,15091
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax pseudothyrsoideus,fish,order,15092
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax pseudotile,fish,order,15093
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax punctatofasciatus,fish,order,15094
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax punctatus,fish,order,15095
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax randalli,fish,order,15096
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax reevesii,fish,order,15097
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax reticularis,fish,order,15098
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax richardsonii,fish,order,15099
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax robinsi,fish,order,15100
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax rueppelliae,fish,order,15101
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax ryukyuensis,fish,order,15102
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax sagenodeta,fish,order,15103
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax sagmacephalus,fish,order,15104
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax saxicola,fish,order,15105
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax serratidens,fish,order,15106
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax shaoi,fish,order,15107
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax smithi,fish,order,15108
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax sokotrensis,fish,order,15109
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax steindachneri,fish,order,15110
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax taiwanensis,fish,order,15111
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax thyrsoideus,fish,order,15112
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax tile,fish,order,15113
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax undulatus,fish,order,15114
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax unicolor,fish,order,15115
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax vagrans,fish,order,15116
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax verrilli,fish,order,15117
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax vicinus,fish,order,15118
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax vietnamensis,fish,order,15119
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax visakhaensis,fish,order,15120
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax walvisensis,fish,order,15121
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax woodwardi,fish,order,15122
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax ypsilon,fish,order,15123
chordata,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax zonipectis,fish,order,15124
chordata,actinopterygii,perciformes,xenisthmidae,gymnoxenisthmus,gymnoxenisthmus flavicinctus,fish,order,15125
chordata,actinopterygii,perciformes,xenisthmidae,gymnoxenisthmus,gymnoxenisthmus tigrellus,fish,order,15126
chordata,actinopterygii,perciformes,liparidae,gyrinichthys,gyrinichthys minytremus,fish,order,15127
chordata,actinopterygii,perciformes,zoarcidae,hadropareia,hadropareia middendorffii,fish,order,15128
chordata,actinopterygii,perciformes,zoarcidae,hadropareia,hadropareia semisquamata,fish,order,15129
chordata,actinopterygii,perciformes,zoarcidae,hadropogonichthys,hadropogonichthys leptopus,fish,order,15130
chordata,actinopterygii,perciformes,zoarcidae,hadropogonichthys,hadropogonichthys lindbergi,fish,order,15131
chordata,actinopterygii,perciformes,bovichtidae,halaphritis,halaphritis platycephala,fish,order,15132
chordata,actinopterygii,syngnathiformes,syngnathidae,halicampus,halicampus boothae,fish,order,15133
chordata,actinopterygii,syngnathiformes,syngnathidae,halicampus,halicampus brocki,fish,order,15134
chordata,actinopterygii,syngnathiformes,syngnathidae,halicampus,halicampus dunckeri,fish,order,15135
chordata,actinopterygii,syngnathiformes,syngnathidae,halicampus,halicampus edmondsoni,fish,order,15136
chordata,actinopterygii,syngnathiformes,syngnathidae,halicampus,halicampus grayi,fish,order,15137
chordata,actinopterygii,syngnathiformes,syngnathidae,halicampus,halicampus macrorhynchus,fish,order,15138
chordata,actinopterygii,syngnathiformes,syngnathidae,halicampus,halicampus marquesensis,fish,order,15139
chordata,actinopterygii,syngnathiformes,syngnathidae,halicampus,halicampus mataafae,fish,order,15140
chordata,actinopterygii,syngnathiformes,syngnathidae,halicampus,halicampus nitidus,fish,order,15141
chordata,actinopterygii,syngnathiformes,syngnathidae,halicampus,halicampus punctatus,fish,order,15142
chordata,actinopterygii,syngnathiformes,syngnathidae,halicampus,halicampus spinirostris,fish,order,15143
chordata,actinopterygii,syngnathiformes,syngnathidae,halicampus,halicampus zavorensis,fish,order,15144
chordata,actinopterygii,syngnathiformes,syngnathidae,haliichthys,haliichthys taeniophorus,fish,order,15145
chordata,actinopterygii,batrachoidiformes,batrachoididae,halobatrachus,halobatrachus didactylus,fish,order,15146
chordata,actinopterygii,batrachoidiformes,batrachoididae,halophryne,halophryne diemensis,fish,order,15147
chordata,actinopterygii,batrachoidiformes,batrachoididae,halophryne,halophryne hutchinsi,fish,order,15148
chordata,actinopterygii,batrachoidiformes,batrachoididae,halophryne,halophryne ocellatus,fish,order,15149
chordata,actinopterygii,batrachoidiformes,batrachoididae,halophryne,halophryne queenslandiae,fish,order,15150
chordata,actinopterygii,perciformes,hapalogenyidae,hapalogenys,hapalogenys analis,fish,order,15151
chordata,actinopterygii,perciformes,hapalogenyidae,hapalogenys,hapalogenys bengalensis,fish,order,15152
chordata,actinopterygii,perciformes,hapalogenyidae,hapalogenys,hapalogenys dampieriensis,fish,order,15153
chordata,actinopterygii,perciformes,hapalogenyidae,hapalogenys,hapalogenys filamentosus,fish,order,15154
chordata,actinopterygii,perciformes,hapalogenyidae,hapalogenys,hapalogenys kishinouyei,fish,order,15155
chordata,actinopterygii,perciformes,hapalogenyidae,hapalogenys,hapalogenys merguiensis,fish,order,15156
chordata,actinopterygii,perciformes,hapalogenyidae,hapalogenys,hapalogenys mucronatus,fish,order,15157
chordata,actinopterygii,perciformes,hapalogenyidae,hapalogenys,hapalogenys nigripinnis,fish,order,15158
chordata,actinopterygii,perciformes,hapalogenyidae,hapalogenys,hapalogenys sennin,fish,order,15159
chordata,actinopterygii,anguilliformes,synaphobranchidae,haptenchelys,haptenchelys parviocularis,fish,order,15160
chordata,actinopterygii,anguilliformes,synaphobranchidae,haptenchelys,haptenchelys texis,fish,order,15161
chordata,actinopterygii,blenniiformes,blenniidae,haptogenys,haptogenys bipunctata,fish,family,15162
chordata,actinopterygii,perciformes,harpagiferidae,harpagifer,harpagifer andriashevi,fish,order,15163
chordata,actinopterygii,perciformes,harpagiferidae,harpagifer,harpagifer antarcticus,fish,order,15164
chordata,actinopterygii,perciformes,harpagiferidae,harpagifer,harpagifer bispinis,fish,order,15165
chordata,actinopterygii,perciformes,harpagiferidae,harpagifer,harpagifer crozetensis,fish,order,15166
chordata,actinopterygii,perciformes,harpagiferidae,harpagifer,harpagifer georgianus,fish,order,15167
chordata,actinopterygii,perciformes,harpagiferidae,harpagifer,harpagifer kerguelensis,fish,order,15168
chordata,actinopterygii,perciformes,harpagiferidae,harpagifer,harpagifer macquariensis,fish,order,15169
chordata,actinopterygii,perciformes,harpagiferidae,harpagifer,harpagifer marionensis,fish,order,15170
chordata,actinopterygii,perciformes,harpagiferidae,harpagifer,harpagifer nybelini,fish,order,15171
chordata,actinopterygii,perciformes,harpagiferidae,harpagifer,harpagifer palliolatus,fish,order,15172
chordata,actinopterygii,perciformes,harpagiferidae,harpagifer,harpagifer permitini,fish,order,15173
chordata,actinopterygii,perciformes,harpagiferidae,harpagifer,harpagifer spinosus,fish,order,15174
chordata,actinopterygii,ophidiiformes,bythitidae,hastatobythites,hastatobythites arafurensis,fish,order,15175
chordata,actinopterygii,perciformes,sebastidae,helicolenus,helicolenus alporti,fish,order,15176
chordata,actinopterygii,perciformes,sebastidae,helicolenus,helicolenus avius,fish,order,15177
chordata,actinopterygii,perciformes,sebastidae,helicolenus,helicolenus barathri,fish,order,15178
chordata,actinopterygii,perciformes,sebastidae,helicolenus,helicolenus dactylopterus,fish,order,15179
chordata,actinopterygii,perciformes,sebastidae,helicolenus,helicolenus fedorovi,fish,order,15180
chordata,actinopterygii,perciformes,sebastidae,helicolenus,helicolenus hilgendorfii,fish,order,15181
chordata,actinopterygii,perciformes,sebastidae,helicolenus,helicolenus lahillei,fish,order,15182
chordata,actinopterygii,perciformes,sebastidae,helicolenus,helicolenus lengerichi,fish,order,15183
chordata,actinopterygii,perciformes,sebastidae,helicolenus,helicolenus mouchezi,fish,order,15184
chordata,actinopterygii,perciformes,sebastidae,helicolenus,helicolenus percoides,fish,order,15185
chordata,actinopterygii,perciformes,serranidae,hemanthias,hemanthias aureorubens,fish,order,15186
chordata,actinopterygii,perciformes,serranidae,hemanthias,hemanthias leptus,fish,order,15187
chordata,actinopterygii,perciformes,serranidae,hemanthias,hemanthias peruanus,fish,order,15188
chordata,actinopterygii,perciformes,serranidae,hemanthias,hemanthias signifer,fish,order,15189
chordata,actinopterygii,perciformes,percophidae,hemerocoetes,hemerocoetes artus,fish,order,15190
chordata,actinopterygii,perciformes,percophidae,hemerocoetes,hemerocoetes macrophthalmus,fish,order,15191
chordata,actinopterygii,perciformes,percophidae,hemerocoetes,hemerocoetes monopterygius,fish,order,15192
chordata,actinopterygii,perciformes,percophidae,hemerocoetes,hemerocoetes morelandi,fish,order,15193
chordata,actinopterygii,perciformes,percophidae,hemerocoetes,hemerocoetes pauciradiatus,fish,order,15194
chordata,actinopterygii,anguilliformes,ophichthidae,hemerorhinus,hemerorhinus heyningi,fish,order,15195
chordata,actinopterygii,anguilliformes,ophichthidae,hemerorhinus,hemerorhinus opici,fish,order,15196
chordata,actinopterygii,carangiformes,carangidae,hemicaranx,hemicaranx amblyrhynchus,fish,family,15197
chordata,actinopterygii,carangiformes,carangidae,hemicaranx,hemicaranx bicolor,fish,family,15198
chordata,actinopterygii,carangiformes,carangidae,hemicaranx,hemicaranx leucurus,fish,family,15199
chordata,actinopterygii,carangiformes,carangidae,hemicaranx,hemicaranx zelotes,fish,family,15200
chordata,actinopterygii,perciformes,cottidae,hemilepidotus,hemilepidotus gilberti,fish,order,15201
chordata,actinopterygii,perciformes,cottidae,hemilepidotus,hemilepidotus hemilepidotus,fish,order,15202
chordata,actinopterygii,perciformes,cottidae,hemilepidotus,hemilepidotus jordani,fish,order,15203
chordata,actinopterygii,perciformes,cottidae,hemilepidotus,hemilepidotus papilio,fish,species,15204
chordata,actinopterygii,perciformes,cottidae,hemilepidotus,hemilepidotus spinosus,fish,order,15205
chordata,actinopterygii,perciformes,cottidae,hemilepidotus,hemilepidotus zapus,fish,order,15206
chordata,actinopterygii,perciformes,serranidae,hemilutjanus,hemilutjanus macrophthalmos,fish,order,15207
chordata,actinopterygii,perciformes,peristediidae,heminodus,heminodus philippinus,fish,order,15208
chordata,actinopterygii,ophidiiformes,bythitidae,hephthocara,hephthocara crassiceps,fish,order,15209
chordata,actinopterygii,ophidiiformes,bythitidae,hephthocara,hephthocara simum,fish,species,15210
chordata,actinopterygii,syngnathiformes,syngnathidae,heraldia,heraldia nocturna,fish,order,15211
chordata,actinopterygii,anguilliformes,ophichthidae,herpetoichthys,herpetoichthys fossatus,fish,order,15212
chordata,actinopterygii,anguilliformes,ophichthidae,herpetoichthys,herpetoichthys regius,fish,order,15213
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger balteatus,fish,order,15214
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger camelopardalis,fish,order,15215
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger canabus,fish,order,15216
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger chapmani,fish,order,15217
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger cobra,fish,order,15218
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger congroides,fish,order,15219
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger digueti,fish,order,15220
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger enigmaticus,fish,order,15221
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger fugax,fish,order,15222
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger guttatus,fish,order,15223
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger hassi,fish,order,15224
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger klausewitzi,fish,species,15225
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger lentiginosus,fish,order,15226
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger longissimus,fish,order,15227
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger luteolus,fish,order,15228
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger mercyae,fish,order,15229
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger obscurus,fish,order,15230
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger pellegrini,fish,order,15231
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger perissodon,fish,order,15232
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger polyzona,fish,order,15233
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger taylori,fish,species,15234
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger tomberua,fish,order,15235
chordata,actinopterygii,anguilliformes,congridae,heteroconger,heteroconger tricia,fish,order,15236
chordata,actinopterygii,pleuronectiformes,soleidae,heteromycteris,heteromycteris capensis,fish,order,15237
chordata,actinopterygii,pleuronectiformes,soleidae,heteromycteris,heteromycteris hartzfeldii,fish,order,15238
chordata,actinopterygii,pleuronectiformes,soleidae,heteromycteris,heteromycteris japonicus,fish,order,15239
chordata,actinopterygii,pleuronectiformes,soleidae,heteromycteris,heteromycteris matsubarai,fish,order,15240
chordata,actinopterygii,pleuronectiformes,soleidae,heteromycteris,heteromycteris oculus,fish,order,15241
chordata,actinopterygii,pleuronectiformes,soleidae,heteromycteris,heteromycteris proboscideus,fish,order,15242
chordata,actinopterygii,perciformes,hexagrammidae,hexagrammos,hexagrammos agrammus,fish,order,15243
chordata,actinopterygii,perciformes,hexagrammidae,hexagrammos,hexagrammos decagrammus,fish,order,15244
chordata,actinopterygii,perciformes,hexagrammidae,hexagrammos,hexagrammos lagocephalus,fish,order,15245
chordata,actinopterygii,perciformes,hexagrammidae,hexagrammos,hexagrammos octogrammus,fish,order,15246
chordata,actinopterygii,perciformes,hexagrammidae,hexagrammos,hexagrammos otakii,fish,order,15247
chordata,actinopterygii,perciformes,hexagrammidae,hexagrammos,hexagrammos stelleri,fish,order,15248
chordata,actinopterygii,myctophiformes,myctophidae,hintonia,hintonia candens,fish,family,15249
chordata,actinopterygii,syngnathiformes,syngnathidae,hippichthys,hippichthys cyanospilos,fish,order,15250
chordata,actinopterygii,syngnathiformes,syngnathidae,hippichthys,hippichthys heptagonus,fish,order,15251
chordata,actinopterygii,syngnathiformes,syngnathidae,hippichthys,hippichthys parvicarinatus,fish,order,15252
chordata,actinopterygii,syngnathiformes,syngnathidae,hippichthys,hippichthys penicillus,fish,order,15253
chordata,actinopterygii,syngnathiformes,syngnathidae,hippichthys,hippichthys spicifer,fish,species,15254
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus abdominalis,fish,species,15255
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus alatus,fish,order,15256
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus algiricus,fish,order,15257
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus angustus,fish,order,15258
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus barbouri,fish,order,15259
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus bargibanti,fish,order,15260
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus biocellatus,fish,order,15261
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus borboniensis,fish,order,15262
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus breviceps,fish,order,15263
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus camelopardalis,fish,order,15264
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus capensis,fish,order,15265
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus casscsio,fish,order,15266
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus colemani,fish,order,15267
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus comes,fish,order,15268
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus coronatus,fish,order,15269
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus curvicuspis,fish,order,15270
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus dahli,fish,order,15271
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus debelius,fish,order,15272
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus denise,fish,order,15273
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus erectus,fish,order,15274
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus fisheri,fish,order,15275
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus fuscus,fish,order,15276
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus grandiceps,fish,order,15277
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus guttulatus,fish,order,15278
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus haema,fish,order,15279
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus hendriki,fish,order,15280
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus hippocampus,fish,order,15281
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus histrix,fish,order,15282
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus ingens,fish,species,15283
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus japapigu,fish,order,15284
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus jayakari,fish,order,15285
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus jugumus,fish,order,15286
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus kelloggi,fish,order,15287
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus kuda,fish,order,15288
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus lichtensteinii,fish,order,15289
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus minotaur,fish,order,15290
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus mohnikei,fish,order,15291
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus montebelloensis,fish,order,15292
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus multispinus,fish,order,15293
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus nalu,fish,order,15294
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus paradoxus,fish,order,15295
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus patagonicus,fish,order,15296
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus planifrons,fish,order,15297
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus pontohi,fish,order,15298
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus procerus,fish,order,15299
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus pusillus,fish,order,15300
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus queenslandicus,fish,order,15301
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus reidi,fish,order,15302
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus satomiae,fish,order,15303
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus semispinosus,fish,order,15304
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus sindonis,fish,species,15305
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus spinosissimus,fish,order,15306
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus subelongatus,fish,order,15307
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus suezensis,fish,order,15308
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus trimaculatus,fish,order,15309
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus tristis,fish,order,15310
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus tyro,fish,order,15311
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus waleananus,fish,order,15312
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus whitei,fish,order,15313
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus zebra,fish,order,15314
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus zosterae,fish,order,15315
chordata,actinopterygii,pleuronectiformes,paralichthyidae,hippoglossina,hippoglossina bollmani,fish,order,15316
chordata,actinopterygii,pleuronectiformes,paralichthyidae,hippoglossina,hippoglossina macrops,fish,order,15317
chordata,actinopterygii,pleuronectiformes,paralichthyidae,hippoglossina,hippoglossina montemaris,fish,order,15318
chordata,actinopterygii,pleuronectiformes,paralichthyidae,hippoglossina,hippoglossina mystacium,fish,order,15319
chordata,actinopterygii,pleuronectiformes,paralichthyidae,hippoglossina,hippoglossina oblonga,fish,order,15320
chordata,actinopterygii,pleuronectiformes,paralichthyidae,hippoglossina,hippoglossina stomata,fish,species,15321
chordata,actinopterygii,pleuronectiformes,paralichthyidae,hippoglossina,hippoglossina tetrophthalma,fish,order,15322
chordata,actinopterygii,pleuronectiformes,pleuronectidae,hippoglossoides,hippoglossoides dubius,fish,order,15323
chordata,actinopterygii,pleuronectiformes,pleuronectidae,hippoglossoides,hippoglossoides elassodon,fish,order,15324
chordata,actinopterygii,pleuronectiformes,pleuronectidae,hippoglossoides,hippoglossoides platessoides,fish,order,15325
chordata,actinopterygii,pleuronectiformes,pleuronectidae,hippoglossoides,hippoglossoides robustus,fish,order,15326
chordata,actinopterygii,pleuronectiformes,pleuronectidae,hippoglossus,hippoglossus hippoglossus,fish,order,15327
chordata,actinopterygii,pleuronectiformes,pleuronectidae,hippoglossus,hippoglossus stenolepis,fish,species,15328
chordata,actinopterygii,perciformes,scorpaenidae,hipposcorpaena,hipposcorpaena filamentosus,fish,order,15329
