iucn_sid,name,rank
178898,Enneanectes,genus
178898,Enneanectes pectoralis,species
178899,Metazoa,kingdom
178899,Chordata,phylum
178899,Actinopteri,class
178899,Blenniiformes,order
178899,Clinidae,family
178899,Heteroclinus,genus
178899,Heteroclinus kuiteri,species
178901,Metazoa,kingdom
178901,Chordata,phylum
178901,Actinopteri,class
178901,Blenniiformes,order
178901,Clinidae,family
178901,Heteroclinus,genus
178901,Heteroclinus wilsoni,species
178902,Metazoa,kingdom
178902,Chordata,phylum
178902,Actinopteri,class
178902,Blenniiformes,order
178902,Clinidae,family
178902,Gibbonsia,genus
178902,Gibbonsia montereyensis,species
178903,Metazoa,kingdom
178903,Chordata,phylum
178903,Actinopteri,class
178903,Blenniiformes,order
178903,Clinidae,family
178903,Heteroclinus,genus
178903,Heteroclinus adelaidae,species
178904,Metazoa,kingdom
178904,Chordata,phylum
178904,Actinopteri,class
178904,Blenniiformes,order
178904,Tripterygiidae,family
178904,Forsterygion,genus
178904,Forsterygion lapillum,species
178910,Metazoa,kingdom
178910,Chordata,phylum
178910,Actinopteri,class
178910,Blenniiformes,order
178910,Tripterygiidae,family
178910,Enneanectes,genus
178910,Enneanectes boehlkei,species
178911,Metazoa,kingdom
178911,Chordata,phylum
178911,Actinopteri,class
178911,Blenniiformes,order
178911,Tripterygiidae,family
178911,Enneapterygius,genus
178911,Enneapterygius randalli,species
178912,Metazoa,kingdom
178912,Chordata,phylum
178912,Actinopteri,class
178912,Blenniiformes,order
178912,Tripterygiidae,family
178912,Helcogramma,genus
178912,Helcogramma ellioti,species
178913,Metazoa,kingdom
178913,Chordata,phylum
178913,Actinopteri,class
178913,Blenniiformes,order
178913,Tripterygiidae,family
178913,Enneapterygius,genus
178913,Enneapterygius fuscoventer,species
178915,Metazoa,kingdom
178915,Chordata,phylum
178915,Actinopteri,class
178915,Blenniiformes,order
178915,Tripterygiidae,family
178915,Enneapterygius,genus
178915,Enneapterygius similis,species
178917,Metazoa,kingdom
178917,Chordata,phylum
178917,Actinopteri,class
178917,Blenniiformes,order
178917,Clinidae,family
178917,Gibbonsia,genus
178917,Gibbonsia metzi,species
178918,Metazoa,kingdom
178918,Chordata,phylum
178918,Actinopteri,class
178918,Blenniiformes,order
178918,Clinidae,family
178918,Clinus,genus
178918,Clinus agilis,species
178923,Metazoa,kingdom
178923,Chordata,phylum
178923,Actinopteri,class
178923,Blenniiformes,order
178923,Clinidae,family
178923,Ophiclinops,genus
178923,Ophiclinops pardalis,species
178924,Metazoa,kingdom
178924,Chordata,phylum
178924,Actinopteri,class
178924,Blenniiformes,order
178924,Tripterygiidae,family
178924,Springerichthys,genus
178924,Springerichthys bapturus,species
178925,Metazoa,kingdom
178925,Chordata,phylum
178925,Actinopteri,class
178925,Blenniiformes,order
178925,Clinidae,family
178925,Gibbonsia,genus
178925,Gibbonsia elegans,species
178928,Metazoa,kingdom
178928,Chordata,phylum
178928,Actinopteri,class
178928,Blenniiformes,order
178928,Tripterygiidae,family
178928,Enneapterygius,genus
178928,Enneapterygius signicauda,species
178930,Metazoa,kingdom
178930,Chordata,phylum
178930,Actinopteri,class
178930,Blenniiformes,order
178930,Clinidae,family
178930,Heteroclinus,genus
178930,Heteroclinus macrophthalmus,species
178932,Metazoa,kingdom
178932,Chordata,phylum
178932,Actinopteri,class
178932,Blenniiformes,order
178932,Tripterygiidae,family
178932,Enneapterygius,genus
178932,Enneapterygius tutuilae,species
178933,Metazoa,kingdom
178933,Chordata,phylum
178933,Actinopteri,class
178933,Blenniiformes,order
178933,Clinidae,family
178933,Blennophis,genus
178933,Blennophis striatus,species
178935,Metazoa,kingdom
178935,Chordata,phylum
178935,Actinopteri,class
178935,Blenniiformes,order
178935,Clinidae,family
178935,Heteroclinus,genus
178935,Heteroclinus eckloniae,species
178936,Metazoa,kingdom
178936,Chordata,phylum
178936,Actinopteri,class
178936,Blenniiformes,order
178936,Clinidae,family
178936,Heteroclinus,genus
178936,Heteroclinus puellarum,species
178942,Metazoa,kingdom
178942,Chordata,phylum
178942,Actinopteri,class
178942,Blenniiformes,order
178942,Clinidae,family
178942,Sticharium,genus
178942,Sticharium dorsale,species
178944,Metazoa,kingdom
178944,Chordata,phylum
178944,Actinopteri,class
178944,Blenniiformes,order
178944,Tripterygiidae,family
178944,Matanui,genus
178944,Matanui bathytaton,species
178945,Metazoa,kingdom
178945,Chordata,phylum
178945,Actinopteri,class
178945,Blenniiformes,order
178945,Clinidae,family
178945,Heteroclinus,genus
178945,Heteroclinus johnstoni,species
178948,Metazoa,kingdom
178948,Chordata,phylum
178948,Actinopteri,class
178948,Blenniiformes,order
178948,Tripterygiidae,family
178948,Bellapiscis,genus
178948,Bellapiscis medius,species
178949,Metazoa,kingdom
178949,Chordata,phylum
178949,Actinopteri,class
178949,Blenniiformes,order
178949,Tripterygiidae,family
178949,Helcogramma,genus
178949,Helcogramma fuscipectoris,species
178957,Metazoa,kingdom
178957,Chordata,phylum
178957,Actinopteri,class
178957,Blenniiformes,order
178957,Tripterygiidae,family
178957,Enneapterygius,genus
178957,Enneapterygius pyramis,species
178962,Metazoa,kingdom
178962,Chordata,phylum
178962,Actinopteri,class
178962,Blenniiformes,order
178962,Clinidae,family
178962,Clinus,genus
178962,Clinus venustris,species
178972,Metazoa,kingdom
178972,Chordata,phylum
178972,Actinopteri,class
178972,Blenniiformes,order
178972,Clinidae,family
178972,Cristiceps,genus
178972,Cristiceps aurantiacus,species
178973,Metazoa,kingdom
178973,Chordata,phylum
178973,Actinopteri,class
178973,Blenniiformes,order
178973,Tripterygiidae,family
178973,Helcogramma,genus
178973,Helcogramma rharhabe,species
178974,Metazoa,kingdom
178974,Chordata,phylum
178974,Actinopteri,class
178974,Blenniiformes,order
178974,Clinidae,family
178974,Pavoclinus,genus
178974,Pavoclinus profundus,species
178978,Metazoa,kingdom
178978,Chordata,phylum
178978,Actinopteri,class
178978,Blenniiformes,order
178978,Tripterygiidae,family
178978,Enneanectes,genus
178978,Enneanectes altivelis,species
178983,Metazoa,kingdom
178983,Chordata,phylum
178983,Actinopteri,class
178983,Blenniiformes,order
178983,Tripterygiidae,family
178983,Cremnochorites,genus
178983,Cremnochorites capensis,species
178989,Metazoa,kingdom
178989,Chordata,phylum
178989,Actinopteri,class
178989,Blenniiformes,order
178989,Tripterygiidae,family
178989,Helcogramma,genus
178989,Helcogramma hudsoni,species
178990,Metazoa,kingdom
178990,Chordata,phylum
178990,Actinopteri,class
178990,Blenniiformes,order
178990,Tripterygiidae,family
178990,Forsterygion,genus
178990,Forsterygion flavonigrum,species
178992,Metazoa,kingdom
178992,Chordata,phylum
178992,Actinopteri,class
178992,Blenniiformes,order
178992,Tripterygiidae,family
178992,Norfolkia,genus
178992,Norfolkia brachylepis,species
178996,Metazoa,kingdom
178996,Chordata,phylum
178996,Actinopteri,class
178996,Blenniiformes,order
178996,Tripterygiidae,family
178996,Helcogrammoides,genus
178996,Helcogrammoides cunninghami,species
178997,Metazoa,kingdom
178997,Chordata,phylum
178997,Actinopteri,class
178997,Blenniiformes,order
178997,Clinidae,family
178997,Clinus,genus
178997,Clinus cottoides,species
179007,Metazoa,kingdom
179007,Chordata,phylum
179007,Actinopteri,class
179007,Blenniiformes,order
179007,Clinidae,family
179007,Heteroclinus,genus
179007,Heteroclinus nasutus,species
179014,Metazoa,kingdom
179014,Chordata,phylum
179014,Actinopteri,class
179014,Blenniiformes,order
179014,Tripterygiidae,family
179014,Forsterygion,genus
179014,Forsterygion varium,species
179015,Metazoa,kingdom
179015,Chordata,phylum
179015,Actinopteri,class
179015,Blenniiformes,order
179015,Clinidae,family
179015,Heterostichus,genus
179015,Heterostichus rostratus,species
179016,Metazoa,kingdom
179016,Chordata,phylum
179016,Actinopteri,class
179016,Blenniiformes,order
179016,Clinidae,family
179016,Pavoclinus,genus
179016,Pavoclinus graminis,species
179018,Metazoa,kingdom
179018,Chordata,phylum
179018,Actinopteri,class
179018,Blenniiformes,order
179018,Tripterygiidae,family
179018,Helcogramma,genus
179018,Helcogramma maldivensis,species
179023,Metazoa,kingdom
179023,Chordata,phylum
179023,Actinopteri,class
179023,Blenniiformes,order
179023,Clinidae,family
179023,Ribeiroclinus,genus
179023,Ribeiroclinus eigenmanni,species
179028,Metazoa,kingdom
179028,Chordata,phylum
179028,Actinopteri,class
179028,Blenniiformes,order
179028,Clinidae,family
179028,Myxodes,genus
179028,Myxodes cristatus,species
179029,Metazoa,kingdom
179029,Chordata,phylum
179029,Actinopteri,class
179029,Blenniiformes,order
179029,Tripterygiidae,family
179029,Karalepis,genus
179029,Karalepis stewarti,species
179036,Metazoa,kingdom
179036,Chordata,phylum
179036,Actinopteri,class
179036,Blenniiformes,order
179036,Clinidae,family
179036,Ophiclinus,genus
179036,Ophiclinus gracilis,species
179037,Metazoa,kingdom
179037,Chordata,phylum
179037,Actinopteri,class
179037,Blenniiformes,order
179037,Tripterygiidae,family
179037,Enneapterygius,genus
179037,Enneapterygius mirabilis,species
179041,Metazoa,kingdom
179041,Chordata,phylum
179041,Actinopteri,class
179041,Blenniiformes,order
179041,Clinidae,family
179041,Blennioclinus,genus
179041,Blennioclinus stella,species
179042,Metazoa,kingdom
179042,Chordata,phylum
179042,Actinopteri,class
179042,Blenniiformes,order
179042,Clinidae,family
179042,Cristiceps,genus
179042,Cristiceps australis,species
179043,Metazoa,kingdom
179043,Chordata,phylum
179043,Actinopteri,class
179043,Blenniiformes,order
179043,Tripterygiidae,family
179043,Norfolkia,genus
179043,Norfolkia thomasi,species
179044,Metazoa,kingdom
179044,Chordata,phylum
179044,Actinopteri,class
179044,Blenniiformes,order
179044,Tripterygiidae,family
179044,Helcogramma,genus
179044,Helcogramma fuscopinna,species
179045,Metazoa,kingdom
179045,Chordata,phylum
179045,Actinopteri,class
179045,Blenniiformes,order
179045,Tripterygiidae,family
179045,Enneapterygius,genus
179045,Enneapterygius pusillus,species
179049,Metazoa,kingdom
179049,Chordata,phylum
179049,Actinopteri,class
179049,Blenniiformes,order
179049,Clinidae,family
179049,Springeratus,genus
179049,Springeratus xanthosoma,species
179050,Metazoa,kingdom
179050,Chordata,phylum
179050,Actinopteri,class
179050,Blenniiformes,order
179050,Clinidae,family
179050,Cancelloxus,genus
179050,Cancelloxus longior,species
179051,Metazoa,kingdom
179051,Chordata,phylum
179051,Actinopteri,class
179051,Blenniiformes,order
179051,Clinidae,family
179051,Muraenoclinus,genus
179051,Muraenoclinus dorsalis,species
179054,Metazoa,kingdom
179054,Chordata,phylum
179054,Actinopteri,class
179054,Blenniiformes,order
179054,Clinidae,family
179054,Clinus,genus
179054,Clinus acuminatus,species
179061,Metazoa,kingdom
179061,Chordata,phylum
179061,Actinopteri,class
179061,Blenniiformes,order
179061,Clinidae,family
179061,Cristiceps,genus
179061,Cristiceps argyropleura,species
179062,Metazoa,kingdom
179062,Chordata,phylum
179062,Actinopteri,class
179062,Blenniiformes,order
179062,Tripterygiidae,family
179062,Enneapterygius,genus
179062,Enneapterygius nigricauda,species
179063,Metazoa,kingdom
179063,Chordata,phylum
179063,Actinopteri,class
179063,Blenniiformes,order
179063,Clinidae,family
179063,Heteroclinus,genus
179063,Heteroclinus flavescens,species
179066,Metazoa,kingdom
179066,Chordata,phylum
179066,Actinopteri,class
179066,Blenniiformes,order
179066,Tripterygiidae,family
179066,Enneapterygius,genus
179066,Enneapterygius gruschkai,species
179069,Metazoa,kingdom
179069,Chordata,phylum
179069,Actinopteri,class
179069,Blenniiformes,order
179069,Clinidae,family
179069,Blennophis,genus
179069,Blennophis anguillaris,species
179074,Metazoa,kingdom
179074,Chordata,phylum
179074,Actinopteri,class
179074,Blenniiformes,order
179074,Tripterygiidae,family
179074,Enneapterygius,genus
179074,Enneapterygius minutus,species
179075,Metazoa,kingdom
179075,Chordata,phylum
179075,Actinopteri,class
179075,Blenniiformes,order
179075,Clinidae,family
179075,Pavoclinus,genus
179075,Pavoclinus pavo,species
179076,Metazoa,kingdom
179076,Chordata,phylum
179076,Actinopteri,class
179076,Blenniiformes,order
179076,Tripterygiidae,family
179076,Matanui,genus
179076,Matanui profundum,species
179077,Metazoa,kingdom
179077,Chordata,phylum
179077,Actinopteri,class
179077,Blenniiformes,order
179077,Tripterygiidae,family
179077,Enneapterygius,genus
179077,Enneapterygius miyakensis,species
179079,Metazoa,kingdom
179079,Chordata,phylum
179079,Actinopteri,class
179079,Blenniiformes,order
179079,Clinidae,family
179079,Heteroclinus,genus
179079,Heteroclinus tristis,species
179085,Metazoa,kingdom
179085,Chordata,phylum
179085,Actinopteri,class
179085,Blenniiformes,order
179085,Tripterygiidae,family
179085,Enneapterygius,genus
179085,Enneapterygius philippinus,species
179089,Metazoa,kingdom
179089,Chordata,phylum
179089,Actinopteri,class
179089,Blenniiformes,order
179089,Tripterygiidae,family
179089,Helcogrammoides,genus
179089,Helcogrammoides chilensis,species
179093,Metazoa,kingdom
179093,Chordata,phylum
179093,Actinopteri,class
179093,Blenniiformes,order
179093,Tripterygiidae,family
179093,Enneapterygius,genus
179093,Enneapterygius unimaculatus,species
179094,Metazoa,kingdom
179094,Chordata,phylum
179094,Actinopteri,class
179094,Blenniiformes,order
179094,Clinidae,family
179094,Myxodes,genus
179094,Myxodes viridis,species
179096,Metazoa,kingdom
179096,Chordata,phylum
179096,Actinopteri,class
179096,Blenniiformes,order
179096,Clinidae,family
179096,Clinus,genus
179096,Clinus superciliosus,species
179099,Metazoa,kingdom
179099,Chordata,phylum
179099,Actinopteri,class
179099,Blenniiformes,order
179099,Tripterygiidae,family
179099,Grahamina,genus
179099,Forsterygion capito,species
179100,Metazoa,kingdom
179100,Chordata,phylum
179100,Actinopteri,class
179100,Blenniiformes,order
179100,Clinidae,family
179100,Ophiclinus,genus
179100,Ophiclinus gabrieli,species
179102,Metazoa,kingdom
179102,Chordata,phylum
179102,Actinopteri,class
179102,Blenniiformes,order
179102,Tripterygiidae,family
179102,Enneapterygius,genus
179102,Enneapterygius elegans,species
179105,Metazoa,kingdom
179105,Chordata,phylum
179105,Actinopteri,class
179105,Blenniiformes,order
179105,Clinidae,family
179105,Clinus,genus
179105,Clinus heterodon,species
179108,Metazoa,kingdom
179108,Chordata,phylum
179108,Actinopteri,class
179108,Blenniiformes,order
179108,Clinidae,family
179108,Heteroclinus,genus
179108,Heteroclinus perspicillatus,species
179112,Metazoa,kingdom
179112,Chordata,phylum
179112,Actinopteri,class
179112,Blenniiformes,order
179112,Tripterygiidae,family
179112,Enneapterygius,genus
179112,Enneapterygius hemimelas,species
179113,Metazoa,kingdom
179113,Chordata,phylum
179113,Actinopteri,class
179113,Blenniiformes,order
179113,Tripterygiidae,family
179113,Notoclinus,genus
179113,Notoclinus compressus,species
179114,Metazoa,kingdom
179114,Chordata,phylum
179114,Actinopteri,class
179114,Blenniiformes,order
179114,Clinidae,family
179114,Ophiclinus,genus
179114,Ophiclinus antarcticus,species
179116,Metazoa,kingdom
179116,Chordata,phylum
179116,Actinopteri,class
179116,Blenniiformes,order
179116,Tripterygiidae,family
179116,Enneanectes,genus
179116,Enneanectes jordani,species
180980,Metazoa,kingdom
180980,Chordata,phylum
180980,Actinopteri,class
180980,Clupeiformes,order
180980,Engraulidae,family
180980,Coilia,genus
180980,Coilia lindmani,species
181105,Metazoa,kingdom
181105,Chordata,phylum
181105,Actinopteri,class
181105,Syngnathiformes,order
181105,Syngnathidae,family
181105,Doryichthys,genus
181105,Doryichthys boaja,species
181186,Metazoa,kingdom
181186,Chordata,phylum
181186,Actinopteri,class
181186,Tetraodontiformes,order
181186,Tetraodontidae,family
181186,Auriglobus,genus
181186,Auriglobus modestus,species
181359,Metazoa,kingdom
181359,Chordata,phylum
181359,Mammalia,class
181359,Artiodactyla,order
181359,Delphinidae,family
181359,Sotalia,genus
181359,Sotalia guianensis,species
181547,Metazoa,kingdom
181547,Chordata,phylum
181547,Actinopteri,class
181547,Syngnathiformes,order
181547,Syngnathidae,family
181547,Oostethus,genus
181547,Oostethus brachyurus,species
182611,Metazoa,kingdom
182611,Chordata,phylum
182611,Actinopteri,class
182611,Clupeiformes,order
182611,Clupeidae,family
182611,Ethmalosa,genus
182611,Ethmalosa fimbriata,species
183167,Metazoa,kingdom
183167,Chordata,phylum
183167,Actinopteri,class
183167,Syngnathiformes,order
183167,Syngnathidae,family
183167,Hippichthys,genus
183167,Hippichthys cyanospilos,species
183212,Metazoa,kingdom
183212,Chordata,phylum
183212,Actinopteri,class
183212,Blenniiformes,order
183212,Labrisomidae,family
183212,Malacoctenus,genus
183212,Malacoctenus gigas,species
183214,Metazoa,kingdom
183214,Chordata,phylum
183214,Actinopteri,class
183214,Syngnathiformes,order
183214,Syngnathidae,family
183214,Doryrhamphus,genus
183214,Doryrhamphus excisus,species
183219,Metazoa,kingdom
183219,Chordata,phylum
183219,Actinopteri,class
183219,Blenniiformes,order
183219,Chaenopsidae,family
183219,Acanthemblemaria,genus
183219,Acanthemblemaria macrospilus,species
183228,Metazoa,kingdom
183228,Chordata,phylum
183228,Actinopteri,class
183228,Blenniiformes,order
183228,Labrisomidae,family
183228,Stathmonotus,genus
183228,Stathmonotus culebrai,species
183235,Metazoa,kingdom
183235,Chordata,phylum
183235,Actinopteri,class
183235,Clupeiformes,order
183235,Clupeidae,family
183235,Opisthonema,genus
183235,Opisthonema medirastre,species
183241,Metazoa,kingdom
183241,Chordata,phylum
183241,Actinopteri,class
183241,Blenniiformes,order
183241,Labrisomidae,family
183241,Starksia,genus
183241,Starksia grammilaga,species
183244,Metazoa,kingdom
183244,Chordata,phylum
183244,Actinopteri,class
183244,Clupeiformes,order
183244,Engraulidae,family
183244,Anchoa,genus
183244,Anchoa panamensis,species
183245,Metazoa,kingdom
183245,Chordata,phylum
183245,Actinopteri,class
183245,Clupeiformes,order
183245,Engraulidae,family
183245,Anchoa,genus
183245,Anchoa ischana,species
183253,Metazoa,kingdom
183253,Chordata,phylum
183253,Actinopteri,class
183253,Blenniiformes,order
183253,Tripterygiidae,family
183253,Axoclinus,genus
183253,Axoclinus storeyae,species
183260,Metazoa,kingdom
183260,Chordata,phylum
183260,Actinopteri,class
183260,Blenniiformes,order
183260,Blenniidae,family
183260,Scartichthys,genus
183260,Scartichthys viridis,species
183273,Metazoa,kingdom
183273,Chordata,phylum
183273,Actinopteri,class
183273,Blenniiformes,order
183273,Tripterygiidae,family
183273,Axoclinus,genus
183273,Axoclinus nigricaudus,species
183275,Metazoa,kingdom
183275,Chordata,phylum
183275,Actinopteri,class
183275,Blenniiformes,order
183275,Blenniidae,family
183275,Scartichthys,genus
183275,Scartichthys gigas,species
183276,Metazoa,kingdom
183276,Chordata,phylum
183276,Actinopteri,class
183276,Tetraodontiformes,order
183276,Tetraodontidae,family
183276,Sphoeroides,genus
183276,Sphoeroides lobatus,species
183303,Metazoa,kingdom
183303,Chordata,phylum
183303,Actinopteri,class
183303,Blenniiformes,order
183303,Chaenopsidae,family
183303,Coralliozetus,genus
183303,Coralliozetus angelicus,species
183308,Metazoa,kingdom
183308,Chordata,phylum
183308,Actinopteri,class
183308,Blenniiformes,order
183308,Blenniidae,family
183308,Ophioblennius,genus
183308,Ophioblennius steindachneri,species
183310,Metazoa,kingdom
183310,Chordata,phylum
183310,Actinopteri,class
183310,Acanthuriformes,order
183310,Acanthuridae,family
183310,Prionurus,genus
183310,Prionurus laticlavius,species
183319,Metazoa,kingdom
183319,Chordata,phylum
183319,Actinopteri,class
183319,Blenniiformes,order
183319,Chaenopsidae,family
183319,Coralliozetus,genus
183319,Coralliozetus springeri,species
183327,Metazoa,kingdom
183327,Chordata,phylum
183327,Actinopteri,class
183327,Labriformes,order
183327,Labridae,family
183327,Semicossyphus,genus
183327,Semicossyphus darwini,species
183336,Metazoa,kingdom
183336,Chordata,phylum
183336,Actinopteri,class
183336,Clupeiformes,order
183336,Clupeidae,family
183336,Lile,genus
183336,Lile stolifera,species
183341,Metazoa,kingdom
183341,Chordata,phylum
183341,Actinopteri,class
183341,Tetraodontiformes,order
183341,Tetraodontidae,family
183341,Canthigaster,genus
183341,Canthigaster punctatissima,species
183347,Metazoa,kingdom
183347,Chordata,phylum
183347,Actinopteri,class
183347,Clupeiformes,order
183347,Clupeidae,family
183347,Sardinops,genus
183347,Sardinops sagax,species
183366,Metazoa,kingdom
183366,Chordata,phylum
183366,Actinopteri,class
183366,Blenniiformes,order
183366,Labrisomidae,family
183366,Malacoctenus,genus
183366,Malacoctenus zonifer,species
183371,Metazoa,kingdom
183371,Chordata,phylum
183371,Actinopteri,class
183371,Blenniiformes,order
183371,Labrisomidae,family
183371,Starksia,genus
183371,Starksia posthon,species
183378,Metazoa,kingdom
183378,Chordata,phylum
183378,Actinopteri,class
183378,Labriformes,order
183378,Labridae,family
183378,Halichoeres,genus
183378,Halichoeres chierchiae,species
183379,Metazoa,kingdom
183379,Chordata,phylum
183379,Actinopteri,class
183379,Clupeiformes,order
183379,Engraulidae,family
183379,Lycengraulis,genus
183379,Lycengraulis poeyi,species
183400,Metazoa,kingdom
183400,Chordata,phylum
183400,Actinopteri,class
183400,Blenniiformes,order
183400,Chaenopsidae,family
183400,Acanthemblemaria,genus
183400,Acanthemblemaria balanorum,species
183408,Metazoa,kingdom
183408,Chordata,phylum
183408,Actinopteri,class
183408,Blenniiformes,order
183408,Tripterygiidae,family
183408,Enneanectes,genus
183408,Enneanectes reticulatus,species
183420,Metazoa,kingdom
183420,Chordata,phylum
183420,Actinopteri,class
183420,Blenniiformes,order
183420,Labrisomidae,family
183420,Malacoctenus,genus
183420,Malacoctenus ebisui,species
183425,Metazoa,kingdom
183425,Chordata,phylum
183425,Actinopteri,class
183425,Blenniiformes,order
183425,Blenniidae,family
183425,Hypsoblennius,genus
183425,Hypsoblennius brevipinnis,species
183433,Metazoa,kingdom
183433,Chordata,phylum
183433,Actinopteri,class
183433,Labriformes,order
183433,Labridae,family
183433,Halichoeres,genus
183433,Halichoeres salmofasciatus,species
183464,Metazoa,kingdom
183464,Chordata,phylum
183464,Actinopteri,class
183464,Clupeiformes,order
183464,Engraulidae,family
183464,Anchoa,genus
183464,Anchoa lucida,species
183468,Metazoa,kingdom
183468,Chordata,phylum
183468,Actinopteri,class
183468,Labriformes,order
183468,Labridae,family
183468,Scarus,genus
183468,Scarus compressus,species
183473,Metazoa,kingdom
183473,Chordata,phylum
183473,Actinopteri,class
183473,Labriformes,order
183473,Labridae,family
183473,Thalassoma,genus
183473,Thalassoma virens,species
183479,Metazoa,kingdom
183479,Chordata,phylum
183479,Actinopteri,class
183479,Blenniiformes,order
183479,Chaenopsidae,family
183479,Protemblemaria,genus
183479,Protemblemaria bicirrus,species
183482,Metazoa,kingdom
183482,Chordata,phylum
183482,Actinopteri,class
183482,Blenniiformes,order
183482,Dactyloscopidae,family
183482,Dactyloscopus,genus
183482,Dactyloscopus lacteus,species
183505,Metazoa,kingdom
183505,Chordata,phylum
183505,Actinopteri,class
183505,Blenniiformes,order
183505,Chaenopsidae,family
183505,Acanthemblemaria,genus
183505,Acanthemblemaria crockeri,species
183516,Metazoa,kingdom
183516,Chordata,phylum
183516,Actinopteri,class
183516,Clupeiformes,order
183516,Engraulidae,family
183516,Anchoa,genus
183516,Anchoa scofieldi,species
183521,Metazoa,kingdom
183521,Chordata,phylum
183521,Actinopteri,class
183521,Blenniiformes,order
183521,Dactyloscopidae,family
183521,Dactyloscopus,genus
183521,Dactyloscopus pectoralis,species
183529,Metazoa,kingdom
183529,Chordata,phylum
183529,Actinopteri,class
183529,Labriformes,order
183529,Labridae,family
183529,Halichoeres,genus
183529,Halichoeres aestuaricola,species
183535,Metazoa,kingdom
183535,Chordata,phylum
183535,Actinopteri,class
183535,Blenniiformes,order
183535,Chaenopsidae,family
183535,Mccoskerichthys,genus
183535,Mccoskerichthys sandae,species
183539,Metazoa,kingdom
183539,Chordata,phylum
183539,Actinopteri,class
183539,Labriformes,order
183539,Labridae,family
183539,Bodianus,genus
183539,Bodianus eclancheri,species
183548,Metazoa,kingdom
183548,Chordata,phylum
183548,Actinopteri,class
183548,Blenniiformes,order
183548,Chaenopsidae,family
183548,Cirriemblemaria,genus
183548,Cirriemblemaria lucasana,species
183552,Metazoa,kingdom
183552,Chordata,phylum
183552,Actinopteri,class
183552,Blenniiformes,order
183552,Labrisomidae,family
183552,Malacoctenus,genus
183552,Malacoctenus zacae,species
183555,Metazoa,kingdom
183555,Chordata,phylum
183555,Actinopteri,class
183555,Blenniiformes,order
183555,Labrisomidae,family
183555,Malacoctenus,genus
183555,Malacoctenus tetranemus,species
183572,Metazoa,kingdom
183572,Chordata,phylum
183572,Actinopteri,class
183572,Blenniiformes,order
183572,Labrisomidae,family
183572,Dialommus,genus
183572,Dialommus fuscus,species
183582,Metazoa,kingdom
183582,Chordata,phylum
183582,Actinopteri,class
183582,Labriformes,order
183582,Labridae,family
183582,Halichoeres,genus
183582,Halichoeres discolor,species
183604,Metazoa,kingdom
183604,Chordata,phylum
183604,Actinopteri,class
183604,Clupeiformes,order
183604,Engraulidae,family
183604,Anchoa,genus
183604,Anchoa mundeoloides,species
183605,Metazoa,kingdom
183605,Chordata,phylum
183605,Actinopteri,class
183605,Blenniiformes,order
183605,Chaenopsidae,family
183605,Ekemblemaria,genus
183605,Ekemblemaria myersi,species
183607,Metazoa,kingdom
183607,Chordata,phylum
183607,Actinopteri,class
183607,Tetraodontiformes,order
183607,Tetraodontidae,family
183607,Sphoeroides,genus
183607,Sphoeroides lispus,species
183611,Metazoa,kingdom
183611,Chordata,phylum
183611,Actinopteri,class
183611,Blenniiformes,order
183611,Blenniidae,family
183611,Hypsoblennius,genus
183611,Hypsoblennius gentilis,species
183615,Metazoa,kingdom
183615,Chordata,phylum
183615,Actinopteri,class
183615,Blenniiformes,order
183615,Dactyloscopidae,family
183615,Myxodagnus,genus
183615,Myxodagnus opercularis,species
183624,Metazoa,kingdom
183624,Chordata,phylum
183624,Actinopteri,class
183624,Labriformes,order
183624,Labridae,family
183624,Bodianus,genus
183624,Bodianus diplotaenia,species
183625,Metazoa,kingdom
183625,Chordata,phylum
183625,Actinopteri,class
183625,Labriformes,order
183625,Labridae,family
183625,Halichoeres,genus
183625,Halichoeres insularis,species
183626,Metazoa,kingdom
183626,Chordata,phylum
183626,Actinopteri,class
183626,Blenniiformes,order
183626,Labrisomidae,family
183626,Stathmonotus,genus
183626,Stathmonotus lugubris,species
183628,Metazoa,kingdom
183628,Chordata,phylum
183628,Actinopteri,class
183628,Blenniiformes,order
183628,Chaenopsidae,family
183628,Emblemaria,genus
183628,Emblemaria piratica,species
183629,Metazoa,kingdom
183629,Chordata,phylum
183629,Actinopteri,class
183629,Blenniiformes,order
183629,Chaenopsidae,family
183629,Acanthemblemaria,genus
183629,Acanthemblemaria exilispinus,species
183646,Metazoa,kingdom
183646,Chordata,phylum
183646,Actinopteri,class
183646,Acanthuriformes,order
183646,Acanthuridae,family
183646,Prionurus,genus
183646,Prionurus punctatus,species
183652,Metazoa,kingdom
183652,Chordata,phylum
183652,Actinopteri,class
183652,Tetraodontiformes,order
183652,Tetraodontidae,family
183652,Sphoeroides,genus
183652,Sphoeroides annulatus,species
183655,Metazoa,kingdom
183655,Chordata,phylum
183655,Actinopteri,class
183655,Blenniiformes,order
183655,Labrisomidae,family
183655,Malacoctenus,genus
183655,Malacoctenus hubbsi,species
183657,Metazoa,kingdom
183657,Chordata,phylum
183657,Actinopteri,class
183657,Clupeiformes,order
183657,Engraulidae,family
183657,Anchoa,genus
183657,Anchoa nasus,species
183662,Metazoa,kingdom
183662,Chordata,phylum
183662,Actinopteri,class
183662,Clupeiformes,order
183662,Clupeidae,family
183662,Opisthonema,genus
183662,Opisthonema libertate,species
183676,Metazoa,kingdom
183676,Chordata,phylum
183676,Actinopteri,class
