iucn_sid,name,rank
13583,Chordata,phylum
13583,Mammalia,class
13583,Carnivora,order
13583,Phocidae,family
13583,Mirounga,genus
13583,Mirounga leonina,species
13653,Metazoa,kingdom
13653,Chordata,phylum
13653,Mammalia,class
13653,Carnivora,order
13653,Phocidae,family
13653,Monachus,genus
13653,Monachus monachus,species
13654,Metazoa,kingdom
13654,Chordata,phylum
13654,Mammalia,class
13654,Carnivora,order
13654,Phocidae,family
13654,Neomonachus,genus
13654,Neomonachus schauinslandi,species
13655,Metazoa,kingdom
13655,Chordata,phylum
13655,Mammalia,class
13655,Carnivora,order
13655,Phocidae,family
13655,Neomonachus,genus
13655,Neomonachus tropicalis,species
13704,Metazoa,kingdom
13704,Chordata,phylum
13704,Mammalia,class
13704,Artiodactyla,order
13704,Monodontidae,family
13704,Monodon,genus
13704,Monodon monoceros,species
14049,Metazoa,kingdom
14049,Chordata,phylum
14049,Actinopteri,class
14049,Perciformes,order
14049,Serranidae,family
14049,Mycteroperca,genus
14049,Mycteroperca jordani,species
14050,Metazoa,kingdom
14050,Chordata,phylum
14050,Actinopteri,class
14050,Perciformes,order
14050,Serranidae,family
14050,Mycteroperca,genus
14050,Mycteroperca microlepis,species
14051,Metazoa,kingdom
14051,Chordata,phylum
14051,Actinopteri,class
14051,Perciformes,order
14051,Serranidae,family
14051,Mycteroperca,genus
14051,Mycteroperca olfax,species
14052,Metazoa,kingdom
14052,Chordata,phylum
14052,Actinopteri,class
14052,Perciformes,order
14052,Serranidae,family
14052,Mycteroperca,genus
14052,Mycteroperca prionura,species
14053,Metazoa,kingdom
14053,Chordata,phylum
14053,Actinopteri,class
14053,Perciformes,order
14053,Serranidae,family
14053,Mycteroperca,genus
14053,Mycteroperca rosacea,species
14054,Metazoa,kingdom
14054,Chordata,phylum
14054,Actinopteri,class
14054,Perciformes,order
14054,Serranidae,family
14054,Mycteroperca,genus
14054,Mycteroperca rubra,species
14363,Metazoa,kingdom
14363,Chordata,phylum
14363,Testudines,order
14363,Cheloniidae,family
14363,Natator,genus
14363,Natator depressus,species
14549,Metazoa,kingdom
14549,Chordata,phylum
14549,Mammalia,class
14549,Carnivora,order
14549,Otariidae,family
14549,Neophoca,genus
14549,Neophoca cinerea,species
15106,Metazoa,kingdom
15106,Chordata,phylum
15106,Mammalia,class
15106,Carnivora,order
15106,Odobenidae,family
15106,Odobenus,genus
15106,Odobenus rosmarus,species
15269,Metazoa,kingdom
15269,Chordata,phylum
15269,Mammalia,class
15269,Carnivora,order
15269,Phocidae,family
15269,Ommatophoca,genus
15269,Ommatophoca rossii,species
15419,Metazoa,kingdom
15419,Chordata,phylum
15419,Mammalia,class
15419,Artiodactyla,order
15419,Delphinidae,family
15419,Orcaella,genus
15419,Orcaella brevirostris,species
15421,Metazoa,kingdom
15421,Chordata,phylum
15421,Mammalia,class
15421,Artiodactyla,order
15421,Delphinidae,family
15421,Orcinus,genus
15421,Orcinus orca,species
15873,Metazoa,kingdom
15873,Chordata,phylum
15873,Actinopteri,class
15873,Spariformes,order
15873,Sparidae,family
15873,Pagrus,genus
15873,Pagrus pagrus,species
16475,Metazoa,kingdom
16475,Chordata,phylum
16475,Actinopteri,class
16475,Syngnathiformes,order
16475,Pegasidae,family
16475,Pegasus,genus
16475,Pegasus laternarius,species
16476,Metazoa,kingdom
16476,Chordata,phylum
16476,Actinopteri,class
16476,Syngnathiformes,order
16476,Pegasidae,family
16476,Pegasus,genus
16476,Pegasus volitans,species
16477,Metazoa,kingdom
16477,Chordata,phylum
16477,Actinopteri,class
16477,Syngnathiformes,order
16477,Pegasidae,family
16477,Pegasus,genus
16477,Pegasus volitans,species
16478,Metazoa,kingdom
16478,Chordata,phylum
16478,Actinopteri,class
16478,Syngnathiformes,order
16478,Pegasidae,family
16478,Pegasus,genus
16478,Pegasus volitans,species
16564,Metazoa,kingdom
16564,Chordata,phylum
16564,Mammalia,class
16564,Artiodactyla,order
16564,Delphinidae,family
16564,Peponocephala,genus
16564,Peponocephala electra,species
17013,Metazoa,kingdom
17013,Chordata,phylum
17013,Mammalia,class
17013,Carnivora,order
17013,Phocidae,family
17013,Phoca,genus
17013,Phoca vitulina,species
17023,Metazoa,kingdom
17023,Chordata,phylum
17023,Mammalia,class
17023,Carnivora,order
17023,Phocidae,family
17023,Phoca,genus
17023,Phoca largha,species
17026,Metazoa,kingdom
17026,Chordata,phylum
17026,Mammalia,class
17026,Carnivora,order
17026,Otariidae,family
17026,Phocarctos,genus
17026,Phocarctos hookeri,species
17027,Metazoa,kingdom
17027,Chordata,phylum
17027,Mammalia,class
17027,Artiodactyla,order
17027,Phocoenidae,family
17027,Phocoena,genus
17027,Phocoena phocoena,species
17028,Metazoa,kingdom
17028,Chordata,phylum
17028,Mammalia,class
17028,Artiodactyla,order
17028,Phocoenidae,family
17028,Phocoena,genus
17028,Phocoena sinus,species
17029,Metazoa,kingdom
17029,Chordata,phylum
17029,Mammalia,class
17029,Artiodactyla,order
17029,Phocoenidae,family
17029,Phocoena,genus
17029,Phocoena spinipinnis,species
17031,Metazoa,kingdom
17031,Chordata,phylum
17031,Mammalia,class
17031,Artiodactyla,order
17031,Phocoenidae,family
17031,Phocoena,genus
17031,Phocoena phocoena,species
17032,Metazoa,kingdom
17032,Chordata,phylum
17032,Mammalia,class
17032,Artiodactyla,order
17032,Phocoenidae,family
17032,Phocoenoides,genus
17032,Phocoenoides dalli,species
17096,Metazoa,kingdom
17096,Chordata,phylum
17096,Actinopteri,class
17096,Syngnathiformes,order
17096,Syngnathidae,family
17096,Phycodurus,genus
17096,Phycodurus eques,species
17177,Metazoa,kingdom
17177,Chordata,phylum
17177,Actinopteri,class
17177,Syngnathiformes,order
17177,Syngnathidae,family
17177,Phyllopteryx,genus
17177,Phyllopteryx taeniolatus,species
17978,Metazoa,kingdom
17978,Chordata,phylum
17978,Mammalia,class
17978,Artiodactyla,order
17978,Pontoporiidae,family
17978,Pontoporia,genus
17978,Pontoporia blainvillei,species
18175,Metazoa,kingdom
18175,Chordata,phylum
18175,Chondrichthyes,class
18175,Pristiformes/Rhiniformes group,order
18175,Pristidae,family
18175,Pristis,genus
18175,Pristis pectinata,species
18428,Metazoa,kingdom
18428,Chordata,phylum
18428,Actinopteri,class
18428,Acipenseriformes,order
18428,Polyodontidae,family
18428,Psephurus,genus
18428,Psephurus gladius,species
18596,Metazoa,kingdom
18596,Chordata,phylum
18596,Mammalia,class
18596,Artiodactyla,order
18596,Delphinidae,family
18596,Pseudorca,genus
18596,Pseudorca crassidens,species
19488,Metazoa,kingdom
19488,Chordata,phylum
19488,Chondrichthyes,class
19488,Orectolobiformes,order
19488,Rhincodontidae,family
19488,Rhincodon,genus
19488,Rhincodon typus,species
19950,Metazoa,kingdom
19950,Chordata,phylum
19950,Actinopteri,class
19950,Labriformes,order
19950,Labridae,family
19950,Scarus,genus
19950,Scarus guacamaia,species
20047,Metazoa,kingdom
20047,Chordata,phylum
20047,Actinopteri,class
20047,Scombriformes,order
20047,Scombridae,family
20047,Scomberomorus,genus
20047,Scomberomorus concolor,species
20314,Metazoa,kingdom
20314,Chordata,phylum
20314,Actinopteri,class
20314,Syngnathiformes,order
20314,Syngnathidae,family
20314,Solegnathus,genus
20314,Solegnathus dunckeri,species
20315,Metazoa,kingdom
20315,Chordata,phylum
20315,Actinopteri,class
20315,Syngnathiformes,order
20315,Syngnathidae,family
20315,Solegnathus,genus
20315,Solegnathus hardwickii,species
20316,Metazoa,kingdom
20316,Chordata,phylum
20316,Actinopteri,class
20316,Syngnathiformes,order
20316,Syngnathidae,family
20316,Solegnathus,genus
20316,Solegnathus lettiensis,species
20318,Metazoa,kingdom
20318,Chordata,phylum
20318,Actinopteri,class
20318,Syngnathiformes,order
20318,Syngnathidae,family
20318,Solegnathus,genus
20318,Solegnathus spinosissimus,species
20425,Metazoa,kingdom
20425,Chordata,phylum
20425,Mammalia,class
20425,Artiodactyla,order
20425,Delphinidae,family
20425,Sousa,genus
20425,Sousa teuszii,species
20729,Metazoa,kingdom
20729,Chordata,phylum
20729,Mammalia,class
20729,Artiodactyla,order
20729,Delphinidae,family
20729,Stenella,genus
20729,Stenella attenuata,species
20730,Metazoa,kingdom
20730,Chordata,phylum
20730,Mammalia,class
20730,Artiodactyla,order
20730,Delphinidae,family
20730,Stenella,genus
20730,Stenella clymene,species
20731,Metazoa,kingdom
20731,Chordata,phylum
20731,Mammalia,class
20731,Artiodactyla,order
20731,Delphinidae,family
20731,Stenella,genus
20731,Stenella coeruleoalba,species
20732,Metazoa,kingdom
20732,Chordata,phylum
20732,Mammalia,class
20732,Artiodactyla,order
20732,Delphinidae,family
20732,Stenella,genus
20732,Stenella frontalis,species
20733,Metazoa,kingdom
20733,Chordata,phylum
20733,Mammalia,class
20733,Artiodactyla,order
20733,Delphinidae,family
20733,Stenella,genus
20733,Stenella longirostris,species
20738,Metazoa,kingdom
20738,Chordata,phylum
20738,Mammalia,class
20738,Artiodactyla,order
20738,Delphinidae,family
20738,Steno,genus
20738,Steno bredanensis,species
21257,Metazoa,kingdom
21257,Chordata,phylum
21257,Actinopteri,class
21257,Syngnathiformes,order
21257,Syngnathidae,family
21257,Syngnathus,genus
21257,Syngnathus abaster,species
21341,Metazoa,kingdom
21341,Chordata,phylum
21341,Actinopteri,class
21341,Tetraodontiformes,order
21341,Tetraodontidae,family
21341,Takifugu,genus
21341,Takifugu alboplumbeus,species
21342,Metazoa,kingdom
21342,Chordata,phylum
21342,Actinopteri,class
21342,Tetraodontiformes,order
21342,Tetraodontidae,family
21342,Takifugu,genus
21342,Takifugu poecilonotus,species
21343,Metazoa,kingdom
21343,Chordata,phylum
21343,Actinopteri,class
21343,Tetraodontiformes,order
21343,Tetraodontidae,family
21343,Takifugu,genus
21343,Takifugu xanthopterus,species
21500,Metazoa,kingdom
21500,Chordata,phylum
21500,Mammalia,class
21500,Artiodactyla,order
21500,Ziphiidae,family
21500,Tasmacetus,genus
21500,Tasmacetus shepherdi,species
21689,Metazoa,kingdom
21689,Chordata,phylum
21689,Actinopteri,class
21689,Labriformes,order
21689,Labridae,family
21689,Thalassoma,genus
21689,Thalassoma ascensionis,species
21856,Metazoa,kingdom
21856,Chordata,phylum
21856,Actinopteri,class
21856,Scombriformes,order
21856,Scombridae,family
21856,Thunnus,genus
21856,Thunnus alalunga,species
21857,Metazoa,kingdom
21857,Chordata,phylum
21857,Actinopteri,class
21857,Scombriformes,order
21857,Scombridae,family
21857,Thunnus,genus
21857,Thunnus albacares,species
21858,Metazoa,kingdom
21858,Chordata,phylum
21858,Actinopteri,class
21858,Scombriformes,order
21858,Scombridae,family
21858,Thunnus,genus
21858,Thunnus maccoyii,species
21859,Metazoa,kingdom
21859,Chordata,phylum
21859,Actinopteri,class
21859,Scombriformes,order
21859,Scombridae,family
21859,Thunnus,genus
21859,Thunnus obesus,species
21860,Metazoa,kingdom
21860,Chordata,phylum
21860,Actinopteri,class
21860,Scombriformes,order
21860,Scombridae,family
21860,Thunnus,genus
21860,Thunnus thynnus,species
21994,Metazoa,kingdom
21994,Chordata,phylum
21994,Actinopteri,class
21994,Tetraodontiformes,order
21994,Tetraodontidae,family
21994,Torquigener,genus
21994,Torquigener brevipinnis,species
22103,Metazoa,kingdom
22103,Chordata,phylum
22103,Mammalia,class
22103,Sirenia,order
22103,Trichechidae,family
22103,Trichechus,genus
22103,Trichechus manatus,species
22104,Metazoa,kingdom
22104,Chordata,phylum
22104,Mammalia,class
22104,Sirenia,order
22104,Trichechidae,family
22104,Trichechus,genus
22104,Trichechus senegalensis,species
22563,Metazoa,kingdom
22563,Chordata,phylum
22563,Mammalia,class
22563,Artiodactyla,order
22563,Delphinidae,family
22563,Tursiops,genus
22563,Tursiops truncatus,species
22594,Metazoa,kingdom
22594,Arthropoda,phylum
22594,Malacostraca,class
22594,Decapoda,order
22594,Atyidae,family
22594,Typhlatya,genus
22594,Typhlatya iliffei,species
22823,Metazoa,kingdom
22823,Chordata,phylum
22823,Mammalia,class
22823,Carnivora,order
22823,Ursidae,family
22823,Ursus,genus
22823,Ursus maritimus,species
23148,Metazoa,kingdom
23148,Chordata,phylum
23148,Actinopteri,class
23148,Istiophoriformes,order
23148,Xiphiidae,family
23148,Xiphias,genus
23148,Xiphias gladius,species
23149,Metazoa,kingdom
23149,Chordata,phylum
23149,Actinopteri,class
23149,Istiophoriformes,order
23149,Xiphiidae,family
23149,Xiphias,genus
23149,Xiphias gladius,species
23211,Metazoa,kingdom
23211,Chordata,phylum
23211,Mammalia,class
23211,Artiodactyla,order
23211,Ziphiidae,family
23211,Ziphius,genus
23211,Ziphius cavirostris,species
31382,Viridiplantae,kingdom
31382,Streptophyta,phylum
31382,Magnoliopsida,class
31382,Malpighiales,order
31382,Rhizophoraceae,family
31382,Rhizophora,genus
31382,Rhizophora apiculata,species
33705,Viridiplantae,kingdom
33705,Streptophyta,phylum
33705,Magnoliopsida,class
33705,Lamiales,order
33705,Bignoniaceae,family
33705,Dolichandrone,genus
33705,Dolichandrone spathacea,species
34364,Viridiplantae,kingdom
34364,Streptophyta,phylum
34364,Magnoliopsida,class
34364,Sapindales,order
34364,Meliaceae,family
34364,Aglaia,genus
34364,Aglaia cucullata,species
39303,Metazoa,kingdom
39303,Chordata,phylum
39303,Actinopteri,class
39303,Perciformes,order
39303,Serranidae,family
39303,Dermatolepis,genus
39303,Dermatolepis inermis,species
39324,Metazoa,kingdom
39324,Chordata,phylum
39324,Chondrichthyes,class
39324,Hexanchiformes,order
39324,Hexanchidae,family
39324,Notorynchus,genus
39324,Notorynchus cepedianus,species
39327,Metazoa,kingdom
39327,Chordata,phylum
39327,Chondrichthyes,class
39327,Pristiophoridae,family
39327,Pristiophorus,genus
39327,Pristiophorus cirratus,species
39328,Metazoa,kingdom
39328,Chordata,phylum
39328,Chondrichthyes,class
39328,Squatinidae,family
39328,Squatina,genus
39328,Squatina californica,species
39329,Metazoa,kingdom
39329,Chordata,phylum
39329,Chondrichthyes,class
39329,Squatinidae,family
39329,Squatina,genus
39329,Squatina argentina,species
39331,Metazoa,kingdom
39331,Chordata,phylum
39331,Chondrichthyes,class
39331,Squatinidae,family
39331,Squatina,genus
39331,Squatina occulta,species
39332,Metazoa,kingdom
39332,Chordata,phylum
39332,Chondrichthyes,class
39332,Squatinidae,family
39332,Squatina,genus
39332,Squatina squatina,species
39333,Metazoa,kingdom
39333,Chordata,phylum
39333,Chondrichthyes,class
39333,Heterodontiformes,order
39333,Heterodontidae,family
39333,Heterodontus,genus
39333,Heterodontus francisci,species
39334,Metazoa,kingdom
39334,Chordata,phylum
39334,Chondrichthyes,class
39334,Heterodontiformes,order
39334,Heterodontidae,family
39334,Heterodontus,genus
39334,Heterodontus portusjacksoni,species
39335,Metazoa,kingdom
39335,Chordata,phylum
39335,Chondrichthyes,class
39335,Orectolobiformes,order
39335,Brachaeluridae,family
39335,Brachaelurus,genus
39335,Brachaelurus colcloughi,species
39336,Metazoa,kingdom
39336,Chordata,phylum
39336,Chondrichthyes,class
39336,Lamniformes,order
39336,Odontaspididae,family
39336,Odontaspis,genus
39336,Odontaspis noronhai,species
39337,Metazoa,kingdom
39337,Chordata,phylum
39337,Chondrichthyes,class
39337,Lamniformes,order
39337,Pseudocarchariidae,family
39337,Pseudocarcharias,genus
39337,Pseudocarcharias kamoharai,species
39338,Metazoa,kingdom
39338,Chordata,phylum
39338,Chondrichthyes,class
39338,Lamniformes,order
39338,Megachasmidae,family
39338,Megachasma,genus
39338,Megachasma pelagios,species
39339,Metazoa,kingdom
39339,Chordata,phylum
39339,Chondrichthyes,class
39339,Lamniformes,order
39339,Alopiidae,family
39339,Alopias,genus
39339,Alopias vulpinus,species
39341,Metazoa,kingdom
39341,Chordata,phylum
39341,Chondrichthyes,class
39341,Lamniformes,order
39341,Alopiidae,family
39341,Isurus,genus
39341,Isurus oxyrinchus,species
39342,Metazoa,kingdom
39342,Chordata,phylum
39342,Chondrichthyes,class
39342,Lamniformes,order
39342,Alopiidae,family
39342,Lamna,genus
39342,Lamna ditropis,species
39345,Metazoa,kingdom
39345,Chordata,phylum
39345,Chondrichthyes,class
39345,Carcharhiniformes,order
39345,Scyliorhinidae,family
39345,Haploblepharus,genus
39345,Haploblepharus edwardsii,species
39346,Metazoa,kingdom
39346,Chordata,phylum
39346,Chondrichthyes,class
39346,Carcharhiniformes,order
39346,Scyliorhinidae,family
39346,Haploblepharus,genus
39346,Haploblepharus fuscus,species
39347,Metazoa,kingdom
39347,Chordata,phylum
39347,Chondrichthyes,class
39347,Carcharhiniformes,order
39347,Scyliorhinidae,family
39347,Schroederichthys,genus
39347,Schroederichthys bivius,species
39348,Metazoa,kingdom
39348,Chordata,phylum
39348,Chondrichthyes,class
39348,Carcharhiniformes,order
39348,Scyliorhinidae,family
39348,Poroderma,genus
39348,Poroderma africanum,species
39349,Metazoa,kingdom
39349,Chordata,phylum
39349,Chondrichthyes,class
39349,Carcharhiniformes,order
39349,Scyliorhinidae,family
39349,Scyliorhinus,genus
39349,Scyliorhinus capensis,species
39350,Metazoa,kingdom
39350,Chordata,phylum
39350,Chondrichthyes,class
39350,Carcharhiniformes,order
39350,Leptochariidae,family
39350,Leptocharias,genus
39350,Leptocharias smithii,species
39351,Metazoa,kingdom
39351,Chordata,phylum
39351,Chondrichthyes,class
39351,Carcharhiniformes,order
39351,Triakidae,family
39351,Furgaleus,genus
39351,Furgaleus macki,species
39352,Metazoa,kingdom
39352,Chordata,phylum
39352,Chondrichthyes,class
39352,Carcharhiniformes,order
39352,Triakidae,family
39352,Galeorhinus,genus
39352,Galeorhinus galeus,species
39353,Metazoa,kingdom
39353,Chordata,phylum
39353,Chondrichthyes,class
39353,Carcharhiniformes,order
39353,Triakidae,family
39353,Hemitriakis,genus
39353,Hemitriakis leucoperiptera,species
39354,Metazoa,kingdom
39354,Chordata,phylum
39354,Chondrichthyes,class
39354,Carcharhiniformes,order
39354,Triakidae,family
39354,Hypogaleus,genus
39354,Hypogaleus hyugaensis,species
39355,Metazoa,kingdom
39355,Chordata,phylum
39355,Chondrichthyes,class
39355,Carcharhiniformes,order
39355,Triakidae,family
39355,Mustelus,genus
39355,Mustelus antarcticus,species
39356,Metazoa,kingdom
39356,Chordata,phylum
39356,Chondrichthyes,class
39356,Carcharhiniformes,order
39356,Triakidae,family
39356,Mustelus,genus
39356,Mustelus lenticulatus,species
39357,Metazoa,kingdom
39357,Chordata,phylum
39357,Chondrichthyes,class
39357,Carcharhiniformes,order
39357,Triakidae,family
39357,Mustelus,genus
39357,Mustelus asterias,species
39358,Metazoa,kingdom
39358,Chordata,phylum
39358,Chondrichthyes,class
39358,Carcharhiniformes,order
39358,Triakidae,family
39358,Mustelus,genus
39358,Mustelus mustelus,species
39359,Metazoa,kingdom
39359,Chordata,phylum
39359,Chondrichthyes,class
39359,Carcharhiniformes,order
39359,Triakidae,family
39359,Mustelus,genus
39359,Mustelus canis,species
39360,Metazoa,kingdom
39360,Chordata,phylum
39360,Chondrichthyes,class
39360,Carcharhiniformes,order
39360,Triakidae,family
39360,Scylliogaleus,genus
39360,Scylliogaleus quecketti,species
39362,Metazoa,kingdom
39362,Chordata,phylum
39362,Chondrichthyes,class
39362,Carcharhiniformes,order
39362,Triakidae,family
39362,Triakis,genus
39362,Triakis megalopterus,species
39363,Metazoa,kingdom
39363,Chordata,phylum
39363,Chondrichthyes,class
39363,Carcharhiniformes,order
39363,Triakidae,family
39363,Triakis,genus
39363,Triakis semifasciata,species
39365,Metazoa,kingdom
39365,Chordata,phylum
39365,Chondrichthyes,class
39365,Carcharhiniformes,order
39365,Carcharhinidae,family
39365,Carcharhinus,genus
39365,Carcharhinus amblyrhynchos,species
39366,Metazoa,kingdom
39366,Chordata,phylum
39366,Chondrichthyes,class
