rank,name,id,species,db
class,rajiformes,7777,dipturus gigas,ncbi
class,chondrichthyes,7777,dipturus gigas,ncbi
family,rajidae,30475,dipturus gigas,ncbi
genus,dipturus,117858,dipturus gigas,ncbi
species,dipturus gigas,1443570,dipturus gigas,ncbi
kingdom,metazoa,33208,dipturus cf. intermedia al-2013,ncbi
phylum,chordata,7711,dipturus cf. intermedia al-2013,ncbi
class,rajiformes,7777,dipturus cf. intermedia al-2013,ncbi
class,chondrichthyes,7777,dipturus cf. intermedia al-2013,ncbi
family,rajidae,30475,dipturus cf. intermedia al-2013,ncbi
genus,dipturus,117858,dipturus cf. intermedia al-2013,ncbi
species,dipturus cf. intermedia al-2013,1418038,dipturus cf. intermedia al-2013,ncbi
kingdom,metazoa,33208,dipturus cf. flossada al-2013,ncbi
phylum,chordata,7711,dipturus cf. flossada al-2013,ncbi
class,rajiformes,7777,dipturus cf. flossada al-2013,ncbi
class,chondrichthyes,7777,dipturus cf. flossada al-2013,ncbi
family,rajidae,30475,dipturus cf. flossada al-2013,ncbi
genus,dipturus,117858,dipturus cf. flossada al-2013,ncbi
species,dipturus cf. flossada al-2013,1418037,dipturus cf. flossada al-2013,ncbi
kingdom,metazoa,33208,dipturus cf. healdi gjpn-2012,ncbi
phylum,chordata,7711,dipturus cf. healdi gjpn-2012,ncbi
class,rajiformes,7777,dipturus cf. healdi gjpn-2012,ncbi
class,chondrichthyes,7777,dipturus cf. healdi gjpn-2012,ncbi
family,rajidae,30475,dipturus cf. healdi gjpn-2012,ncbi
genus,dipturus,117858,dipturus cf. healdi gjpn-2012,ncbi
species,dipturus cf. healdi gjpn-2012,1214680,dipturus cf. healdi gjpn-2012,ncbi
kingdom,metazoa,33208,dipturus cf. batis 2 gjpn-2012,ncbi
phylum,chordata,7711,dipturus cf. batis 2 gjpn-2012,ncbi
class,rajiformes,7777,dipturus cf. batis 2 gjpn-2012,ncbi
class,chondrichthyes,7777,dipturus cf. batis 2 gjpn-2012,ncbi
family,rajidae,30475,dipturus cf. batis 2 gjpn-2012,ncbi
genus,dipturus,117858,dipturus cf. batis 2 gjpn-2012,ncbi
species,dipturus cf. batis 2 gjpn-2012,1214679,dipturus cf. batis 2 gjpn-2012,ncbi
kingdom,metazoa,33208,dipturus cf. batis 1 gjpn-2012,ncbi
phylum,chordata,7711,dipturus cf. batis 1 gjpn-2012,ncbi
class,rajiformes,7777,dipturus cf. batis 1 gjpn-2012,ncbi
class,chondrichthyes,7777,dipturus cf. batis 1 gjpn-2012,ncbi
family,rajidae,30475,dipturus cf. batis 1 gjpn-2012,ncbi
genus,dipturus,117858,dipturus cf. batis 1 gjpn-2012,ncbi
species,dipturus cf. batis 1 gjpn-2012,1214678,dipturus cf. batis 1 gjpn-2012,ncbi
kingdom,metazoa,33208,dipturus flavirostris,ncbi
phylum,chordata,7711,dipturus flavirostris,ncbi
class,rajiformes,7777,dipturus flavirostris,ncbi
class,chondrichthyes,7777,dipturus flavirostris,ncbi
family,rajidae,30475,dipturus flavirostris,ncbi
genus,dipturus,117858,dipturus flavirostris,ncbi
species,dipturus flavirostris,1213719,dipturus flavirostris,ncbi
kingdom,metazoa,33208,dipturus leptocauda,ncbi
phylum,chordata,7711,dipturus leptocauda,ncbi
class,rajiformes,7777,dipturus leptocauda,ncbi
class,chondrichthyes,7777,dipturus leptocauda,ncbi
family,rajidae,30475,dipturus leptocauda,ncbi
genus,dipturus,117858,dipturus leptocauda,ncbi
species,dipturus leptocauda,1213679,dipturus leptocauda,ncbi
kingdom,metazoa,33208,dipturus healdi,ncbi
phylum,chordata,7711,dipturus healdi,ncbi
class,rajiformes,7777,dipturus healdi,ncbi
class,chondrichthyes,7777,dipturus healdi,ncbi
family,rajidae,30475,dipturus healdi,ncbi
genus,dipturus,117858,dipturus healdi,ncbi
species,dipturus healdi,1213678,dipturus healdi,ncbi
kingdom,metazoa,33208,dipturus laevis,ncbi
phylum,chordata,7711,dipturus laevis,ncbi
class,rajiformes,7777,dipturus laevis,ncbi
class,chondrichthyes,7777,dipturus laevis,ncbi
family,rajidae,30475,dipturus laevis,ncbi
genus,dipturus,117858,dipturus laevis,ncbi
species,dipturus laevis,1090675,dipturus laevis,ncbi
kingdom,metazoa,33208,dipturus linteus,ncbi
phylum,chordata,7711,dipturus linteus,ncbi
class,rajiformes,7777,dipturus linteus,ncbi
class,chondrichthyes,7777,dipturus linteus,ncbi
family,rajidae,30475,dipturus linteus,ncbi
genus,dipturus,117858,dipturus linteus,ncbi
species,dipturus linteus,1072472,dipturus linteus,ncbi
kingdom,metazoa,33208,dipturus innominatus,ncbi
phylum,chordata,7711,dipturus innominatus,ncbi
class,rajiformes,7777,dipturus innominatus,ncbi
class,chondrichthyes,7777,dipturus innominatus,ncbi
family,rajidae,30475,dipturus innominatus,ncbi
genus,dipturus,117858,dipturus innominatus,ncbi
species,dipturus innominatus,1036015,dipturus innominatus,ncbi
kingdom,metazoa,33208,dipturus springeri,ncbi
phylum,chordata,7711,dipturus springeri,ncbi
class,rajiformes,7777,dipturus springeri,ncbi
class,chondrichthyes,7777,dipturus springeri,ncbi
family,rajidae,30475,dipturus springeri,ncbi
genus,dipturus,117858,dipturus springeri,ncbi
species,dipturus springeri,990585,dipturus springeri,ncbi
kingdom,metazoa,33208,dipturus campbelli,ncbi
phylum,chordata,7711,dipturus campbelli,ncbi
class,rajiformes,7777,dipturus campbelli,ncbi
class,chondrichthyes,7777,dipturus campbelli,ncbi
family,rajidae,30475,dipturus campbelli,ncbi
genus,dipturus,117858,dipturus campbelli,ncbi
species,dipturus campbelli,990584,dipturus campbelli,ncbi
kingdom,metazoa,33208,dipturus pullopunctatus,ncbi
phylum,chordata,7711,dipturus pullopunctatus,ncbi
class,rajiformes,7777,dipturus pullopunctatus,ncbi
class,chondrichthyes,7777,dipturus pullopunctatus,ncbi
family,rajidae,30475,dipturus pullopunctatus,ncbi
genus,dipturus,117858,dipturus pullopunctatus,ncbi
species,dipturus pullopunctatus,906897,dipturus pullopunctatus,ncbi
kingdom,metazoa,33208,dipturus argentinensis,ncbi
phylum,chordata,7711,dipturus argentinensis,ncbi
class,rajiformes,7777,dipturus argentinensis,ncbi
class,chondrichthyes,7777,dipturus argentinensis,ncbi
family,rajidae,30475,dipturus argentinensis,ncbi
genus,dipturus,117858,dipturus argentinensis,ncbi
species,dipturus argentinensis,662069,dipturus argentinensis,ncbi
kingdom,metazoa,33208,dipturus maugeanus,ncbi
phylum,chordata,7711,dipturus maugeanus,ncbi
class,rajiformes,7777,dipturus maugeanus,ncbi
class,chondrichthyes,7777,dipturus maugeanus,ncbi
family,rajidae,30475,dipturus maugeanus,ncbi
genus,dipturus,117858,dipturus maugeanus,ncbi
species,dipturus maugeanus,496415,dipturus maugeanus,ncbi
kingdom,metazoa,33208,dipturus canutus,ncbi
phylum,chordata,7711,dipturus canutus,ncbi
class,rajiformes,7777,dipturus canutus,ncbi
class,chondrichthyes,7777,dipturus canutus,ncbi
family,rajidae,30475,dipturus canutus,ncbi
genus,dipturus,117858,dipturus canutus,ncbi
species,dipturus canutus,495850,dipturus canutus,ncbi
kingdom,metazoa,33208,dipturus confusus,ncbi
phylum,chordata,7711,dipturus confusus,ncbi
class,rajiformes,7777,dipturus confusus,ncbi
class,chondrichthyes,7777,dipturus confusus,ncbi
family,rajidae,30475,dipturus confusus,ncbi
genus,dipturus,117858,dipturus confusus,ncbi
species,dipturus confusus,495849,dipturus confusus,ncbi
kingdom,metazoa,33208,dipturus lemprieri,ncbi
phylum,chordata,7711,dipturus lemprieri,ncbi
class,rajiformes,7777,dipturus lemprieri,ncbi
class,chondrichthyes,7777,dipturus lemprieri,ncbi
family,rajidae,30475,dipturus lemprieri,ncbi
genus,dipturus,117858,dipturus lemprieri,ncbi
species,dipturus lemprieri,495848,dipturus lemprieri,ncbi
kingdom,metazoa,33208,dipturus gudgeri,ncbi
phylum,chordata,7711,dipturus gudgeri,ncbi
class,rajiformes,7777,dipturus gudgeri,ncbi
class,chondrichthyes,7777,dipturus gudgeri,ncbi
family,rajidae,30475,dipturus gudgeri,ncbi
genus,dipturus,117858,dipturus gudgeri,ncbi
species,dipturus gudgeri,495847,dipturus gudgeri,ncbi
kingdom,metazoa,33208,dipturus batis,ncbi
phylum,chordata,7711,dipturus batis,ncbi
class,rajiformes,7777,dipturus batis,ncbi
class,chondrichthyes,7777,dipturus batis,ncbi
family,rajidae,30475,dipturus batis,ncbi
genus,dipturus,117858,dipturus batis,ncbi
species,dipturus batis,420460,dipturus batis,ncbi
kingdom,metazoa,33208,dipturus nidarosiensis,ncbi
phylum,chordata,7711,dipturus nidarosiensis,ncbi
class,rajiformes,7777,dipturus nidarosiensis,ncbi
class,chondrichthyes,7777,dipturus nidarosiensis,ncbi
family,rajidae,30475,dipturus nidarosiensis,ncbi
genus,dipturus,117858,dipturus nidarosiensis,ncbi
species,dipturus nidarosiensis,420459,dipturus nidarosiensis,ncbi
kingdom,metazoa,33208,dipturus tengu,ncbi
phylum,chordata,7711,dipturus tengu,ncbi
class,rajiformes,7777,dipturus tengu,ncbi
class,chondrichthyes,7777,dipturus tengu,ncbi
family,rajidae,30475,dipturus tengu,ncbi
genus,dipturus,117858,dipturus tengu,ncbi
species,dipturus tengu,420458,dipturus tengu,ncbi
kingdom,metazoa,33208,dipturus cerva,ncbi
phylum,chordata,7711,dipturus cerva,ncbi
class,rajiformes,7777,dipturus cerva,ncbi
class,chondrichthyes,7777,dipturus cerva,ncbi
family,rajidae,30475,dipturus cerva,ncbi
genus,dipturus,117858,dipturus cerva,ncbi
species,dipturus cerva,335005,dipturus cerva,ncbi
kingdom,metazoa,33208,dipturus australis,ncbi
phylum,chordata,7711,dipturus australis,ncbi
class,rajiformes,7777,dipturus australis,ncbi
class,chondrichthyes,7777,dipturus australis,ncbi
family,rajidae,30475,dipturus australis,ncbi
genus,dipturus,117858,dipturus australis,ncbi
species,dipturus australis,335004,dipturus australis,ncbi
kingdom,metazoa,33208,dipturus whitleyi,ncbi
phylum,chordata,7711,dipturus whitleyi,ncbi
class,rajiformes,7777,dipturus whitleyi,ncbi
class,chondrichthyes,7777,dipturus whitleyi,ncbi
family,rajidae,30475,dipturus whitleyi,ncbi
genus,dipturus,117858,dipturus whitleyi,ncbi
species,dipturus whitleyi,335002,dipturus whitleyi,ncbi
kingdom,metazoa,33208,dipturus trachyderma,ncbi
phylum,chordata,7711,dipturus trachyderma,ncbi
class,rajiformes,7777,dipturus trachyderma,ncbi
class,chondrichthyes,7777,dipturus trachyderma,ncbi
family,rajidae,30475,dipturus trachyderma,ncbi
genus,dipturus,117858,dipturus trachyderma,ncbi
species,dipturus trachyderma,255564,dipturus trachyderma,ncbi
kingdom,metazoa,33208,dipturus macrocauda,ncbi
phylum,chordata,7711,dipturus macrocauda,ncbi
class,rajiformes,7777,dipturus macrocauda,ncbi
class,chondrichthyes,7777,dipturus macrocauda,ncbi
family,rajidae,30475,dipturus macrocauda,ncbi
genus,dipturus,117858,dipturus macrocauda,ncbi
species,dipturus macrocauda,195327,dipturus macrocauda,ncbi
kingdom,metazoa,33208,dipturus kwangtungensis,ncbi
phylum,chordata,7711,dipturus kwangtungensis,ncbi
class,rajiformes,7777,dipturus kwangtungensis,ncbi
class,chondrichthyes,7777,dipturus kwangtungensis,ncbi
family,rajidae,30475,dipturus kwangtungensis,ncbi
genus,dipturus,117858,dipturus kwangtungensis,ncbi
species,dipturus kwangtungensis,195326,dipturus kwangtungensis,ncbi
kingdom,metazoa,33208,dipturus oxyrinchus,ncbi
phylum,chordata,7711,dipturus oxyrinchus,ncbi
class,rajiformes,7777,dipturus oxyrinchus,ncbi
class,chondrichthyes,7777,dipturus oxyrinchus,ncbi
family,rajidae,30475,dipturus oxyrinchus,ncbi
genus,dipturus,117858,dipturus oxyrinchus,ncbi
species,dipturus oxyrinchus,182854,dipturus oxyrinchus,ncbi
kingdom,metazoa,33208,cruriraja hulleyi,ncbi
phylum,chordata,7711,cruriraja hulleyi,ncbi
class,rajiformes,7777,cruriraja hulleyi,ncbi
class,chondrichthyes,7777,cruriraja hulleyi,ncbi
family,rajidae,30475,cruriraja hulleyi,ncbi
genus,cruriraja,117856,cruriraja hulleyi,ncbi
species,cruriraja hulleyi,1072471,cruriraja hulleyi,ncbi
kingdom,metazoa,33208,cruriraja triangularis,ncbi
phylum,chordata,7711,cruriraja triangularis,ncbi
class,rajiformes,7777,cruriraja triangularis,ncbi
class,chondrichthyes,7777,cruriraja triangularis,ncbi
family,rajidae,30475,cruriraja triangularis,ncbi
genus,cruriraja,117856,cruriraja triangularis,ncbi
species,cruriraja triangularis,990578,cruriraja triangularis,ncbi
kingdom,metazoa,33208,cruriraja parcomaculata,ncbi
phylum,chordata,7711,cruriraja parcomaculata,ncbi
class,rajiformes,7777,cruriraja parcomaculata,ncbi
class,chondrichthyes,7777,cruriraja parcomaculata,ncbi
family,rajidae,30475,cruriraja parcomaculata,ncbi
genus,cruriraja,117856,cruriraja parcomaculata,ncbi
species,cruriraja parcomaculata,906896,cruriraja parcomaculata,ncbi
kingdom,metazoa,33208,amblyraja cf. hyperborea bold:aaa4500,ncbi
phylum,chordata,7711,amblyraja cf. hyperborea bold:aaa4500,ncbi
class,rajiformes,7777,amblyraja cf. hyperborea bold:aaa4500,ncbi
class,chondrichthyes,7777,amblyraja cf. hyperborea bold:aaa4500,ncbi
family,rajidae,30475,amblyraja cf. hyperborea bold:aaa4500,ncbi
genus,amblyraja,117853,amblyraja cf. hyperborea bold:aaa4500,ncbi
species,amblyraja cf. hyperborea bold:aaa4500,1090494,amblyraja cf. hyperborea bold:aaa4500,ncbi
kingdom,metazoa,33208,amblyraja jenseni,ncbi
phylum,chordata,7711,amblyraja jenseni,ncbi
class,rajiformes,7777,amblyraja jenseni,ncbi
class,chondrichthyes,7777,amblyraja jenseni,ncbi
family,rajidae,30475,amblyraja jenseni,ncbi
genus,amblyraja,117853,amblyraja jenseni,ncbi
species,amblyraja jenseni,1072486,amblyraja jenseni,ncbi
kingdom,metazoa,33208,amblyraja cf. jenseni nca-2011,ncbi
phylum,chordata,7711,amblyraja cf. jenseni nca-2011,ncbi
class,rajiformes,7777,amblyraja cf. jenseni nca-2011,ncbi
class,chondrichthyes,7777,amblyraja cf. jenseni nca-2011,ncbi
family,rajidae,30475,amblyraja cf. jenseni nca-2011,ncbi
genus,amblyraja,117853,amblyraja cf. jenseni nca-2011,ncbi
species,amblyraja cf. jenseni nca-2011,1072468,amblyraja cf. jenseni nca-2011,ncbi
kingdom,metazoa,33208,amblyraja georgiana,ncbi
phylum,chordata,7711,amblyraja georgiana,ncbi
class,rajiformes,7777,amblyraja georgiana,ncbi
class,chondrichthyes,7777,amblyraja georgiana,ncbi
family,rajidae,30475,amblyraja georgiana,ncbi
genus,amblyraja,117853,amblyraja georgiana,ncbi
species,amblyraja georgiana,1051904,amblyraja georgiana,ncbi
kingdom,metazoa,33208,amblyraja taaf,ncbi
phylum,chordata,7711,amblyraja taaf,ncbi
class,rajiformes,7777,amblyraja taaf,ncbi
class,chondrichthyes,7777,amblyraja taaf,ncbi
family,rajidae,30475,amblyraja taaf,ncbi
genus,amblyraja,117853,amblyraja taaf,ncbi
species,amblyraja taaf,491013,amblyraja taaf,ncbi
kingdom,metazoa,33208,amblyraja doellojuradoi,ncbi
phylum,chordata,7711,amblyraja doellojuradoi,ncbi
class,rajiformes,7777,amblyraja doellojuradoi,ncbi
class,chondrichthyes,7777,amblyraja doellojuradoi,ncbi
family,rajidae,30475,amblyraja doellojuradoi,ncbi
genus,amblyraja,117853,amblyraja doellojuradoi,ncbi
species,amblyraja doellojuradoi,458547,amblyraja doellojuradoi,ncbi
kingdom,metazoa,33208,amblyraja radiata,ncbi
phylum,chordata,7711,amblyraja radiata,ncbi
class,rajiformes,7777,amblyraja radiata,ncbi
class,chondrichthyes,7777,amblyraja radiata,ncbi
family,rajidae,30475,amblyraja radiata,ncbi
genus,amblyraja,117853,amblyraja radiata,ncbi
species,amblyraja radiata,386614,amblyraja radiata,ncbi
kingdom,metazoa,33208,amblyraja badia,ncbi
phylum,chordata,7711,amblyraja badia,ncbi
class,rajiformes,7777,amblyraja badia,ncbi
class,chondrichthyes,7777,amblyraja badia,ncbi
family,rajidae,30475,amblyraja badia,ncbi
genus,amblyraja,117853,amblyraja badia,ncbi
species,amblyraja badia,369906,amblyraja badia,ncbi
kingdom,metazoa,33208,amblyraja hyperborea,ncbi
phylum,chordata,7711,amblyraja hyperborea,ncbi
class,rajiformes,7777,amblyraja hyperborea,ncbi
class,chondrichthyes,7777,amblyraja hyperborea,ncbi
family,rajidae,30475,amblyraja hyperborea,ncbi
genus,amblyraja,117853,amblyraja hyperborea,ncbi
species,amblyraja hyperborea,315322,amblyraja hyperborea,ncbi
kingdom,metazoa,33208,raja texana,ncbi
phylum,chordata,7711,raja texana,ncbi
class,rajiformes,7777,raja texana,ncbi
class,chondrichthyes,7777,raja texana,ncbi
family,rajidae,30475,raja texana,ncbi
genus,raja,7780,raja texana,ncbi
species,raja texana,1419742,raja texana,ncbi
kingdom,metazoa,33208,raja cf. miraletus 2 gjpn-2012,ncbi
phylum,chordata,7711,raja cf. miraletus 2 gjpn-2012,ncbi
class,rajiformes,7777,raja cf. miraletus 2 gjpn-2012,ncbi
class,chondrichthyes,7777,raja cf. miraletus 2 gjpn-2012,ncbi
family,rajidae,30475,raja cf. miraletus 2 gjpn-2012,ncbi
genus,raja,7780,raja cf. miraletus 2 gjpn-2012,ncbi
species,raja cf. miraletus 2 gjpn-2012,1214734,raja cf. miraletus 2 gjpn-2012,ncbi
kingdom,metazoa,33208,raja cf. miraletus 1 gjpn-2012,ncbi
phylum,chordata,7711,raja cf. miraletus 1 gjpn-2012,ncbi
class,rajiformes,7777,raja cf. miraletus 1 gjpn-2012,ncbi
class,chondrichthyes,7777,raja cf. miraletus 1 gjpn-2012,ncbi
family,rajidae,30475,raja cf. miraletus 1 gjpn-2012,ncbi
genus,raja,7780,raja cf. miraletus 1 gjpn-2012,ncbi
species,raja cf. miraletus 1 gjpn-2012,1214733,raja cf. miraletus 1 gjpn-2012,ncbi
kingdom,metazoa,33208,raja maderensis,ncbi
phylum,chordata,7711,raja maderensis,ncbi
class,rajiformes,7777,raja maderensis,ncbi
class,chondrichthyes,7777,raja maderensis,ncbi
family,rajidae,30475,raja maderensis,ncbi
genus,raja,7780,raja maderensis,ncbi
species,raja maderensis,762857,raja maderensis,ncbi
kingdom,metazoa,33208,raja stellulata,ncbi
phylum,chordata,7711,raja stellulata,ncbi
class,rajiformes,7777,raja stellulata,ncbi
class,chondrichthyes,7777,raja stellulata,ncbi
family,rajidae,30475,raja stellulata,ncbi
genus,raja,7780,raja stellulata,ncbi
species,raja stellulata,740707,raja stellulata,ncbi
kingdom,metazoa,33208,raja inornata,ncbi
phylum,chordata,7711,raja inornata,ncbi
class,rajiformes,7777,raja inornata,ncbi
class,chondrichthyes,7777,raja inornata,ncbi
family,rajidae,30475,raja inornata,ncbi
genus,raja,7780,raja inornata,ncbi
species,raja inornata,740706,raja inornata,ncbi
kingdom,metazoa,33208,raja velezi,ncbi
phylum,chordata,7711,raja velezi,ncbi
class,rajiformes,7777,raja velezi,ncbi
class,chondrichthyes,7777,raja velezi,ncbi
family,rajidae,30475,raja velezi,ncbi
genus,raja,7780,raja velezi,ncbi
species,raja velezi,596111,raja velezi,ncbi
kingdom,metazoa,33208,raja straeleni,ncbi
phylum,chordata,7711,raja straeleni,ncbi
class,rajiformes,7777,raja straeleni,ncbi
class,chondrichthyes,7777,raja straeleni,ncbi
family,rajidae,30475,raja straeleni,ncbi
genus,raja,7780,raja straeleni,ncbi
species,raja straeleni,526710,raja straeleni,ncbi
kingdom,metazoa,33208,raja pulchra,ncbi
phylum,chordata,7711,raja pulchra,ncbi
class,rajiformes,7777,raja pulchra,ncbi
class,chondrichthyes,7777,raja pulchra,ncbi
family,rajidae,30475,raja pulchra,ncbi
genus,raja,7780,raja pulchra,ncbi
species,raja pulchra,491014,raja pulchra,ncbi
kingdom,metazoa,33208,raja binoculata,ncbi
phylum,chordata,7711,raja binoculata,ncbi
class,rajiformes,7777,raja binoculata,ncbi
class,chondrichthyes,7777,raja binoculata,ncbi
family,rajidae,30475,raja binoculata,ncbi
genus,raja,7780,raja binoculata,ncbi
species,raja binoculata,341241,raja binoculata,ncbi
kingdom,metazoa,33208,raja microocellata,ncbi
phylum,chordata,7711,raja microocellata,ncbi
class,rajiformes,7777,raja microocellata,ncbi
class,chondrichthyes,7777,raja microocellata,ncbi
family,rajidae,30475,raja microocellata,ncbi
genus,raja,7780,raja microocellata,ncbi
species,raja microocellata,223863,raja microocellata,ncbi
kingdom,metazoa,33208,raja brachyura,ncbi
phylum,chordata,7711,raja brachyura,ncbi
class,rajiformes,7777,raja brachyura,ncbi
class,chondrichthyes,7777,raja brachyura,ncbi
family,rajidae,30475,raja brachyura,ncbi
genus,raja,7780,raja brachyura,ncbi
species,raja brachyura,223862,raja brachyura,ncbi
kingdom,metazoa,33208,raja polystigma,ncbi
phylum,chordata,7711,raja polystigma,ncbi
class,rajiformes,7777,raja polystigma,ncbi
class,chondrichthyes,7777,raja polystigma,ncbi
family,rajidae,30475,raja polystigma,ncbi
genus,raja,7780,raja polystigma,ncbi
species,raja polystigma,223861,raja polystigma,ncbi
kingdom,metazoa,33208,raja radula,ncbi
phylum,chordata,7711,raja radula,ncbi
class,rajiformes,7777,raja radula,ncbi
class,chondrichthyes,7777,raja radula,ncbi
family,rajidae,30475,raja radula,ncbi
genus,raja,7780,raja radula,ncbi
species,raja radula,223860,raja radula,ncbi
kingdom,metazoa,33208,raja cf. asterias,ncbi
phylum,chordata,7711,raja cf. asterias,ncbi
class,rajiformes,7777,raja cf. asterias,ncbi
class,chondrichthyes,7777,raja cf. asterias,ncbi
family,rajidae,30475,raja cf. asterias,ncbi
genus,raja,7780,raja cf. asterias,ncbi
species,raja cf. asterias,213383,raja cf. asterias,ncbi
kingdom,metazoa,33208,raja cf. clavata,ncbi
phylum,chordata,7711,raja cf. clavata,ncbi
class,rajiformes,7777,raja cf. clavata,ncbi
class,chondrichthyes,7777,raja cf. clavata,ncbi
family,rajidae,30475,raja cf. clavata,ncbi
genus,raja,7780,raja cf. clavata,ncbi
species,raja cf. clavata,213382,raja cf. clavata,ncbi
kingdom,metazoa,33208,raja undulata,ncbi
phylum,chordata,7711,raja undulata,ncbi
class,rajiformes,7777,raja undulata,ncbi
class,chondrichthyes,7777,raja undulata,ncbi
family,rajidae,30475,raja undulata,ncbi
genus,raja,7780,raja undulata,ncbi
species,raja undulata,182855,raja undulata,ncbi
kingdom,metazoa,33208,raja miraletus,ncbi
phylum,chordata,7711,raja miraletus,ncbi
class,rajiformes,7777,raja miraletus,ncbi
class,chondrichthyes,7777,raja miraletus,ncbi
family,rajidae,30475,raja miraletus,ncbi
genus,raja,7780,raja miraletus,ncbi
species,raja miraletus,182853,raja miraletus,ncbi
kingdom,metazoa,33208,raja asterias,ncbi
phylum,chordata,7711,raja asterias,ncbi
class,rajiformes,7777,raja asterias,ncbi
class,chondrichthyes,7777,raja asterias,ncbi
family,rajidae,30475,raja asterias,ncbi
genus,raja,7780,raja asterias,ncbi
species,raja asterias,182852,raja asterias,ncbi
kingdom,metazoa,33208,raja eglanteria,ncbi
phylum,chordata,7711,raja eglanteria,ncbi
class,rajiformes,7777,raja eglanteria,ncbi
class,chondrichthyes,7777,raja eglanteria,ncbi
family,rajidae,30475,raja eglanteria,ncbi
genus,raja,7780,raja eglanteria,ncbi
species,raja eglanteria,33514,raja eglanteria,ncbi
kingdom,metazoa,33208,raja rhina,ncbi
phylum,chordata,7711,raja rhina,ncbi
class,rajiformes,7777,raja rhina,ncbi
class,chondrichthyes,7777,raja rhina,ncbi
family,rajidae,30475,raja rhina,ncbi
genus,raja,7780,raja rhina,ncbi
species,raja rhina,30478,raja rhina,ncbi
kingdom,metazoa,33208,raja montagui,ncbi
phylum,chordata,7711,raja montagui,ncbi
class,rajiformes,7777,raja montagui,ncbi
class,chondrichthyes,7777,raja montagui,ncbi
family,rajidae,30475,raja montagui,ncbi
genus,raja,7780,raja montagui,ncbi
species,raja montagui,27588,raja montagui,ncbi
kingdom,metazoa,33208,raja clavata,ncbi
phylum,chordata,7711,raja clavata,ncbi
class,rajiformes,7777,raja clavata,ncbi
class,chondrichthyes,7777,raja clavata,ncbi
family,rajidae,30475,raja clavata,ncbi
genus,raja,7780,raja clavata,ncbi
species,raja clavata,7781,raja clavata,ncbi
kingdom,metazoa,33208,neoharriotta pinnata,ncbi
phylum,chordata,7711,neoharriotta pinnata,ncbi
class,neoharriotta,7777,neoharriotta pinnata,ncbi
class,chondrichthyes,7777,neoharriotta pinnata,ncbi
species,neoharriotta pinnata,876124,neoharriotta pinnata,ncbi
kingdom,metazoa,33208,harriotta raleighana,ncbi
phylum,chordata,7711,harriotta raleighana,ncbi
class,harriotta,7777,harriotta raleighana,ncbi
class,chondrichthyes,7777,harriotta raleighana,ncbi
species,harriotta raleighana,765186,harriotta raleighana,ncbi
kingdom,metazoa,33208,rhinochimaera atlantica,ncbi
phylum,chordata,7711,rhinochimaera atlantica,ncbi
class,rhinochimaera,7777,rhinochimaera atlantica,ncbi
class,chondrichthyes,7777,rhinochimaera atlantica,ncbi
species,rhinochimaera atlantica,1927884,rhinochimaera atlantica,ncbi
kingdom,metazoa,33208,rhinochimaera africana,ncbi
phylum,chordata,7711,rhinochimaera africana,ncbi
class,rhinochimaera,7777,rhinochimaera africana,ncbi
class,chondrichthyes,7777,rhinochimaera africana,ncbi
species,rhinochimaera africana,195331,rhinochimaera africana,ncbi
kingdom,metazoa,33208,rhinochimaera pacifica,ncbi
phylum,chordata,7711,rhinochimaera pacifica,ncbi
class,rhinochimaera,7777,rhinochimaera pacifica,ncbi
class,chondrichthyes,7777,rhinochimaera pacifica,ncbi
species,rhinochimaera pacifica,134994,rhinochimaera pacifica,ncbi
kingdom,metazoa,33208,hydrolagus macrophthalmus,ncbi
phylum,chordata,7711,hydrolagus macrophthalmus,ncbi
class,hydrolagus,7777,hydrolagus macrophthalmus,ncbi
class,chondrichthyes,7777,hydrolagus macrophthalmus,ncbi
species,hydrolagus macrophthalmus,2507190,hydrolagus macrophthalmus,ncbi
kingdom,metazoa,33208,hydrolagus cf. lemures wtw-2017,ncbi
phylum,chordata,7711,hydrolagus cf. lemures wtw-2017,ncbi
class,hydrolagus,7777,hydrolagus cf. lemures wtw-2017,ncbi
class,chondrichthyes,7777,hydrolagus cf. lemures wtw-2017,ncbi
species,hydrolagus cf. lemures wtw-2017,2041180,hydrolagus cf. lemures wtw-2017,ncbi
kingdom,metazoa,33208,hydrolagus erithacus,ncbi
phylum,chordata,7711,hydrolagus erithacus,ncbi
class,hydrolagus,7777,hydrolagus erithacus,ncbi
class,chondrichthyes,7777,hydrolagus erithacus,ncbi
species,hydrolagus erithacus,1927892,hydrolagus erithacus,ncbi
kingdom,metazoa,33208,hydrolagus pallidus,ncbi
phylum,chordata,7711,hydrolagus pallidus,ncbi
class,hydrolagus,7777,hydrolagus pallidus,ncbi
class,chondrichthyes,7777,hydrolagus pallidus,ncbi
species,hydrolagus pallidus,1850443,hydrolagus pallidus,ncbi
kingdom,metazoa,33208,hydrolagus lusitanicus,ncbi
phylum,chordata,7711,hydrolagus lusitanicus,ncbi
class,hydrolagus,7777,hydrolagus lusitanicus,ncbi
class,chondrichthyes,7777,hydrolagus lusitanicus,ncbi
species,hydrolagus lusitanicus,1471637,hydrolagus lusitanicus,ncbi
kingdom,metazoa,33208,hydrolagus mirabilis,ncbi
phylum,chordata,7711,hydrolagus mirabilis,ncbi
class,hydrolagus,7777,hydrolagus mirabilis,ncbi
