rank,name,id,species,db
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura tutul,1930789,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura dalyensis,1577495,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura microphthalma,1452449,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura uarnak 4 gjpn-2012,1214711,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura uarnak 3 gjpn-2012,1214710,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura uarnak 2 gjpn-2012,1214709,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura uarnak 1 gjpn-2012,1214708,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura cf. oxyrhyncha gjpn-2012,1214703,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura cf. kittipongi gjpn-2012,1214702,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura cf. gerrardi 5 gjpn-2012,1214701,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura cf. gerrardi 4 gjpn-2012,1214700,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura cf. gerrardi 3 gjpn-2012,1214699,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura cf. gerrardi 2 gjpn-2012,1214698,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura cf. gerrardi 1 gjpn-2012,1214697,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura oxyrhyncha,1213689,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura leoparda,1199281,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura lobistoma,1072475,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura cf. uarnak nca-2011,1072474,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura cf. gerrardi nca-2011,1072473,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura astra,1053735,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura undulata,596107,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura cf. gerrardi bold:aaa8673,495859,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura fava,334998,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura toshi,334996,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura uarnak,195307,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura signifer,87132,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura chaophraya,87131,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura schmardae,86379,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,himantura,86362,dasyatoidea,ncbi
species,himantura pacifica,86378,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,dasyatis,32439,dasyatoidea,ncbi
species,dasyatis cf. centroura/guttata jfdc-2020,2758736,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,dasyatis,32439,dasyatoidea,ncbi
species,dasyatis tortonesei,1449802,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,dasyatis,32439,dasyatoidea,ncbi
species,dasyatis cf. akajei ns-2014,1443568,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,dasyatis,32439,dasyatoidea,ncbi
species,dasyatis marmorata,1213677,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,dasyatis,32439,dasyatoidea,ncbi
species,dasyatis hypostigma,1144255,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,dasyatis,32439,dasyatoidea,ncbi
species,dasyatis pastinaca,673854,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,dasyatis,32439,dasyatoidea,ncbi
species,dasyatis chrysonota,673853,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,dasyatis,32439,dasyatoidea,ncbi
species,dasyatis navarrae,551518,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,dasyatis,32439,dasyatoidea,ncbi
species,dasyatis say,543940,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,dasyatis,32439,dasyatoidea,ncbi
species,dasyatis microps,529109,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,dasyatis,32439,dasyatoidea,ncbi
species,dasyatis parvonigra,495845,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,dasyatis,32439,dasyatoidea,ncbi
species,dasyatis brevis,491197,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,dasyatis,32439,dasyatoidea,ncbi
species,dasyatis laosensis,87135,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,dasyatoidea,ncbi
phylum,chordata,7711,dasyatoidea,ncbi
class,elasmobranchii,7777,dasyatoidea,ncbi
class,chondrichthyes,7777,dasyatoidea,ncbi
superorder,batoidea,117893,dasyatoidea,ncbi
order,myliobatiformes,117851,dasyatoidea,ncbi
family,dasyatidae,30469,dasyatoidea,ncbi
genus,dasyatis,32439,dasyatoidea,ncbi
species,dasyatis hawaiensis,86356,dasyatoidea,ncbi
NA,dasyatoidea,117839,dasyatoidea,ncbi
kingdom,metazoa,33208,sinobatis bulbicauda,ncbi
phylum,chordata,7711,sinobatis bulbicauda,ncbi
class,elasmobranchii,7777,sinobatis bulbicauda,ncbi
class,chondrichthyes,7777,sinobatis bulbicauda,ncbi
superorder,batoidea,117893,sinobatis bulbicauda,ncbi
order,rajiformes,7858,sinobatis bulbicauda,ncbi
family,anacanthobatidae,1072510,sinobatis bulbicauda,ncbi
genus,sinobatis,1072511,sinobatis bulbicauda,ncbi
species,sinobatis bulbicauda,1072512,sinobatis bulbicauda,ncbi
kingdom,metazoa,33208,sinobatis borneensis,ncbi
phylum,chordata,7711,sinobatis borneensis,ncbi
class,elasmobranchii,7777,sinobatis borneensis,ncbi
class,chondrichthyes,7777,sinobatis borneensis,ncbi
superorder,batoidea,117893,sinobatis borneensis,ncbi
order,rajiformes,7858,sinobatis borneensis,ncbi
family,anacanthobatidae,1072510,sinobatis borneensis,ncbi
genus,sinobatis,1072511,sinobatis borneensis,ncbi
species,sinobatis borneensis,195288,sinobatis borneensis,ncbi
kingdom,metazoa,33208,anacanthobatis,ncbi
phylum,chordata,7711,anacanthobatis,ncbi
class,elasmobranchii,7777,anacanthobatis,ncbi
class,chondrichthyes,7777,anacanthobatis,ncbi
superorder,batoidea,117893,anacanthobatis,ncbi
order,rajiformes,7858,anacanthobatis,ncbi
family,anacanthobatidae,1072510,anacanthobatis,ncbi
genus,anacanthobatis,117854,anacanthobatis,ncbi
kingdom,metazoa,33208,insentiraja subtilispinosa,ncbi
phylum,chordata,7711,insentiraja subtilispinosa,ncbi
class,elasmobranchii,7777,insentiraja subtilispinosa,ncbi
class,chondrichthyes,7777,insentiraja subtilispinosa,ncbi
superorder,batoidea,117893,insentiraja subtilispinosa,ncbi
order,rajiformes,7858,insentiraja subtilispinosa,ncbi
family,arhynchobatidae,117867,insentiraja subtilispinosa,ncbi
genus,insentiraja,1072465,insentiraja subtilispinosa,ncbi
species,insentiraja subtilispinosa,1213692,insentiraja subtilispinosa,ncbi
kingdom,metazoa,33208,sympterygia brevicaudata,ncbi
phylum,chordata,7711,sympterygia brevicaudata,ncbi
class,elasmobranchii,7777,sympterygia brevicaudata,ncbi
class,chondrichthyes,7777,sympterygia brevicaudata,ncbi
superorder,batoidea,117893,sympterygia brevicaudata,ncbi
order,rajiformes,7858,sympterygia brevicaudata,ncbi
family,arhynchobatidae,117867,sympterygia brevicaudata,ncbi
genus,sympterygia,117878,sympterygia brevicaudata,ncbi
species,sympterygia brevicaudata,1804735,sympterygia brevicaudata,ncbi
kingdom,metazoa,33208,sympterygia acuta,ncbi
phylum,chordata,7711,sympterygia acuta,ncbi
class,elasmobranchii,7777,sympterygia acuta,ncbi
class,chondrichthyes,7777,sympterygia acuta,ncbi
superorder,batoidea,117893,sympterygia acuta,ncbi
order,rajiformes,7858,sympterygia acuta,ncbi
family,arhynchobatidae,117867,sympterygia acuta,ncbi
genus,sympterygia,117878,sympterygia acuta,ncbi
species,sympterygia acuta,1206158,sympterygia acuta,ncbi
kingdom,metazoa,33208,sympterygia bonapartii,ncbi
phylum,chordata,7711,sympterygia bonapartii,ncbi
class,elasmobranchii,7777,sympterygia bonapartii,ncbi
class,chondrichthyes,7777,sympterygia bonapartii,ncbi
superorder,batoidea,117893,sympterygia bonapartii,ncbi
order,rajiformes,7858,sympterygia bonapartii,ncbi
family,arhynchobatidae,117867,sympterygia bonapartii,ncbi
genus,sympterygia,117878,sympterygia bonapartii,ncbi
species,sympterygia bonapartii,458612,sympterygia bonapartii,ncbi
kingdom,metazoa,33208,rioraja agassizii,ncbi
phylum,chordata,7711,rioraja agassizii,ncbi
class,elasmobranchii,7777,rioraja agassizii,ncbi
class,chondrichthyes,7777,rioraja agassizii,ncbi
superorder,batoidea,117893,rioraja agassizii,ncbi
order,rajiformes,7858,rioraja agassizii,ncbi
family,arhynchobatidae,117867,rioraja agassizii,ncbi
genus,rioraja,117877,rioraja agassizii,ncbi
species,rioraja agassizii,637525,rioraja agassizii,ncbi
