class,order,family,stressor,taxon,mean_vuln,sd_vuln,n_spp_known,n_spp,n_prob
mammalia,cetartiodactyla,balaenopteridae,biomass_removal,marine_mammals,0.7921375209335311,0.06871369685274532,8,8,1
mammalia,cetartiodactyla,balaenopteridae,bycatch,marine_mammals,0.7921609482060586,0.06871180062734471,8,8,1
mammalia,cetartiodactyla,balaenopteridae,entanglement_macroplastic,marine_mammals,0.5502137821846833,0.06630786613314944,8,8,1
mammalia,cetartiodactyla,balaenopteridae,habitat_loss_degradation,marine_mammals,0.3839343294939262,0.06214363875573467,8,8,1
mammalia,cetartiodactyla,balaenopteridae,inorganic_pollution,marine_mammals,0.1464862142564408,0.01895383673145777,8,8,1
mammalia,cetartiodactyla,balaenopteridae,marine_heat_waves,marine_mammals,0.09176529907615916,0.04898063167792563,8,8,1
mammalia,cetartiodactyla,balaenopteridae,noise_pollution,marine_mammals,0.46445004414765206,0.04708987577916204,8,8,1
mammalia,cetartiodactyla,balaenopteridae,oa,marine_mammals,0.03841266401404665,0.01204554542127132,8,8,1
mammalia,cetartiodactyla,balaenopteridae,organic_pollution,marine_mammals,0.3470971727136389,0.04594693951953499,8,8,1
mammalia,cetartiodactyla,balaenopteridae,plastic_pollution_microplastic,marine_mammals,0.06375588518772919,0.00712803360488838,8,8,1
mammalia,cetartiodactyla,balaenopteridae,poisons_toxins,marine_mammals,0.04714772522799469,0.00478342100211915,8,8,1
mammalia,cetartiodactyla,balaenopteridae,slr,marine_mammals,0.3195447100399138,0.03868939252703828,8,8,1
mammalia,cetartiodactyla,balaenopteridae,sst_rise,marine_mammals,0.7921512307243647,0.06871196892835137,8,8,1
mammalia,cetartiodactyla,balaenopteridae,storm_disturbance,marine_mammals,0.2552377414690384,0.02857221336289835,8,8,1
mammalia,cetartiodactyla,balaenopteridae,wildlife_strike,marine_mammals,0.6200826896112196,0.06290092160397198,8,8,1
actinopterygii,batrachoidiformes,batrachoididae,biomass_removal,fish,0.6823229155508757,0.01024682396057263,78,78,73
actinopterygii,batrachoidiformes,batrachoididae,bycatch,fish,0.4085575206222187,0.00614555227263895,78,78,73
actinopterygii,batrachoidiformes,batrachoididae,entanglement_macroplastic,fish,0.1365583514851584,0.00166010870250203,78,78,73
actinopterygii,batrachoidiformes,batrachoididae,eutrophication_nutrient_pollution,fish,0.24441061207063425,0.05061932467559351,78,78,73
actinopterygii,batrachoidiformes,batrachoididae,habitat_loss_degradation,fish,0.32616777623284804,0.00391415093569228,78,78,73
actinopterygii,batrachoidiformes,batrachoididae,inorganic_pollution,fish,0.3268281921856479,0.01426350066264652,78,78,73
actinopterygii,batrachoidiformes,batrachoididae,marine_heat_waves,fish,0.24386754032679892,0.05208541126953071,78,78,73
actinopterygii,batrachoidiformes,batrachoididae,noise_pollution,fish,0.22223240982815523,0.00290825443952453,78,78,73
actinopterygii,batrachoidiformes,batrachoididae,oa,fish,0.32931375418859077,0.00430359240736057,78,78,73
actinopterygii,batrachoidiformes,batrachoididae,oceanographic,fish,0.1069487657899799,0.10129228295955314,78,78,73
actinopterygii,batrachoidiformes,batrachoididae,organic_pollution,fish,0.28107117385218,0.01924615711685924,78,78,73
actinopterygii,batrachoidiformes,batrachoididae,plastic_pollution_microplastic,fish,0.1896684749516997,0.0023868017323814,78,78,73
actinopterygii,batrachoidiformes,batrachoididae,poisons_toxins,fish,0.2269525413896704,0.0029736802371128,78,78,73
actinopterygii,batrachoidiformes,batrachoididae,salinity,fish,0.28586381305339786,0.0917964525796959,78,78,73
actinopterygii,batrachoidiformes,batrachoididae,sedimentation,fish,0.18184292088723344,0.00238703726465057,78,78,73
actinopterygii,batrachoidiformes,batrachoididae,storm_disturbance,fish,0.09333188897486291,0.03685437990156635,78,78,73
actinopterygii,blenniiformes,blenniidae,air_temp,fish,0.25205608234767557,0.07349010103001515,405,405,386
actinopterygii,blenniiformes,blenniidae,biomass_removal,fish,0.6227046685472873,0.0118572446934918,405,405,386
actinopterygii,blenniiformes,blenniidae,bycatch,fish,0.21733736929821268,0.09847058281809948,405,405,386
actinopterygii,blenniiformes,blenniidae,entanglement_macroplastic,fish,0.1064721782676572,0.04682564107759442,405,405,386
actinopterygii,blenniiformes,blenniidae,eutrophication_nutrient_pollution,fish,0.3252882141825447,0.0457154689177509,405,405,386
actinopterygii,blenniiformes,blenniidae,habitat_loss_degradation,fish,0.319965922012645,0.02770837845511714,405,405,386
actinopterygii,blenniiformes,blenniidae,inorganic_pollution,fish,0.3414308457236044,0.01701799513209417,405,405,386
actinopterygii,blenniiformes,blenniidae,light_pollution,fish,0.16184853458999016,0.03925616694534068,405,405,386
actinopterygii,blenniiformes,blenniidae,marine_heat_waves,fish,0.33499230217810316,0.04177505798097648,405,405,386
actinopterygii,blenniiformes,blenniidae,noise_pollution,fish,0.01778012468857125,0.023754988629375,405,405,386
actinopterygii,blenniiformes,blenniidae,oa,fish,0.286295266648242,0.00626603044507489,405,405,386
actinopterygii,blenniiformes,blenniidae,oceanographic,fish,0.19455848652665012,0.08093567784388996,405,405,386
actinopterygii,blenniiformes,blenniidae,organic_pollution,fish,0.3063774018638158,0.02408817293942608,405,405,386
actinopterygii,blenniiformes,blenniidae,plastic_pollution_microplastic,fish,0.3275049799653273,0.04301779897704548,405,405,386
actinopterygii,blenniiformes,blenniidae,poisons_toxins,fish,0.3412265722763053,0.02878923637513262,405,405,386
actinopterygii,blenniiformes,blenniidae,salinity,fish,0.3692271297246369,0.04574411903417901,405,405,386
actinopterygii,blenniiformes,blenniidae,sedimentation,fish,0.3012341300415257,0.02853351371591108,405,405,386
actinopterygii,blenniiformes,blenniidae,slr,fish,0.06744902652348289,0.02384101286805549,405,405,386
actinopterygii,blenniiformes,blenniidae,sst_rise,fish,0.6226988677930767,0.01185896510476531,405,405,386
actinopterygii,blenniiformes,blenniidae,storm_disturbance,fish,0.10215315301965797,0.0201931468263941,405,405,386
actinopterygii,blenniiformes,blenniidae,uv,fish,0.12391389608435018,0.03002341727971557,405,405,386
actinopterygii,pleuronectiformes,bothidae,biomass_removal,fish,0.6452417648240235,0.00868920669541984,176,176,167
actinopterygii,pleuronectiformes,bothidae,bycatch,fish,0.3899047276123926,0.02529958073598447,176,176,167
actinopterygii,pleuronectiformes,bothidae,entanglement_macroplastic,fish,0.137853849055283,0.04561464950776191,176,176,167
actinopterygii,pleuronectiformes,bothidae,eutrophication_nutrient_pollution,fish,0.36148254301349353,0.03069711280769042,176,176,167
actinopterygii,pleuronectiformes,bothidae,habitat_loss_degradation,fish,0.311897598881509,0.00336446115074668,176,176,167
actinopterygii,pleuronectiformes,bothidae,inorganic_pollution,fish,0.38801629597046006,0.02078615191132048,176,176,167
actinopterygii,pleuronectiformes,bothidae,light_pollution,fish,0.1311882475025641,0.07527599913884077,176,176,167
actinopterygii,pleuronectiformes,bothidae,marine_heat_waves,fish,0.35422314025474216,0.03388294660242712,176,176,167
actinopterygii,pleuronectiformes,bothidae,oa,fish,0.29556274707436453,0.00327505907441752,176,176,167
actinopterygii,pleuronectiformes,bothidae,oceanographic,fish,0.392090381608596,0.07876094176679957,176,176,167
actinopterygii,pleuronectiformes,bothidae,organic_pollution,fish,0.3977995734840948,0.03109544509848754,176,176,167
actinopterygii,pleuronectiformes,bothidae,plastic_pollution_microplastic,fish,0.33577436849635933,0.00350898255763399,176,176,167
actinopterygii,pleuronectiformes,bothidae,poisons_toxins,fish,0.40862061335324246,0.00452306664161107,176,176,167
actinopterygii,pleuronectiformes,bothidae,salinity,fish,0.3729397928791477,0.05631083615111781,176,176,167
actinopterygii,pleuronectiformes,bothidae,sedimentation,fish,0.36700325673407685,0.00538512131932053,176,176,167
actinopterygii,pleuronectiformes,bothidae,slr,fish,0.04682109060093117,0.03464014528796515,176,176,167
actinopterygii,pleuronectiformes,bothidae,sst_rise,fish,0.47790533159309057,0.2681182893856827,176,176,167
actinopterygii,pleuronectiformes,bothidae,storm_disturbance,fish,0.10473923601679008,0.0210425417078525,176,176,167
actinopterygii,pleuronectiformes,bothidae,uv,fish,0.10046398631483146,0.05765155532155367,176,176,167
actinopterygii,lophiiformes,brachionichthyidae,biomass_removal,fish,0.818938515619315,0.01833790518388693,3,3,2
actinopterygii,lophiiformes,brachionichthyidae,bycatch,fish,0.4903903743942388,0.01092936048923796,3,3,2
actinopterygii,lophiiformes,brachionichthyidae,entanglement_macroplastic,fish,0.14215693556253142,0.00220320219523854,3,3,2
actinopterygii,lophiiformes,brachionichthyidae,eutrophication_nutrient_pollution,fish,0.574158587673783,0.01289124101194462,3,3,2
actinopterygii,lophiiformes,brachionichthyidae,habitat_loss_degradation,fish,0.49178620158152286,0.01090544608722244,3,3,2
actinopterygii,lophiiformes,brachionichthyidae,inorganic_pollution,fish,0.6723095745995046,0.03328643782431227,3,3,2
actinopterygii,lophiiformes,brachionichthyidae,marine_heat_waves,fish,0.3426952949686068,0.0395185797829589,3,3,2
actinopterygii,lophiiformes,brachionichthyidae,oa,fish,0.4095316555405707,0.00915869425801206,3,3,2
actinopterygii,lophiiformes,brachionichthyidae,organic_pollution,fish,0.4978045251529042,0.04692021121128257,3,3,2
actinopterygii,lophiiformes,brachionichthyidae,plastic_pollution_microplastic,fish,0.272978411796855,0.00610257855965005,3,3,2
